,,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,설치년월
2017,84,"서울특별시 광진구 광나루로52길 43 (구의동, 새일빌라)",서울특별시 광진구 구의3동 212-32,생활방범,3,2017-04
2017,85,서울특별시 광진구 아차산로60길 13-13 (구의동),서울특별시 광진구 구의3동 218-30,생활방범,1,2017-04
2017,86,서울특별시 광진구 광나루로52길 83 (구의동),서울특별시 광진구 구의3동 219-15,생활방범,1,2015-12
2017,87,서울특별시 광진구 아차산로59길 21-13 (구의동),서울특별시 광진구 구의3동 220-46,생활방범,1,2016-12
2017,88,서울특별시 광진구 구의로4길 7-16 (구의동),서울특별시 광진구 구의3동 223-72,생활방범,3,2017-04
2017,89,서울특별시 광진구 구의로 56 (구의동),서울특별시 광진구 구의3동 227-19,생활방범,4,2017-04
2017,90,서울특별시 광진구 아차산로59길 13 (구의동),서울특별시 광진구 구의3동 244-1,생활방범,1,2017-04
2017,91,"서울특별시 광진구 뚝섬로67길 23 (구의동, 한강연립)",서울특별시 광진구 구의3동 592-42,생활방범,1,2012-12
2017,92,"서울특별시 광진구 천호대로104나길 8 (군자동, 미리내)",서울특별시 광진구 군자동 17,생활방범,1,2015-12
2017,93,서울특별시 광진구 면목로 27 (군자동),서울특별시 광진구 군자동 48-6,생활방범,4,2017-04
2017,94,서울특별시 광진구 면목로6길 18 (군자동),서울특별시 광진구 군자동 51-4,생활방범,1,2017-04
2017,95,서울특별시 광진구 능동로27길 33 (군자동),서울특별시 광진구 군자동 70-5,생활방범,1,2014-12
2017,96,서울특별시 광진구 능동로27나길 17 (군자동),서울특별시 광진구 군자동 71-9,생활방범,1,2017-04
2017,97,서울특별시 광진구 능동로25길 22 (군자동),서울특별시 광진구 군자동 27-10,생활방범,1,2013-12
2017,98,"서울특별시 광진구 동일로52길 15-14 (군자동, 월드하우스)",서울특별시 광진구 군자동 117-18,생활방범,1,2015-12
2017,99,서울특별시 광진구 동일로48길 14-10 (군자동),서울특별시 광진구 군자동 125-254,생활방범,3,2013-12
2017,100,서울특별시 광진구 군자로15길 10-6 (군자동),서울특별시 광진구 군자동 151-11,생활방범,1,2015-12
2017,101,서울특별시 광진구 능동로29가길 24 (군자동),서울특별시 광진구 군자동 200-1,생활방범,3,2017-04
2017,102,서울특별시 광진구 능동로27길 9 (군자동),서울특별시 광진구 군자동 27-23,생활방범,1,2014-12
2017,103,서울특별시 광진구 능동로21길 40 근방 (군자동),서울특별시 광진구 군자동 275-2,생활방범,1,2017-04
2017,104,서울특별시 광진구 군자로11길 5-8 (군자동),서울특별시 광진구 군자동 346-25,생활방범,1,2017-04
2017,105,서울특별시 광진구 광나루로17길 14 (군자동),서울특별시 광진구 군자동 373-7,생활방범,1,2017-04
2017,106,서울특별시 광진구 동일로60길 25 (군자동),서울특별시 광진구 군자동 466-9,생활방범,1,2011-12
2017,107,서울특별시 광진구 군자로17길 34 (군자동),서울특별시 광진구 군자동 474-11,생활방범,3,2017-04
2017,108,서울특별시 광진구 군자로 179-2 (군자동),서울특별시 광진구 군자동 474-42,생활방범,1,2015-12
2017,109,서울특별시 광진구 천호대로116길 88 (능동),서울특별시 광진구 능동 135-40,생활방범,1,2016-12
2017,110,"서울특별시 광진구 능동로24길 76 (능동, 포스빌)",서울특별시 광진구 능동 156-2,생활방범,3,2012-12
2017,111,서울특별시 광진구 천호대로110길 34 (능동),서울특별시 광진구 능동 221-10,생활방범,3,2017-04
2017,112,서울특별시 광진구 능동로36길 12 (능동),서울특별시 광진구 능동 223-1,생활방범,3,2015-12
