인허가일자,상세영업상태명,폐업일자,지번주소,도로명주소,사업장명,업태구분명
20200722,영업,0,서울특별시 서대문구 연희동 106-3,서울특별시 서대문구 증가로 49 1층 (연희동),씨유 연희센트럴점,편의점
20200722,영업,0,서울특별시 영등포구 신길동 1321,서울특별시 영등포구 영등포로 412 1층 (신길동),캔다방,편의점
20200722,영업,0,서울특별시 강북구 수유동 180-41 블룸,서울특별시 강북구 도봉로95길 55 블룸 (수유동),루아,편의점
20090812,영업,0,서울특별시 동대문구 이문동 164-13번지 지상1층,서울특별시 동대문구 신이문로 14 (이문동지상1층),대흥문구,편의점
20070417,영업,0,서울특별시 서초구 양재동 82번지 1층,서울특별시 서초구 바우뫼로 184 (양재동1층),GS25 양재삼익점,편의점
20030115,영업,0,서울특별시 서초구 서초동 1665-9번지 1층,서울특별시 서초구 서초중앙로18길 43 1층 (서초동),세븐일레븐(서초21호점),편의점
20010209,영업,0,서울특별시 서초구 서초동 1668-12번지 신축 1층,서울특별시 서초구 사임당로17길 113 신축 1층 (서초동),세븐일레븐(서초19호점),편의점
20200722,영업,0,서울특별시 중구 소공동 1 롯데호텔,서울특별시 중구 을지로 30 롯데호텔 지하2층 (소공동),롯데호텔본점,편의점
20180702,영업,0,서울특별시 서대문구 창천동 506-16 1층 전체,서울특별시 서대문구 신촌로3길 5 1층 (창천동),원오브씨(one of c),편의점
20200221,폐업,20200604,서울특별시 송파구 문정동 622번지 송파한화오벨리스크,서울특별시 송파구 충민로 5 123호 (문정동 송파한화오벨리스크),(주)비지에프리테일 CU송파한화2호점,편의점
20161006,영업,0,서울특별시 성북구 안암동5가 126-83번지,서울특별시 성북구 고려대로 76 (안암동5가),씨유 고대호랑이점,편의점
20160127,영업,0,서울특별시 서초구 서초동 1571-18번지 1층101호,서울특별시 서초구 서초대로50길 24 1층 101호 (서초동 청화빌딩),세븐일레븐 교대역점,편의점
20150703,폐업,20200604,서울특별시 서초구 서초동 1714-9번지 ~10호 1층,서울특별시 서초구 서초중앙로 149-5 1층 (서초동),Cafe air(카페 에어),편의점
20171115,영업,0,서울특별시 송파구 거여동 42-12 상형빌딩,서울특별시 송파구 거마로 12 3층 (거여동),키즈필 키즈카페,편의점
20131210,영업,0,서울특별시 서초구 잠원동 29-1번지 지하 1층(102호),서울특별시 서초구 강남대로95길 19-4 지하 1층 (잠원동),GS25 잠원주흥점,편의점
20100916,영업,0,서울특별시 서초구 잠원동 22-20번지,서울특별시 서초구 강남대로97길 16 (잠원동),세븐일레븐(잠원중앙점),편의점
20060216,폐업,20200604,서울특별시 서초구 서초동 1337-22번지 대우디오빌 1층 104호,서울특별시 서초구 강남대로 321 (서초동대우디오빌 1층 104호),명인만두,편의점
20011126,폐업,20200604,서울특별시 중구 신당동 100-3번지 4층,서울특별시 중구 퇴계로 406 4층 (신당동),미니스톱 신당역점,편의점
20090226,폐업,20200722,서울특별시 중구 을지로2가 50 (지상1층),서울특별시 중구 을지로 79 (을지로2가(지상1층)),이디야커피 IBK점,편의점
20190130,영업,0,서울특별시 서초구 반포동 107-18번지 1층,서울특별시 서초구 사평대로20길 12 1층 (반포동),GS25 서래제일점,편의점
20181106,영업,0,서울특별시 광진구 중곡동 230-1번지,서울특별시 광진구 긴고랑로9길 29 1층 101호 (중곡동),웨일커피,편의점
20180830,영업,0,서울특별시 송파구 문정동 634번지 가든파이브라이프,서울특별시 송파구 충민로 66 가든파이브라이프 지하1층 FB-1030호 (문정동),이삭 가든파이브점,편의점
20171201,폐업,20200608,서울특별시 마포구 합정동 376-27번지 1층,서울특별시 마포구 토정로 13-1 1층 (합정동),GS25마포당인점,편의점
20161207,폐업,20200608,서울특별시 서초구 방배동 1948번지 1층,서울특별시 서초구 서초대로1길 37 1층 (방배동),GS25 방배서문점,편의점
20160816,폐업,20200608,서울특별시 노원구 상계동 65-5번지 불암빌딩 1층,서울특별시 노원구 상계로 320 1층 (상계동 불암빌딩),세븐일레븐 당고개제일점,편의점
20160608,폐업,20200608,서울특별시 중랑구 면목동 14-45번지,서울특별시 중랑구 용마산로94길 14 1층 (면목동),세븐일레븐 면목서일점,편의점
20110412,폐업,20200608,서울특별시 노원구 상계동 694번지 임광아파트 상가,서울특별시 노원구 노원로 547 임광아파트 상가 1층 (상계동),임광마트,편의점
20080904,영업,0,서울특별시 서초구 방배동 908-1번지 1층,서울특별시 서초구 방배로 100 1층 (방배동),배스킨라빈스방배역점,편의점
19931101,영업,0,서울특별시 종로구 무악동 47-9번지 ,서울특별시 종로구 통일로 228-1 (무악동),LG25독립문점,편의점
20200520,폐업,20200604,서울특별시 마포구 연남동 390-32,서울특별시 마포구 동교로38길 27-8 지층 102호 (연남동),순두부청년,편의점
20180629,영업,0,서울특별시 종로구 삼청동 124-2번지 ,서울특별시 종로구 삼청로 127-1 지상1층 (삼청동),주식회사유일코리아(카페유일),편의점
20200424,영업,0,서울특별시 영등포구 문래동6가 57번지,서울특별시 영등포구 선유로9길 30 롯데캐슬상가 1층 103104105호 (문래동6가),세븐일레븐롯데뉴스테이문래점,편의점
20191001,폐업,20200605,서울특별시 중구 신당동 247-2번지 1층,서울특별시 중구 퇴계로 388-1 1층 (신당동),명랑시대쌀핫도그신당역점,편의점
20161025,영업,0,서울특별시 서초구 양재동 250-6번지 1층102호,서울특별시 서초구 언남길 35 1층 102호 (양재동),세븐일레븐 양재근린공원점,편의점
20160930,영업,0,서울특별시 서초구 양재동 242-8번지 1층,서울특별시 서초구 강남대로18길 11 1층 (양재동),미니스톱 양재그린점,편의점
20140922,영업,0,서울특별시 서초구 양재동 138-4번지 101호,서울특별시 서초구 바우뫼로 101 101호 (양재동),이마트24 양재우성점,편의점
20030115,영업,0,서울특별시 서초구 양재동 249-4번지 1층,서울특별시 서초구 마방로 12 1층 (양재동),세븐일레븐(양재7호점),편의점
19951113,영업,0,서울특별시 종로구 평창동 343-1번지 ,서울특별시 종로구 평창11길 17 (평창동),세븐일레븐 평창점,편의점
19950605,영업,0,서울특별시 종로구 낙원동 178-0번지 ,서울특별시 종로구 수표로 110 (낙원동),세븐일레븐탑골공원점,편의점
20191014,영업,0,서울특별시 종로구 신문로1가 116번지 에스타워 ,서울특별시 종로구 새문안로 82 에스타워 지하1층 (신문로1가),미니스톱 서울S타워점,편의점
20180718,영업,0,서울특별시 종로구 운니동 98-5번지 삼환빌딩 ,서울특별시 종로구 율곡로 88 삼환빌딩 지상1층 (운니동),GS25종로운현점,편의점
20070907,영업,0,서울특별시 종로구 평동 85-15번지 (지상1층) ,서울특별시 종로구 경교장길 8 (평동(지상1층)),그라찌에 중앙대학교 평동캠퍼스점,편의점
20180611,영업,0,서울특별시 종로구 동숭동 1-93번지 ,서울특별시 종로구 대학로8길 25 5층 (동숭동),마스터키즈쿠킹,편의점
20180612,영업,0,서울특별시 종로구 종로2가 71-5번지 ,서울특별시 종로구 종로 86-1 1~5층 (종로2가),밀크홀1937 종로점,편의점
20170228,영업,0,서울특별시 종로구 공평동 144번지 104호 ,서울특별시 종로구 삼봉로 94 1층 104호 (공평동),GS25시94빌딩점,편의점
20190920,영업,0,서울특별시 종로구 익선동 57번지 메트로빌딩 ,서울특별시 종로구 삼일대로32길 54 메트로빌딩 1층 (익선동),이마트24종로익선동점,편의점
20191104,영업,0,서울특별시 종로구 도렴동 65번지 센터포인트광화문 ,서울특별시 종로구 새문안로5길 31 센터포인트광화문 103호 (도렴동),지에스(GS)종로도렴점,편의점
20191120,영업,0,서울특별시 종로구 계동 127-2번지 ,서울특별시 종로구 계동길 62 1층 (계동),크렘브(cremeB),편의점
20191212,영업,0,서울특별시 종로구 홍지동 94-2번지 ,서울특별시 종로구 세검정로 230 1층 (홍지동),지에스(gs)25 상명사랑점,편의점
20191114,영업,0,서울특별시 종로구 소격동 150번지 ,서울특별시 종로구 율곡로3길 73-1 1층 (소격동),지에스(GS25)소격동점,편의점
20191029,영업,0,서울특별시 종로구 평동 108-1번지 강북삼성병원 ,서울특별시 종로구 새문안로 29 강북삼성병원 신관지하2층 (평동),(주)비지에프리테일 삼성병원 2호점,편의점
20191224,영업,0,서울특별시 종로구 이화동 10-5번지 ,서울특별시 종로구 율곡로23길 38-5 1층 (이화동),세븐일레븐 이화벽화마을점,편의점
20190503,영업,0,서울특별시 종로구 구기동 56-21번지 ,서울특별시 종로구 진흥로22길 17 1층 (구기동),씨유 상명구기점,편의점
20190718,영업,0,서울특별시 종로구 명륜2가 143-8번지 1층 ,서울특별시 종로구 성균관로 16 (명륜2가),세븐일레븐 종로성대점,편의점
20190924,영업,0,서울특별시 종로구 사간동 66번지 영정빌딩 ,서울특별시 종로구 삼청로 22 영정빌딩 1층 (사간동),세븐일레븐 경복궁점,편의점
20190917,영업,0,서울특별시 종로구 종로6가 12-9번지 대광빌딩 ,서울특별시 종로구 율곡로 271 대광빌딩 1층 (종로6가),씨유(CU) 종로공원점,편의점
20190430,영업,0,서울특별시 종로구 숭인동 103-1번지 ,서울특별시 종로구 종로 351 (숭인동),씨유 동묘역점,편의점
20090609,영업,0,서울특별시 종로구 평동 164번지 ,서울특별시 종로구 새문안로 9 (평동),세븐일레븐(서울적십자병원점),편의점
20190214,영업,0,서울특별시 종로구 숭인동 178-89번지 1층 일부 ,서울특별시 종로구 종로 383 1층 (숭인동),씨유 숭인2동점,편의점
20190130,영업,0,서울특별시 종로구 명륜3가 53-21번지 성균관대학교 경영관 지하3층 ,서울특별시 종로구 성균관로 25-2 성균관대학교 경영관동 지하3층 (명륜3가),CU 성균관대 경영관점,편의점
20190228,영업,0,서울특별시 종로구 도렴동 60번지 도렴빌딩 ,서울특별시 종로구 새문안로5길 37 도렴빌딩 지하1층 32호 (도렴동),마미카롱,편의점
20150429,영업,0,서울특별시 종로구 삼청동 22번지 지상1층 ,서울특별시 종로구 삼청로 132 지상1층 (삼청동),씨유종로 삼청점,편의점
20150430,영업,0,서울특별시 종로구 와룡동 84번지 ,서울특별시 종로구 돈화문로 76 1층 (와룡동),카페 에쏘미오(ESPRESSO MIO),편의점
20140116,영업,0,서울특별시 종로구 동숭동 1-83번지 1층 ,서울특별시 종로구 동숭길 101 지상 1층 (동숭동),써브웨이 대학로점,편의점
20170727,영업,0,서울특별시 종로구 연건동 315번지 ,서울특별시 종로구 율곡로 191-1 (연건동),GS25 종로율곡로점,편의점
20131021,영업,0,서울특별시 종로구 옥인동 102-6번지 ,서울특별시 종로구 옥인길 2 1층 (옥인동),라온,편의점
20170213,영업,0,서울특별시 종로구 청진동 70번지 그랑서울1층102호 ,서울특별시 종로구 종로 33 1층 102호 (청진동 그랑서울),GS25 그랑서울본,편의점
20130206,영업,0,서울특별시 종로구 관수동 4-4번지 ,서울특별시 종로구 종로16길 11 1층 (관수동),씨유 종로2가점,편의점
20131202,영업,0,서울특별시 종로구 청진동 1번지 ,서울특별시 종로구 종로5길 46 1.2층 (청진동),카페이든(Cafe E:den),편의점
20131203,영업,0,서울특별시 종로구 혜화동 9-8번지 1층 ,서울특별시 종로구 혜화로 50-1 1층 (혜화동),착한 커피,편의점
20031113,영업,0,서울특별시 종로구 계동 144-2번지 1층 ,서울특별시 종로구 계동길 15 1층 (계동),쥬씨,편의점
20140821,영업,0,서울특별시 종로구 숭인동 63-1번지 지상1층 ,서울특별시 종로구 지봉로10길 2 지상1층 (숭인동),씨유 종로숭인점,편의점
20101001,영업,0,서울특별시 종로구 돈의동 137번지 (지하2층) ,서울특별시 종로구 돈화문로5가길 1 (돈의동(지하2층)),CGV 피카디리1958,편의점
20130315,영업,0,서울특별시 종로구 신문로1가 58-18번지 ,서울특별시 종로구 경희궁길 4 1층 (신문로1가),(주)비지에프리테일 종로경희궁점,편의점
20140725,영업,0,서울특별시 종로구 화동 100번지 지상2층 ,서울특별시 종로구 북촌로5가길 12 지상2층 (화동),민스 빈,편의점
20170203,영업,0,서울특별시 종로구 명륜4가 113-1번지 1층102호 ,서울특별시 종로구 대학로11길 23 1층 102호 (명륜4가),GS25 명륜스타점,편의점
