인허가일자,상세영업상태명,폐업일자,지번주소,도로명주소,사업장명,업태구분명
20150910,영업,0,서울특별시 관악구 봉천동 10-4,서울특별시 관악구 청림3길 10 1층 (봉천동),토프레소 청림점,편의점
19931101,영업,0,서울특별시 종로구 무악동 47-9번지 ,서울특별시 종로구 통일로 228-1 (무악동),LG25독립문점,편의점
20080311,영업,0,서울특별시 종로구 종로3가 61-68번지 (종로3가역 지하4층) ,0,세븐일레븐(S종로3가역점),편의점
20171017,영업,0,0,서울특별시 종로구 평창문화로 87 1층 (평창동),GS25 평창파크팰리스점,편의점
20160825,영업,0,서울특별시 종로구 관수동 70-1번지 ,서울특별시 종로구 돈화문로 11-1 1층 (관수동),GS25 서울극장점,편의점
20051109,영업,0,서울특별시 종로구 명륜2가 133-1번지 ,서울특별시 종로구 성균관로 23-1 (명륜2가),나눔,편의점
19930828,영업,0,서울특별시 종로구 평동 53-0번지 ,0,태인로손평동점,편의점
20120716,폐업,20200320,서울특별시 종로구 관철동 44번지 1호선 종각역 지하2층 .A-2호 ,0,C cafe 종각점,편의점
20170502,폐업,20200429,서울특별시 종로구 관수동 20-12번지 ,서울특별시 종로구 수표로 96 12호 (관수동),GS25 국일관점,편의점
20080414,영업,0,서울특별시 중구 남대문로5가 217-0번지 (지상1층) ,서울특별시 중구 세종대로2길 11 (남대문로5가(지상1층)),바이더웨이 중구연세점,편의점
20030806,영업,0,서울특별시 중구 을지로1가 89-1번지 (지하철2호선 을지로입구역 202-10호) ,0,바이앤셀,편의점
20071017,영업,0,서울특별시 중구 신당동 294번지 (지하3층)5호선내 ,0,세븐일레븐(S청구역점,편의점
20190612,영업,0,서울특별시 중구 을지로4가 261-4번지 ,서울특별시 중구 을지로 170 1층 124호 (을지로4가),GS25 을지트윈,편의점
20180405,영업,0,서울특별시 중구 만리동2가 10-1번지 서울역한라비발디센트럴 단지내상가 1층 8호 ,서울특별시 중구 만리재로 177 서울역한라비발디센트럴 단지내상가 1층 8호 (만리동2가),CU 서울역한라비발디점,편의점
19930706,영업,0,서울특별시 중구 을지로1가 56-0번지 ,0,컨츄리아이스크림,편의점
19960910,영업,0,서울특별시 중구 명동2가 103-0번지 ,0,(주)해마로파파이스명동,편의점
20160518,영업,0,서울특별시 중구 을지로2가 88-5번지 1층 ,서울특별시 중구 삼일대로 358 1층 (을지로2가),스타벅스 을지로2가점,편의점
19960408,영업,0,서울특별시 중구 남산동1가 4-0번지 ,0,세븐일레븐명동역점,편의점
20181029,영업,0,서울특별시 중구 저동1가 48번지 대신파이낸스센터 3층 ,서울특별시 중구 삼일대로 343 대신파이낸스센터 3층 (저동1가),씨유 대신파이낸스센터점,편의점
20110623,영업,0,서울특별시 중구 을지로2가 0번지 지하상가 374호 ,0,국수랑김밥이랑,편의점
20121204,영업,0,서울특별시 중구 을지로1가 56번지 시청광장 지하도상가 110호 ,서울특별시 중구 을지로 지하 12 (을지로1가 시청광장 지하도상가 110호),달큰커피,편의점
20120803,영업,0,서울특별시 중구 남창동 46번지 지하철4호선 회현역 지하1층 ,0,마노핀회현역(위드미),편의점
19850902,영업,0,서울특별시 중구 만리동2가 52-5번지 ,0,아메리칸미니도너츠,편의점
20071129,영업,0,서울특별시 중구 충무로1가 52-20번지 신세계백화점본점 식품관(지하1층) ,0,모이또피자,편의점
20151203,폐업,20200120,서울특별시 중구 황학동 1245번지 1층 ,서울특별시 중구 마장로 89 (황학동 1층),파워유통 세븐일레븐,편의점
20190722,영업,0,서울특별시 용산구 효창동 13-2번지 용산 롯데캐슬 센터포레 ,서울특별시 용산구 백범로 313 지하3층 112호 (효창동 용산 롯데캐슬 센터포레),지에스(GS)25효창센터포레,편의점
20190130,영업,0,서울특별시 성동구 금호동4가 56-1번지 ,서울특별시 성동구 금호로 40 지하2층 9호 (금호동4가),씨유 금호힐스테이트점,편의점
20131115,영업,0,서울특별시 성동구 행당동 168-200번지 왕십리민자역사 지상1층 ,서울특별시 성동구 왕십리광장로 17 지상1층 (행당동 왕십리민자역사),타코벨 왕십리역사지점,편의점
20180705,영업,0,서울특별시 성동구 행당동 100-2번지 ,서울특별시 성동구 고산자로2길 67 리버자이뷰 1층 1105호 (행당동),이마트24 성동자이점,편의점
