년,정류장명,Y좌표,X좌표,주소,구,행정동
2020,서울국제고등학교,37.58907159,126.99729029999999,서울특별시 종로구 명륜1가 27-59,종로구,혜화동
2020,평화동물병원,37.60498061,126.96520079999999,서울특별시 종로구 평창동 301-1,종로구,평창동
2020,적십자병원후문앞,37.56752954,126.96522730000001,서울특별시 종로구 교남동 4-1,종로구,교남동
2020,서울성곽.성대후문,37.589257700000005,126.9896321,서울특별시 종로구 명륜3가 53-52,종로구,혜화동
2020,빨래터.고희동미술관,37.58310083,126.98897279999998,서울특별시 종로구 원서동 16,종로구,가회동
2020,세검초등학교,37.60425228,126.9614908,서울특별시 종로구 신영동 20-1,종로구,부암동
2020,삼청동주민센터,37.58426383,126.9819072,서울특별시 종로구 삼청동 97-1,종로구,삼청동
2020,통인시장,37.58045307,126.96875039999999,서울특별시 종로구 누하동 4,종로구,청운효자동
2020,양현관,37.58979142,126.9936044,서울특별시 종로구 명륜3가 1-1179,종로구,혜화동
2020,국민생활관,37.58974563,126.99886200000002,서울특별시 종로구 명륜1가 31-2,종로구,혜화동
2020,오거리,37.60706212,126.9622629,서울특별시 종로구 평창동 345-57,종로구,평창동
2020,경희궁자이2.3단지,37.56878711,126.9640686,서울특별시 종로구 교남동 55-3,종로구,교남동
2020,창신쌍용2단지.한성대후문,37.5812648,127.0127581,서울특별시 종로구 창신동 산 3-12,종로구,창신3동
2020,통일부,37.58759481,126.9859477,서울특별시 종로구 삼청동 25-23,종로구,삼청동
2020,원서고개,37.58308055,126.9878088,서울특별시 종로구 원서동 4-13,종로구,가회동
2020,종로5가입구.혜화경찰서,37.57174724,126.99754109999998,서울특별시 종로구 인의동 112-14,종로구,종로1.2.3.4가동
2020,삼청파출소,37.58181366,126.981251,서울특별시 종로구 팔판동 92-4,종로구,삼청동
2020,오거리.한옥마을입구,37.57949632,126.96954109999999,서울특별시 종로구 누하동 37-1,종로구,청운효자동
2020,명륜시장.성대후문,37.58851105,126.99525430000001,서울특별시 종로구 명륜3가 1-112,종로구,혜화동
2020,혜화초등학교,37.58725323,126.9998517,서울특별시 종로구 명륜1가 36-51,종로구,혜화동
2020,청련사입구,37.60798038,126.9624312,서울특별시 종로구 평창동 345-103,종로구,평창동
2020,영천시장,37.57000501,126.9628352,서울특별시 종로구 교북동 126-6,종로구,교남동
2020,명신초.삼선푸르지오.힐스테이트,37.58210621,127.01455630000001,서울특별시 종로구 창신동 7-40,종로구,창신3동
2020,감사원,37.58621065,126.98529009999999,서울특별시 종로구 계동 산 1-17,종로구,가회동
2020,중앙중고,37.58309218,126.9869653,서울특별시 종로구 계동 2-33,종로구,가회동
2020,인왕빌딩,37.60792833,126.9577443,서울특별시 종로구 구기동 120-1,종로구,평창동
2020,종로4가.종묘공원,37.57063281,126.9944624,서울특별시 종로구 종로3가 45-4,종로구,종로1.2.3.4가동
2020,국립민속박물관,37.57925518,126.9795534,서울특별시 종로구 세종로 1-63,종로구,청운효자동
2020,광화문새마을금고,37.57936877,126.9711466,서울특별시 종로구 통인동 137-15,종로구,청운효자동
2020,새마을금고,37.58773706,126.99651809999999,서울특별시 종로구 명륜3가 2-1,종로구,혜화동
2020,혜화우체국,37.58603766,127.00061370000002,서울특별시 종로구 혜화동 110-2,종로구,혜화동
2020,언덕앞,37.60895398,126.9637922,서울특별시 종로구 평창동 572,종로구,평창동
2020,경희궁자이4단지,37.57070222,126.96211480000001,서울특별시 종로구 교북동 126-6,종로구,교남동
2020,종로센트레빌후문.e편한세상보문아파트,37.58177439,127.01618549999999,서울특별시 종로구 숭인동 2-3,종로구,숭인1동
2020,사우디대사관앞.경남빌라,37.58410567,126.9850312,서울특별시 종로구 가회동 1-250,종로구,가회동
2020,안국선원.삼거리,37.58279098,126.9849941,서울특별시 종로구 가회동 1-168,종로구,가회동
2020,구기터널입구,37.60820461,126.95677690000001,서울특별시 종로구 구기동 110-22,종로구,평창동
2020,종로3가.1.3.5호선,37.57107299,126.9921807,서울특별시 종로구 묘동 59-7,종로구,종로1.2.3.4가동
2020,경복궁,37.57695016,126.9793378,서울특별시 종로구 세종로 1-58,종로구,청운효자동
2020,경복궁역,37.57667748,126.97227649999999,서울특별시 종로구 체부동 51,종로구,사직동
2020,소나무집,37.61127707,126.9641105,서울특별시 종로구 평창동 556-2,종로구,평창동
2020,독립문역3번출구,37.57287848,126.9597453,서울특별시 종로구 교북동 1-60,종로구,교남동
2020,청룡사.보문파크뷰자이아파트,37.58001895,127.0170071,서울특별시 종로구 숭인동 23-5,종로구,숭인1동
2020,북촌한옥마을입구.정세권활동터,37.58159973,126.9849422,서울특별시 종로구 가회동 30-7,종로구,가회동
2020,종로1.2.3.4가동주민센터,37.57438371,126.9911314,서울특별시 종로구 와룡동 68,종로구,종로1.2.3.4가동
2020,창덕궁,37.57608925,126.99061999999999,서울특별시 종로구 와룡동 101-1,종로구,종로1.2.3.4가동
2020,아름다운실버,37.61201006,126.96546370000002,서울특별시 종로구 평창동 547-6,종로구,평창동
2020,독립문초등학교,37.57384748,126.9607207,서울특별시 종로구 무악동 46-1732,종로구,교남동
2020,종로센트레빌아파트,37.58035344,127.01569270000002,서울특별시 종로구 숭인동 5-60,종로구,숭인1동
2020,가회동주민센터,37.57993901,126.9848497,서울특별시 종로구 가회동 158-1,종로구,가회동
2020,문방구,37.60626861,126.9579797,서울특별시 종로구 구기동 55-22,종로구,평창동
2020,원남로터리,37.57623737,126.9975115,서울특별시 종로구 원남동 117-1,종로구,종로1.2.3.4가동
2020,보현산신각,37.61348252,126.96577909999999,서울특별시 종로구 평창동 545-1,종로구,평창동
2020,천사유치원,37.57464802,126.9618604,서울특별시 종로구 행촌동 210-203,종로구,교남동
2020,쌍용아파트입구.창신역,37.58051123,127.01496359999999,서울특별시 종로구 창신동 1-92,종로구,창신3동
2020,아름다운가게.정독도서관,37.57889917,126.985022,서울특별시 종로구 재동 38-2,종로구,가회동
2020,산정빌라,37.60515199,126.9574922,서울특별시 종로구 구기동 266,종로구,평창동
2020,이화사거리,37.57646986,127.00201070000001,서울특별시 종로구 연건동 128-8,종로구,이화동
2020,혜원사,37.61431026,126.9676873,서울특별시 종로구 평창동 532,종로구,평창동
2020,무악현대아파트후문,37.57630608,126.962001,서울특별시 종로구 무악동 46-264,종로구,교남동
