인허가일자,상세영업상태명,폐업일자,지번주소,도로명주소,사업장명,업태구분명,X좌표,Y좌표,구,행정동,구 행정동
20020628,영업,0,서울특별시 중구 중림동 500번지 1층 109호110호 ,서울특별시 중구 서소문로 38 (중림동1층 109호110호),썬메리제빵제과,제과제빵,126.966256023293,37.56042729965,중구,중림동,중구 중림동
20041028,영업,0,서울특별시 중구 서소문동 37번지 서울시청별관(지상1층) ,0,네스카페,제과제빵,126.97444061821301,37.5643085958526,중구,소공동,중구 소공동
20020730,영업,0,서울특별시 중구 남창동 52-1번지 (B2층7호) ,서울특별시 중구 남대문시장4길 32 (남창동(B2층7호)),파라피스피자남대문점,제과제빵,126.977045276558,37.5587598923557,중구,회현동,중구 회현동
20180618,폐업,20200421,서울특별시 중구 남대문로5가 19-1번지 1층 ,서울특별시 중구 세종대로 26-1 1층 (남대문로5가),써브웨이 숭례문점,제과제빵,126.97451867141001,37.5587930713964,중구,회현동,중구 회현동
20081201,영업,0,서울특별시 용산구 이촌동 301-160번지 현대(아)상가11동 108호 ,서울특별시 용산구 이촌로 303 (이촌동현대(아)상가11동 108호),(주)한스케익 이촌점,제과제빵,126.980837866169,37.5185919977774,용산구,이촌1동,용산구 이촌1동
19980914,영업,0,서울특별시 용산구 원효로1가 47-14번지 ,서울특별시 용산구 원효로89길 11 (원효로1가),빵공장베이커리,제과제빵,126.96834628244899,37.5405436554525,용산구,원효로1동,용산구 원효로1동
20190916,영업,0,서울특별시 용산구 용문동 23-4번지 최치과의원 ,서울특별시 용산구 새창로 126 1층 (용문동),지에스(GS)25용문시장점,제과제빵,126.960816946814,37.536321382569106,용산구,용문동,용산구 용문동
20170908,영업,0,서울특별시 용산구 용산동5가 24-1번지 파크타워1층 상가12호 ,서울특별시 용산구 서빙고로 69 1층 상가12호 (용산동5가 파크타워),GS25용산파크타워점,제과제빵,126.97281622163,37.523318706972105,용산구,한강로동,용산구 한강로동
20190312,영업,0,서울특별시 용산구 한강로3가 65-157번지 ,서울특별시 용산구 한강대로14길 12 12층 (한강로3가),골드문커피,제과제빵,126.96481834163201,37.52491191021,용산구,한강로동,용산구 한강로동
20101112,영업,0,서울특별시 용산구 한강로2가 15-19번지 (지하1층지상1층) ,서울특별시 용산구 청파로 122 (한강로2가(지하1층지상1층)),파리바게뜨(하나로마트점),제과제빵,126.964729720235,37.533172086613604,용산구,한강로동,용산구 한강로동
20120322,영업,0,서울특별시 용산구 한남동 707-18번지 외1필지(지상1층) ,서울특별시 용산구 한남대로 72 (한남동 707-18외1필지 지상1층),이디야IBK고객센터,제과제빵,127.007012576266,37.5350756442577,용산구,한남동,용산구 한남동
20120330,영업,0,서울특별시 용산구 용문동 32-59번지 지상1층 101호 ,서울특별시 용산구 새창로 92 (용문동 32-59 지상1층 101호),예감,제과제빵,126.95910850700399,37.5389394706595,용산구,용문동,용산구 용문동
20100325,영업,0,서울특별시 용산구 한강로3가 40-999번지 이마트 지하2층 ,서울특별시 용산구 한강대로23길 55 지하2층 (한강로3가 이마트),버거킹용산이마트점,제과제빵,126.964300393659,37.529768064923395,용산구,한강로동,용산구 한강로동
20101206,영업,0,서울특별시 용산구 이촌동 301-27번지 (지상1층) 103호 ,서울특별시 용산구 이촌로65가길 78 (이촌동(지상1층) 103호),카모메 동부이촌점,제과제빵,126.97523295429899,37.5207796721847,용산구,이촌1동,용산구 이촌1동
20170623,영업,0,서울특별시 용산구 원효로1가 39-6번지 ,서울특별시 용산구 원효로 255 1층 (원효로1가),GS25원효로점,제과제빵,126.968928951388,37.5404102820143,용산구,원효로1동,용산구 원효로1동
20120718,영업,0,서울특별시 용산구 후암동 445-8번지 (지상1층)제1호 ,서울특별시 용산구 소월로2길 29 (후암동 445-8 제1호 지상1층),소월길커피,제과제빵,126.97670115629101,37.5538572272855,용산구,후암동,용산구 후암동
