년,호선,역명,주소,Y좌표,X좌표,구,행정동
2020,7,상봉,서울특별시 중랑구 망우로 지하297,37.59559470000001,127.0769672,중랑구,중화2동
2020,7,면목,서울특별시 중랑구 면목로 지하407,37.5883849,127.0875678,중랑구,면목본동
2020,7,사가정,서울특별시 중랑구 사가정로 지하393,37.58079455,127.08843909999999,중랑구,면목제3.8동
2020,7,용마산,서울특별시 중랑구 용마산로 지하227,37.57403021,127.0870381,중랑구,면목4동
2020,7,중곡,서울특별시 광진구 능동로 지하417,37.56552588,127.08407240000001,광진구,중곡3동
2020,7,어린이대공원,서울특별시 광진구 능동로 지하210,37.5478712,127.07454990000001,광진구,군자동
2020,7,건대입구,서울특별시 광진구 능동로 지하110,37.54084161,127.07104640000001,광진구,화양동
2020,7,뚝섬유원지,서울특별시 광진구 능동로 10,37.53158626,127.06671770000001,광진구,자양4동
2020,7,청담,서울특별시 강남구 학동로 지하508,37.51944066,127.0536445,강남구,청담동
2020,7,강남구청,서울특별시 강남구 학동로 지하346,37.51718924,127.0413014,강남구,삼성2동
2020,7,학동,서울특별시 강남구 학동로 지하180,37.51420643,127.0314638,강남구,논현2동
2020,7,논현,서울특별시 강남구 학동로 지하102,37.51119883,127.02165790000001,강남구,논현1동
2020,7,반포,서울특별시 서초구 신반포로 지하241,37.50812639,127.01149699999999,서초구,반포1동
2020,7,고속터미널,서울특별시 서초구 신반포로 지하188,37.50464718,127.00444209999999,서초구,반포4동
2020,7,내방,서울특별시 서초구 서초대로 지하103,37.48753353,126.9931903,서초구,방배1동
2020,7,총신대입구(이수),서울특별시 동작구 사당로 지하310,37.48501514,126.9810218,동작구,사당2동
2020,7,남성,서울특별시 동작구 사당로 지하218,37.48444339,126.9717061,동작구,사당4동
2020,7,숭실대입구,서울특별시 동작구 상도로 지하378,37.49581433,126.9540602,동작구,상도1동
2020,7,상도,서울특별시 동작구 상도로 지하272,37.50320805,126.9477004,동작구,상도1동
2020,7,장승배기,서울특별시 동작구 상도로 지하188,37.5046658,126.93874440000002,동작구,상도2동
2020,7,신대방삼거리,서울특별시 동작구 상도로 지하76,37.49972183,126.928223,동작구,대방동
