XÁÂÇ¥,YÁÂÇ¥,ÀÚÄ¡±¸,¹øÂ°,1ÀÎ °¡±¸ Á¡¼ö,2ÀÎ °¡±¸ Á¡¼ö,4ÀÎ °¡±¸ Á¡¼ö
127.01508681388,37.6492883447086,µµºÀ±¸,3283,177.5,179.5,102
127.014766680744,37.649573624822395,µµºÀ±¸,3283,177.5,179.5,102
127.01470407274799,37.6495672616544,µµºÀ±¸,3283,177.5,179.5,102
127.01467641787599,37.649596204408,µµºÀ±¸,3283,177.5,179.5,102
127.01461237621099,37.6497478728476,µµºÀ±¸,3283,177.5,179.5,102
127.014537892399,37.6498058319088,µµºÀ±¸,3283,177.5,179.5,102
127.014301598808,37.6502860413752,µµºÀ±¸,3283,177.5,179.5,102
127.014298892426,37.650297889520004,µµºÀ±¸,3283,177.5,179.5,102
127.014231137693,37.6502806972443,µµºÀ±¸,3283,177.5,179.5,102
127.01416163794201,37.6502630635375,µµºÀ±¸,3283,177.5,179.5,102
127.014143439074,37.6502584434765,µµºÀ±¸,3283,177.5,179.5,102
127.014133210256,37.650280923868706,µµºÀ±¸,3283,177.5,179.5,102
127.01401301262301,37.650261683141295,µµºÀ±¸,3283,177.5,179.5,102
127.013995662437,37.6502532064355,µµºÀ±¸,3283,177.5,179.5,102
127.013965575942,37.6503151610367,µµºÀ±¸,3283,177.5,179.5,102
127.013964513606,37.6503317662881,µµºÀ±¸,3283,177.5,179.5,102
127.01395265154,37.6503444441074,µµºÀ±¸,3283,177.5,179.5,102
127.01389103201099,37.65035486591521,µµºÀ±¸,3283,177.5,179.5,102
127.013862002062,37.6503658517955,µµºÀ±¸,3283,177.5,179.5,102
127.01381259952,37.65038528204001,µµºÀ±¸,3283,177.5,179.5,102
127.01378693584299,37.650401331139605,µµºÀ±¸,3283,177.5,179.5,102
127.01372213857401,37.650452017737,µµºÀ±¸,3283,177.5,179.5,102
127.013699480665,37.6504849597993,µµºÀ±¸,3283,177.5,179.5,102
127.01367788412901,37.6504950980022,µµºÀ±¸,3283,177.5,179.5,102
127.01333632719101,37.650433469433395,µµºÀ±¸,3283,177.5,179.5,102
127.013140513593,37.6504883948317,µµºÀ±¸,3208,67.0,67.0,36
127.01290506997499,37.6507468895568,µµºÀ±¸,3208,67.0,67.0,36
127.012899576805,37.6507634946749,µµºÀ±¸,3208,67.0,67.0,36
127.012901710855,37.6507885600009,µµºÀ±¸,3208,67.0,67.0,36
127.012902415013,37.6507981283991,µµºÀ±¸,3208,67.0,67.0,36
127.012902064695,37.6508048857496,µµºÀ±¸,3208,67.0,67.0,36
127.01287145676599,37.6509473598567,µµºÀ±¸,3208,67.0,67.0,36
127.01271271125799,37.6514789505676,µµºÀ±¸,3208,67.0,67.0,36
127.012633240121,37.6516239610153,µµºÀ±¸,3208,67.0,67.0,36
127.012512691709,37.6518506217372,µµºÀ±¸,3208,67.0,67.0,36
127.01250313162599,37.6518773631858,µµºÀ±¸,3208,67.0,67.0,36
127.01244492702,37.6521594914535,µµºÀ±¸,3209,13.0,13.0,8
127.012444046644,37.6521837002984,µµºÀ±¸,3209,13.0,13.0,8
127.012515260146,37.6524396341379,µµºÀ±¸,3209,13.0,13.0,8
127.012565787673,37.6528875852642,µµºÀ±¸,3209,13.0,13.0,8
127.01257020938499,37.652906163065204,µµºÀ±¸,3209,13.0,13.0,8
127.012641071015,37.653072268765996,µµºÀ±¸,3209,13.0,13.0,8
127.012647624539,37.653096207451,µµºÀ±¸,3209,13.0,13.0,8
127.01265629826,37.653126614546,µµºÀ±¸,3209,13.0,13.0,8
