XÁÂÇ¥,YÁÂÇ¥,ÀÚÄ¡±¸,¹øÂ°,1ÀÎ °¡±¸ Á¡¼ö,2ÀÎ °¡±¸ Á¡¼ö,4ÀÎ °¡±¸ Á¡¼ö
127.090492910554,37.5696978042439,Áß¶û±¸,4238,0.0,0.0,0
127.088395909068,37.5701815475495,Áß¶û±¸,4164,35.0,35.0,27
127.088281556821,37.5705400625654,Áß¶û±¸,4164,35.0,35.0,27
127.088177070355,37.5708464480743,Áß¶û±¸,4164,35.0,35.0,27
127.086170558023,37.570831722058394,Áß¶û±¸,4164,35.0,35.0,27
127.08573424425501,37.570920835845,Áß¶û±¸,4164,35.0,35.0,27
127.08571938546,37.570924225146605,Áß¶û±¸,4164,35.0,35.0,27
127.084564153353,37.57114775851171,Áß¶û±¸,4164,35.0,35.0,27
127.084363802885,37.571184497383705,Áß¶û±¸,4164,35.0,35.0,27
127.084343465592,37.5711881696623,Áß¶û±¸,4164,35.0,35.0,27
127.08430067485901,37.571196083314796,Áß¶û±¸,4164,35.0,35.0,27
127.084292005909,37.5711977832496,Áß¶û±¸,4164,35.0,35.0,27
127.084097143945,37.5712333915863,Áß¶û±¸,4164,35.0,35.0,27
127.084095729301,37.5712336718819,Áß¶û±¸,4164,35.0,35.0,27
127.08409413355301,37.571233961314,Áß¶û±¸,4164,35.0,35.0,27
127.08408388015499,37.5712359416478,Áß¶û±¸,4164,35.0,35.0,27
127.08407697643,37.57123707271,Áß¶û±¸,4164,35.0,35.0,27
127.084011731854,37.57124893927279,Áß¶û±¸,4164,35.0,35.0,27
127.08397759869601,37.571255152902005,Áß¶û±¸,4089,134.0,134.0,76
127.083925437104,37.5712647668197,Áß¶û±¸,4089,134.0,134.0,76
127.08382994132401,37.5712822945753,Áß¶û±¸,4089,134.0,134.0,76
127.083740647409,37.5712986826902,Áß¶û±¸,4089,134.0,134.0,76
127.083650278406,37.5713153598016,Áß¶û±¸,4089,134.0,134.0,76
127.083593340763,37.5713258148133,Áß¶û±¸,4089,134.0,134.0,76
127.083472742187,37.57134729704371,Áß¶û±¸,4089,134.0,134.0,76
127.08340324031602,37.5713583283068,Áß¶û±¸,4089,134.0,134.0,76
127.083375828775,37.571362572947,Áß¶û±¸,4089,134.0,134.0,76
127.083353023703,37.5713662467658,Áß¶û±¸,4089,134.0,134.0,76
127.083344886113,37.5713673786405,Áß¶û±¸,4089,134.0,134.0,76
127.08333709943199,37.5713685102714,Áß¶û±¸,4089,134.0,134.0,76
127.083332504585,37.5713693603839,Áß¶û±¸,4089,134.0,134.0,76
127.083328611239,37.5713699216941,Áß¶û±¸,4089,134.0,134.0,76
127.08331977121999,37.5713704954415,Áß¶û±¸,4089,134.0,134.0,76
127.083317292524,37.571370776465,Áß¶û±¸,4089,134.0,134.0,76
127.083313761102,37.5713710582177,Áß¶û±¸,4089,134.0,134.0,76
127.08330686806102,37.571371630615296,Áß¶û±¸,4089,134.0,134.0,76
127.083298017018,37.5713724746649,Áß¶û±¸,4089,134.0,134.0,76
127.083292720046,37.571373045956,Áß¶û±¸,4089,134.0,134.0,76
127.083285113858,37.5713736098364,Áß¶û±¸,4089,134.0,134.0,76
127.083277677474,37.5713741826085,Áß¶û±¸,4089,134.0,134.0,76
127.083276093029,37.5713744630118,Áß¶û±¸,4089,134.0,134.0,76
127.083273614333,37.5713747440344,Áß¶û±¸,4089,134.0,134.0,76
127.083272029583,37.5713747451318,Áß¶û±¸,4089,134.0,134.0,76
127.083270252705,37.571375025668395,Áß¶û±¸,4089,134.0,134.0,76
127.08326742310899,37.571375315943705,Áß¶û±¸,4089,134.0,134.0,76
127.08326565724501,37.57137531716629,Áß¶û±¸,4089,134.0,134.0,76
127.083262295922,37.571375878106,Áß¶û±¸,4089,134.0,134.0,76
127.08325981691999,37.5713758798223,Áß¶û±¸,4089,134.0,134.0,76
127.08325327478799,37.5713764519738,Áß¶û±¸,4089,134.0,134.0,76
127.083183779249,37.5713829691555,Áß¶û±¸,4089,134.0,134.0,76
127.083165556778,37.5713849549214,Áß¶û±¸,4089,134.0,134.0,76
127.08314291964399,37.5713869437368,Áß¶û±¸,4089,134.0,134.0,76
127.08312983536501,37.5713880790165,Áß¶û±¸,4089,134.0,134.0,76
127.08309075262501,37.5713917640354,Áß¶û±¸,4089,134.0,134.0,76
127.08303203214199,37.57139715645809,Áß¶û±¸,4089,134.0,134.0,76
127.08294572843,37.5714050996537,Áß¶û±¸,4089,134.0,134.0,76
127.082756676564,37.571423817262996,Áß¶û±¸,4089,134.0,134.0,76
127.08269938291402,37.571429767150605,Áß¶û±¸,4089,134.0,134.0,76
127.082668427033,37.571432887829204,Áß¶û±¸,4089,134.0,134.0,76
127.08266259801901,37.5714334504478,Áß¶û±¸,4089,134.0,134.0,76
127.082659768409,37.571433731698704,Áß¶û±¸,4089,134.0,134.0,76
127.08265728971901,37.57143402171821,Áß¶û±¸,4089,134.0,134.0,76
127.082655161927,37.5714343024867,Áß¶û±¸,4089,134.0,134.0,76
127.082653577176,37.5714343035757,Áß¶û±¸,4089,134.0,134.0,76
127.082651460704,37.571434584336295,Áß¶û±¸,4089,134.0,134.0,76
127.08263447173599,37.5714362808566,Áß¶û±¸,4089,134.0,134.0,76
127.082523596639,37.57144762833621,Áß¶û±¸,4089,134.0,134.0,76
127.082095611791,37.5714898711881,Áß¶û±¸,4089,134.0,134.0,76
127.08192831345501,37.5715063111435,Áß¶û±¸,4089,134.0,134.0,76
127.081620587048,37.57153692865671,Áß¶û±¸,4089,134.0,134.0,76
127.081566122539,37.5715423174625,Áß¶û±¸,4089,134.0,134.0,76
127.08148653106599,37.5715502550403,Áß¶û±¸,4089,134.0,134.0,76
127.08131463698,37.5715669855549,Áß¶û±¸,4089,134.0,134.0,76
127.08098268745701,37.5715990233152,Áß¶û±¸,4089,134.0,134.0,76
127.080653938734,37.571650203982,Áß¶û±¸,4089,134.0,134.0,76
127.080646321183,37.57164007297779,Áß¶û±¸,4089,134.0,134.0,76
127.080221524541,37.5716806220521,Áß¶û±¸,4089,134.0,134.0,76
127.08015078358999,37.5716874265946,Áß¶û±¸,4089,134.0,134.0,76
127.08007862913999,37.5716956375758,Áß¶û±¸,4089,134.0,134.0,76
127.08002556715599,37.5717001778094,Áß¶û±¸,4089,134.0,134.0,76
127.07998065387,37.5717033070634,Áß¶û±¸,4089,134.0,134.0,76
127.07956840858299,37.5717424399051,Áß¶û±¸,4089,134.0,134.0,76
127.078225575193,37.571886631073106,Áß¶û±¸,4089,134.0,134.0,76
127.07822327728901,37.571886632566,Áß¶û±¸,4089,134.0,134.0,76
127.078154511514,37.57192131118279,Áß¶û±¸,4089,134.0,134.0,76
127.078144961985,37.5719255340027,Áß¶û±¸,4089,134.0,134.0,76
127.077230836383,37.572920309340795,Áß¶û±¸,4014,180.0,180.5,98
127.07722995543,37.5729222830681,Áß¶û±¸,4014,180.0,180.5,98
127.077225421747,37.5735093332731,Áß¶û±¸,4014,180.0,180.5,98
127.07722191727699,37.5735363651385,Áß¶û±¸,4014,180.0,180.5,98
127.077219099328,37.5735594502392,Áß¶û±¸,4014,180.0,180.5,98
127.077206476266,37.5736588552468,Áß¶û±¸,4014,180.0,180.5,98
127.07719313409599,37.57376360356661,Áß¶û±¸,4014,180.0,180.5,98
127.077187338259,37.5738083683271,Áß¶û±¸,4014,180.0,180.5,98
127.077180679051,37.57386131460429,Áß¶û±¸,4014,180.0,180.5,98
127.077180153272,37.5738675047235,Áß¶û±¸,4014,180.0,180.5,98
127.07716995835699,37.5739390316216,Áß¶û±¸,4014,180.0,180.5,98
127.07715223849199,37.574069397802795,Áß¶û±¸,4015,90.0,91.0,58
127.07714678812701,37.574108819483705,Áß¶û±¸,4015,90.0,91.0,58
127.077145911431,37.574115018837105,Áß¶û±¸,4015,90.0,91.0,58
127.077145214999,37.5741203711471,Áß¶û±¸,4015,90.0,91.0,58
127.077144507811,37.574126282076,Áß¶û±¸,4015,90.0,91.0,58
127.077138541835,37.5741707676343,Áß¶û±¸,4015,90.0,91.0,58
127.07712818386999,37.5742490520334,Áß¶û±¸,4015,90.0,91.0,58
127.077125903254,37.574266226309206,Áß¶û±¸,4015,90.0,91.0,58
127.0771229146,37.574288473596,Áß¶û±¸,4015,90.0,91.0,58
127.077110625473,37.574382517493795,Áß¶û±¸,4015,90.0,91.0,58
127.07710992875401,37.5743875904975,Áß¶û±¸,4015,90.0,91.0,58
127.077109400124,37.5743909695377,Áß¶û±¸,4015,90.0,91.0,58
127.077108872633,37.5743954748111,Áß¶û±¸,4015,90.0,91.0,58
127.077107647848,37.5744044854667,Áß¶û±¸,4015,90.0,91.0,58
127.077106940373,37.57441011708929,Áß¶û±¸,4015,90.0,91.0,58
127.07710396331,37.5744326436737,Áß¶û±¸,4015,90.0,91.0,58
127.07709061658998,37.5745331663415,Áß¶û±¸,4015,90.0,91.0,58
127.077007771561,37.57516813592029,Áß¶û±¸,4015,90.0,91.0,58
127.076772037678,37.5769666021763,Áß¶û±¸,4015,90.0,91.0,58
127.07669636140801,37.5775308933122,Áß¶û±¸,4015,90.0,91.0,58
