등 종류,관리번호,새주소,설치일자,GPS 경도,GPS 위도,데이터기준일자
가로등,한강진길1-000,,2016-07-05,127.006976,37.528902,2020-04-10
가로등,다산로1-001,한남대로40길 85,2016-01-15,127.002693,37.545558,2020-04-10
가로등,백범로1-001,청파로 195,2016-01-18,126.970477,37.536882,2020-04-10
가로등,두텁바윗길1-001,소월로2다길 23,2016-01-18,126.978694,37.553865,2020-04-10
가로등,용호로1-1,이촌로 1,2016-01-18,126.955254,37.531597,2020-04-10
가로등,원효로1-001,원효로 273-1,2016-01-15,126.970355,37.541476,2020-04-10
가로등,장충단로1-001,동호로17길 252-8,2016-01-15,127.005035,37.547769,2020-04-10
가로등,등기소주변길1-001,,2016-01-18,126.968024,37.53729,2020-04-10
가로등,y독서당길1-001,한남대로 48,2016-01-15,127.008116,37.533544,2020-04-10
가로등,후암동길1-001,두텁바위로 4-1,2016-01-18,126.972587,37.545099,2020-04-10
가로등,효창원길1,청파로47길 1,2016-01-15,126.963571,37.545144,2020-04-10
가로등,회나무길1-1,,2016-01-14,126.98744,37.53839,2020-04-10
가로등,이태원로1-001,,2016-01-19,127.001753,37.54167,2020-04-10
가로등,전자상가진입로1-1,,2016-01-14,126.967951,37.529903,2020-04-10
가로등,소월길1-001,한남대로46길 52,2016-01-18,127.002149,37.545067,2020-04-10
가로등,대건로길1-001,이촌로34길 29,2016-01-15,126.959985,37.522719,2020-04-10
가로등,남계천길1-001,한남대로21길 8,2016-01-19,127.00626,37.534572,2020-04-10
가로등,만리재로1-001,만리재로 136,2016-01-18,126.962567,37.551484,2020-04-10
가로등,서빙고로1-1,,2016-01-19,127.002058,37.524785,2020-04-10
가로등,Y새창길1-001,효창원로 105,2016-01-18,126.960296,37.53778,2020-04-10
가로등,대사관길1-001,대사관로 77,2016-01-19,127.006709,37.533268,2020-04-10
가로등,Y한강진길1-001,독서당로3길 3,2016-01-19,127.00712,37.52904,2020-04-10
가로등,장문로1-001,장문로 12,2016-01-19,126.991853,37.529098,2020-04-10
가로등,온누리교회길1-1,이촌로 343-20,2016-01-14,126.983686,37.518985,2020-04-10
가로등,한남로1-001,,2016-01-15,127.010284,37.530362,2020-04-10
가로등,신창길1-001,효창원로 101-3,2016-01-18,126.960071,37.537464,2020-04-10
가로등,우사단로1-001,우사단로 47,2016-01-19,126.99557,37.534373,2020-04-10
가로등,두무개길1-001,독서당로14길 73-6,2016-01-15,127.009762,37.529957,2020-04-10
가로등,y임정길1-001,,2016-01-18,126.961468,37.546759,2020-04-10
가로등,이촌로1-1,,2016-01-15,126.981554,37.517962,2020-04-10
가로등,녹사평대로1-001,,2016-01-19,126.99436,37.520314,2020-04-10
가로등,만리시장길1-001,임정로 111,2016-01-18,126.963391,37.546842,2020-04-10
가로등,Y보광로1-001,보광로 98,2016-01-19,126.995208,37.531565,2020-04-10
가로등,경찰주변길1-001,원효로89길 37,2016-01-18,126.967069,37.540915,2020-04-10
가로등,버스전용1-1,,2016-01-14,126.962521,37.523473,2020-04-10
가로등,Y한강로1-1,한강대로14가길 58-22,2016-01-14,126.962114,37.522472,2020-04-10
가로등,후암동길1-002,,2016-01-18,126.972819,37.545133,2020-04-10
가로등,두무개길1-002,,2016-01-15,127.009612,37.52989,2020-04-10
가로등,버스전용1-2,한강대로 29,2016-01-14,126.962652,37.523613,2020-04-10
가로등,원효로1-002,원효로 271,2016-01-15,126.970203,37.541348,2020-04-10
가로등,독서당길1-002,,2016-01-15,127.008367,37.533663,2020-04-10
가로등,이태원로1-002,이태원로 285,2016-01-19,127.00177,37.541474,2020-04-10
가로등,효창원길1-2,청파로47길 8,2016-01-15,126.963795,37.545075,2020-04-10
가로등,용호로1-002,,2016-01-18,126.955582,37.531795,2020-04-10
가로등,장충단로1-002,동호로17길 252-8,2016-01-15,127.004696,37.547742,2020-04-10
가로등,청파로1-2,청파로 393,2016-01-14,126.968897,37.554922,2020-04-10
가로등,한강진길1-002,독서당로3길 3,2016-01-19,127.007042,37.529186,2020-04-10
가로등,남계천길1-002,,2016-01-19,127.006293,37.534427,2020-04-10
가로등,회나무길1-2,,2016-01-14,126.987796,37.5385,2020-04-10
가로등,이촌로1-2,이촌로 303,2016-01-15,126.981319,37.517974,2020-04-10
가로등,백범로1-002,백범로90길 62,2016-01-18,126.970258,37.536951,2020-04-10
가로등,서빙고로01-2,,2016-01-19,127.001934,37.524578,2020-04-10
가로등,경찰주변길1-002,원효로89길 31,2016-01-18,126.96736,37.540907,2020-04-10
가로등,대사관길1-002,,2016-01-19,127.006299,37.533299,2020-04-10
가로등,전자상가진입로1-2,새창로 217,2016-01-14,126.967782,37.530008,2020-04-10
가로등,장문로1-002,,2016-01-19,126.992043,37.528931,2020-04-10
가로등,다산로1-002,,2016-01-15,127.002744,37.545786,2020-04-10
가로등,소월길1-002,소월로 377,2016-01-18,127.002087,37.544738,2020-04-10
가로등,두텁바윗길1-002,두텁바위로 179,2016-01-18,126.978625,37.553593,2020-04-10
가로등,우사단로1-002,,2016-01-19,126.995585,37.534186,2020-04-10
가로등,온누리교회길1-2,,2016-01-14,126.983872,37.519038,2020-04-10
가로등,만리시장길1-002,효창원로 223,2016-01-18,126.963384,37.547129,2020-04-10
가로등,Y한강로1-2,한강대로14가길 58-22,2016-01-14,126.962247,37.522675,2020-04-10
가로등,신창길1-002,효창원로 97,2016-01-18,126.959765,37.537363,2020-04-10
가로등,만리재로1-002,만리재로 138,2016-01-18,126.962731,37.551613,2020-04-10
가로등,새창길1-002,,2016-01-18,126.96012,37.538047,2020-04-10
가로등,대건로길1-002,,2016-01-15,126.959682,37.522733,2020-04-10
가로등,한남로1-002,한남대로 12,2016-01-15,127.010091,37.530614,2020-04-10
가로등,녹사평대로1-002,서빙고로65길 10,2016-01-19,126.994211,37.520417,2020-04-10
가로등,임정길1-002,효창원로 177-18,2016-01-18,126.961717,37.546765,2020-04-10
가로등,등기소주변길1-002,백범로90길 8,2016-01-18,126.967949,37.537147,2020-04-10
가로등,보광로1-002,,2016-01-19,126.995016,37.531849,2020-04-10
가로등,한남로1-003,한남대로8길 6-3,2016-01-15,127.009922,37.53083,2020-04-10
가로등,서빙고로01-003,,2016-01-19,127.001798,37.524371,2020-04-10
가로등,소월길1-003,소월로 377,2016-01-18,127.002019,37.544508,2020-04-10
가로등,녹사평대로1-003,서빙고로65길 10,2016-01-19,126.994191,37.520595,2020-04-10
가로등,만리재로1-003,만리재로 140,2016-01-18,126.962887,37.551723,2020-04-10
가로등,용호로1-3,청파로 40,2016-01-18,126.955955,37.531949,2020-04-10
가로등,독서당길1-003,,2016-01-15,127.00866,37.533799,2020-04-10
가로등,후암동길1-003,,2016-01-18,126.973055,37.545167,2020-04-10
가로등,청파로1-3,,2016-01-14,126.968911,37.554577,2020-04-10
가로등,두무개길1-003,독서당로14길 84,2016-01-15,127.009393,37.52981,2020-04-10
가로등,장충단길1-003,,2016-01-15,127.004322,37.547697,2020-04-10
가로등,대사관길1-003,대사관로 73,2016-01-19,127.006087,37.533316,2020-04-10
가로등,효창원길1-3,청파로47길 14,2016-01-15,126.964055,37.545124,2020-04-10
가로등,장문로1-003,,2016-01-19,126.992312,37.52868,2020-04-10
가로등,한강로1-3,한강대로14가길 58-22,2016-01-14,126.962324,37.522799,2020-04-10
가로등,남계천길1-003,한남대로21길 18,2016-01-19,127.006265,37.534047,2020-04-10
가로등,전자상가진입로1-3,,2016-01-14,126.967648,37.530076,2020-04-10
가로등,이태원로1-003,이태원로 285,2016-01-19,127.001759,37.541246,2020-04-10
가로등,등기소주변길1-003,,2016-01-18,126.967919,37.537045,2020-04-10
가로등,우사단로1-003,,2016-01-19,126.995587,37.533861,2020-04-10
가로등,다산로1-003,한남대로 204,2016-01-15,127.002786,37.546003,2020-04-10
가로등,신창길1-003,효창원로 95,2016-01-18,126.959517,37.537249,2020-04-10
가로등,버스전용1-3,한강대로 29,2016-01-14,126.962781,37.523756,2020-04-10
가로등,백범로1-003,백범로90길 66,2016-01-18,126.970049,37.537013,2020-04-10
가로등,원효로1-003,원효로 267-1,2016-01-15,126.969963,37.541164,2020-04-10
가로등,새창길1-003,새창로 101,2016-01-18,126.959964,37.538288,2020-04-10
가로등,이촌로1-3,이촌로 303,2016-01-15,126.981042,37.518002,2020-04-10
가로등,임정길1-003,효창원로 177-18,2016-01-18,126.961958,37.546739,2020-04-10
가로등,회나무길1-3,회나무로 11,2016-01-14,126.988153,37.538626,2020-04-10
가로등,보광로1-003,,2016-01-19,126.994888,37.532108,2020-04-10
가로등,만리시장길1-003,효창원로 223,2016-01-18,126.963386,37.5475,2020-04-10
가로등,두텁바윗길1-003,두텁바위로 177,2016-01-18,126.978613,37.553336,2020-04-10
가로등,대건로길1-003,이촌로34길 29,2016-01-15,126.959261,37.522773,2020-04-10
가로등,온누리교회길1-3,,2016-01-14,126.98409,37.519045,2020-04-10
가로등,경찰주변길1-003,,2016-01-18,126.967583,37.540891,2020-04-10
가로등,한강진길1-003,,2016-01-19,127.007064,37.529412,2020-04-10
가로등,녹사평대로1-004,,2016-01-19,126.994148,37.52082,2020-04-10
가로등,y새창길1-004,효창원로55길 20,2016-01-18,126.959733,37.538626,2020-04-10
가로등,용호로1-004,,2016-01-18,126.956294,37.532102,2020-04-10
가로등,버스전용1-004,한강대로 31,2016-01-14,126.963048,37.524075,2020-04-10
가로등,한남로1-004,한남대로10길 6,2016-01-15,127.009735,37.531123,2020-04-10
가로등,이촌로1-4,,2016-01-15,126.980862,37.518018,2020-04-10
가로등,장충단길1-004,다산로 8-12,2016-01-15,127.003745,37.547499,2020-04-10
가로등,한강로1-4,,2016-01-14,126.962397,37.522939,2020-04-10
가로등,회나무길1-4,회나무로 15,2016-01-14,126.988498,37.538768,2020-04-10
가로등,임정길1-004,효창원로 177-18,2016-01-18,126.962162,37.546718,2020-04-10
가로등,독서당길1-004,독서당로 74,2016-01-15,127.008921,37.533935,2020-04-10
가로등,전자상가진입로1-4,새창로 217,2016-01-14,126.96749,37.530216,2020-04-10
가로등,다산로1-004,한남대로 204,2016-01-15,127.002822,37.54622,2020-04-10
가로등,효창원길1-004,청파로47길 19-1,2016-01-15,126.964358,37.545169,2020-04-10
가로등,두무개길1-004,독서당로14길 84,2016-01-15,127.009178,37.529722,2020-04-10
가로등,후암동길1-004,두텁바위로 10-1,2016-01-18,126.973258,37.545198,2020-04-10
가로등,만리재로1-004,만리재로 142,2016-01-18,126.963153,37.551923,2020-04-10
가로등,등기소주변길1-004,,2016-01-18,126.968003,37.536916,2020-04-10
가로등,소월길1-004,소월로 377,2016-01-18,127.001957,37.544235,2020-04-10
가로등,원효로1-004,,2016-01-15,126.969772,37.540997,2020-04-10
가로등,남계천길1-004,한남대로21길 32,2016-01-19,127.006278,37.533712,2020-04-10
가로등,대건로길1-004,,2016-01-15,126.958862,37.522825,2020-04-10
가로등,서빙고로01-004,서빙고로91길 10,2016-01-19,127.001696,37.524172,2020-04-10
가로등,신창길1-004,효창원로 93-1,2016-01-18,126.959269,37.537152,2020-04-10
가로등,한강진길1-004,독서당로 11,2016-01-19,127.007064,37.52966,2020-04-10
가로등,온누리교회길1-4,이촌로 347-11,2016-01-14,126.984396,37.519037,2020-04-10
가로등,장문로1-004,장문로 18,2016-01-19,126.992531,37.528456,2020-04-10
가로등,청파로1-4,청파로 387,2016-01-14,126.968923,37.55428,2020-04-10
가로등,이태원로1-004,이태원로 287,2016-01-19,127.001722,37.541026,2020-04-10
가로등,우사단로1-004,우사단로 39,2016-01-19,126.995561,37.533637,2020-04-10
가로등,만리시장길1-004,,2016-01-18,126.963482,37.547741,2020-04-10
가로등,대사관길1-004,대사관로 69,2016-01-19,127.005892,37.533333,2020-04-10
가로등,경찰주변길1-004,원효로89길 24,2016-01-18,126.967821,37.540877,2020-04-10
가로등,백범로1-004,백범로90길 70,2016-01-18,126.96983,37.53708,2020-04-10
가로등,두텁바윗길1-004,두텁바위로 173,2016-01-18,126.978775,37.553061,2020-04-10
가로등,보광로1-004,보광로 110,2016-01-19,126.994809,37.532326,2020-04-10
가로등,두텁바윗길1-005,두텁바위로 173,2016-01-18,126.978961,37.552856,2020-04-10
가로등,서빙고로01-005,보광로5길 40,2016-01-19,127.001561,37.523992,2020-04-10
가로등,버스전용1-005,,2016-01-14,126.963203,37.524235,2020-04-10
가로등,녹사평대로1-005,서빙고로65길 20,2016-01-19,126.994097,37.521055,2020-04-10
가로등,한남로1-005,,2016-01-15,127.009577,37.531342,2020-04-10
가로등,용호로1-005,청파로 48,2016-01-18,126.956639,37.532217,2020-04-10
가로등,후암동길1-005,,2016-01-18,126.973618,37.545234,2020-04-10
가로등,원효로1-005,원효로 261,2016-01-18,126.969498,37.540758,2020-04-10
가로등,온누리교회길1-5,이촌로 347-11,2016-01-14,126.984744,37.519051,2020-04-10
가로등,이태원로1-005,이태원로 287,2016-01-19,127.001694,37.540787,2020-04-10
가로등,만리재로1-005,만리재로 146,2016-01-18,126.963363,37.552083,2020-04-10
가로등,장충단길1-005,다산로 8-12,2016-01-15,127.003304,37.547508,2020-04-10
가로등,다산로1-005,한남대로 204,2016-01-15,127.002879,37.546413,2020-04-10
가로등,한강진길1-005,,2016-01-19,127.00718,37.529868,2020-04-10
가로등,독서당길1-005,,2016-01-15,127.009217,37.534054,2020-04-10
가로등,이촌로1-5,이촌로 300,2016-01-15,126.980619,37.518043,2020-04-10
가로등,효창원길1-005,청파로47길 26,2016-01-15,126.96464,37.545219,2020-04-10
가로등,남계천길1-005,,2016-01-19,127.006344,37.533457,2020-04-10
가로등,한강로1-5,한강대로 26,2016-01-14,126.96254,37.523126,2020-04-10
가로등,장문로1-005,,2016-01-19,126.992765,37.528265,2020-04-10
가로등,회나무길1-5,회나무로 16,2016-01-14,126.988756,37.538894,2020-04-10
가로등,청파로1-5,청파로 378,2016-01-14,126.9689,37.553973,2020-04-10
가로등,신창길1-005,효창원로39길 1,2016-01-18,126.958862,37.536999,2020-04-10
가로등,임정길1-005,,2016-01-18,126.962388,37.546687,2020-04-10
가로등,백범로1-005,,2016-01-18,126.969476,37.53717,2020-04-10
가로등,우사단로1-005,우사단로 37,2016-01-19,126.995539,37.533441,2020-04-10
가로등,소월길1-005,한남대로46길 22,2016-01-18,127.001827,37.544057,2020-04-10
가로등,만리시장길1-005,,2016-01-18,126.963499,37.548021,2020-04-10
가로등,등기소주변길1-005,,2016-01-18,126.968096,37.536809,2020-04-10
가로등,대사관길1-005,대사관로 67,2016-01-19,127.005584,37.533359,2020-04-10
가로등,대건로길1-005,이촌로34길 29,2016-01-15,126.958514,37.52287,2020-04-10
가로등,새창길1-005,새창로 95,2016-01-18,126.959617,37.538798,2020-04-10
가로등,T전자상가진입로1-5,새창로 213,2016-01-14,126.967214,37.530346,2020-04-10
가로등,보광로1-005,보광로 112,2016-01-19,126.994733,37.532504,2020-04-10
가로등,두무개길1-005,,2016-01-15,127.008931,37.529622,2020-04-10
가로등,원효로1-006,원효로 259,2016-01-18,126.969256,37.540573,2020-04-10
가로등,한남로1-006,,2016-01-15,127.009429,37.531542,2020-04-10
가로등,장충단길1-006,다산로 8-12,2016-01-15,127.002976,37.547571,2020-04-10
가로등,소월길1-006,소월로 361,2016-01-18,127.001722,37.543879,2020-04-10
가로등,두무개길1-006,독서당로14길 86,2016-01-15,127.008594,37.529498,2020-04-10
가로등,효창원길1-006,청파로47길 32,2016-01-15,126.965003,37.545228,2020-04-10
가로등,서빙고로01-006,,2016-01-19,127.001459,37.523821,2020-04-10
가로등,새창길1-006,새창로 93,2016-01-18,126.959422,37.539093,2020-04-10
가로등,장문로1-006,장문로 26,2016-01-19,126.992997,37.52817,2020-04-10
가로등,만리재로1-006,만리재로 148,2016-01-18,126.963608,37.552283,2020-04-10
가로등,남계천길1-006,대사관로 76,2016-01-19,127.006233,37.533115,2020-04-10
가로등,임정길1-006,임정로 99,2016-01-18,126.962606,37.546664,2020-04-10
가로등,녹사평대로1-006,서빙고로65길 26,2016-01-19,126.994075,37.521248,2020-04-10
가로등,한강로1-6,,2016-01-14,126.96267,37.523312,2020-04-10
가로등,T전자상가진입로1-6,새창로 209,2016-01-14,126.966965,37.530561,2020-04-10
가로등,버스전용1-006,한강대로 35,2016-01-14,126.963335,37.524382,2020-04-10
가로등,회나무길1-6,회나무로 20,2016-01-14,126.988997,37.539027,2020-04-10
가로등,청파로1-6,,2016-01-14,126.9689,37.553586,2020-04-10
가로등,이태원로1-006,이태원로 287,2016-01-19,127.001677,37.540591,2020-04-10
가로등,이촌로1-6,,2016-01-15,126.98023,37.518106,2020-04-10
가로등,우사단로1-006,우사단로 33,2016-01-19,126.995515,37.533246,2020-04-10
가로등,두텁바윗길1-006,두텁바위로75길 3,2016-01-18,126.979153,37.55264,2020-04-10
가로등,한강진길1-006,독서당로 18,2016-01-19,127.007339,37.530094,2020-04-10
가로등,다산로1-006,한남대로 204,2016-01-15,127.002966,37.546568,2020-04-10
가로등,대사관길1-006,대사관로 65,2016-01-19,127.005359,37.533378,2020-04-10
가로등,신창길1-006,효창원로 85,2016-01-18,126.958586,37.536925,2020-04-10
가로등,용호로1-006,청파로 54,2016-01-18,126.956962,37.53235,2020-04-10
가로등,백범로1-006,백범로90길 84,2016-01-18,126.969164,37.537267,2020-04-10
가로등,만리시장길1-006,효창원로 228,2016-01-18,126.963496,37.548318,2020-04-10
가로등,독서당길1-006,독서당로 82,2016-01-15,127.009568,37.534187,2020-04-10
가로등,Y보광로1-006,보광로 114,2016-01-19,126.994628,37.532779,2020-04-10
가로등,후암동길1-006,두텁바위로 13,2016-01-18,126.973862,37.545253,2020-04-10
가로등,등기소주변길1-006,백범로90길 26,2016-01-18,126.968269,37.536599,2020-04-10
가로등,대건로길1-006,이촌로34길 29,2016-01-15,126.958227,37.522932,2020-04-10
가로등,원효로1-007,원효로 255,2016-01-18,126.969025,37.540391,2020-04-10
가로등,청파로1-7,청파로 373,2016-01-14,126.968912,37.553388,2020-04-10
가로등,두무개길1-007,독서당로6길 12-13,2016-01-15,127.008245,37.529367,2020-04-10
가로등,후암동길1-007,,2016-01-18,126.974103,37.545276,2020-04-10
가로등,이촌로1-7,이촌로 303,2016-01-15,126.979955,37.51816,2020-04-10
가로등,한강진길1-007,독서당로 22,2016-01-19,127.007546,37.530373,2020-04-10
가로등,남계천길1-007,대사관로34길 10,2016-01-19,127.006109,37.532844,2020-04-10
가로등,장충단길1-007,다산로 8-12,2016-01-15,127.002727,37.547652,2020-04-10
가로등,서빙고로01-007,,2016-01-19,127.001334,37.523623,2020-04-10
가로등,만리재로1-007,만리재로 152-1,2016-01-18,126.963893,37.552533,2020-04-10
가로등,소월길1-007,소월로 361,2016-01-18,127.001623,37.54372,2020-04-10
가로등,만리시장길1-007,,2016-01-18,126.963394,37.548746,2020-04-10
가로등,대사관길1-007,,2016-01-19,127.005132,37.533395,2020-04-10
가로등,등기소주변길1-007,,2016-01-18,126.968356,37.536442,2020-04-10
가로등,장문로1-007,,2016-01-19,126.993279,37.528076,2020-04-10
가로등,회나무길1-7,회나무로 20-1,2016-01-14,126.989224,37.539167,2020-04-10
가로등,임정길1-007,,2016-01-18,126.962951,37.546628,2020-04-10
가로등,독서당길1-007,독서당로 84,2016-01-15,127.009813,37.534278,2020-04-10
가로등,녹사평대로1-007,,2016-01-19,126.994027,37.521408,2020-04-10
가로등,신창길1-007,효창원로 83,2016-01-18,126.958143,37.536815,2020-04-10
가로등,이태원로1-007,이태원로 281,2016-01-19,127.001654,37.540334,2020-04-10
가로등,대건로길1-007,이촌로34길 29,2016-01-15,126.958254,37.522684,2020-04-10
가로등,우사단로1-007,우사단로 31,2016-01-19,126.995554,37.533003,2020-04-10
가로등,다산로1-007,다산로 8-12,2016-01-15,127.003089,37.54673,2020-04-10
가로등,y새창길1-007,새창로 88,2016-01-18,126.959065,37.539312,2020-04-10
가로등,효창원길1-007,청파로47길 34,2016-01-15,126.965342,37.545206,2020-04-10
가로등,한남로1-007,한남대로10길 28,2016-01-15,127.009294,37.531727,2020-04-10
가로등,T전자상가진입로1-7,,2016-01-14,126.966733,37.530548,2020-04-10
가로등,두텁바윗길1-007,두텁바위로 167,2016-01-18,126.979362,37.552425,2020-04-10
가로등,한강로1-7,한강대로 26,2016-01-14,126.96274,37.523418,2020-04-10
가로등,보광로1-007,보광로 116,2016-01-19,126.994566,37.532966,2020-04-10
가로등,백범로1-007,백범로90길 84,2016-01-18,126.968833,37.537392,2020-04-10
가로등,용호로1-007,청파로 56,2016-01-18,126.957411,37.532535,2020-04-10
가로등,한강진길1-008,독서당로 26,2016-01-19,127.007766,37.530704,2020-04-10
가로등,남계천길1-008,,2016-01-19,127.005985,37.532579,2020-04-10
가로등,대건로길1-008,이촌로34길 29,2016-01-15,126.958545,37.522639,2020-04-10
가로등,서빙고로01-008,보광로7길 17,2016-01-19,127.001213,37.523449,2020-04-10
가로등,등기소주변길1-008,백범로90가길 36,2016-01-18,126.96846,37.536289,2020-04-10
가로등,대사관길1-008,대사관로 60-1,2016-01-19,127.004913,37.533411,2020-04-10
가로등,다산로1-008,,2016-01-15,127.003253,37.546914,2020-04-10
가로등,장문로1-008,장문로 32,2016-01-19,126.993608,37.528001,2020-04-10
가로등,y독서당길1-008,,2016-01-15,127.010073,37.53438,2020-04-10
가로등,녹사평대로1-008,,2016-01-19,126.993993,37.521595,2020-04-10
가로등,효창원길1-008,청파로47길 42,2016-01-15,126.965602,37.545172,2020-04-10
가로등,회나무길1-8,회나무로 24-1,2016-01-14,126.989421,37.539287,2020-04-10
가로등,후암동길1-008,두텁바위로 17,2016-01-18,126.974361,37.5453,2020-04-10
가로등,이태원로1-008,이태원로 281,2016-01-19,127.001643,37.540131,2020-04-10
가로등,장충단길1-008,,2016-01-15,127.002512,37.54777,2020-04-10
가로등,우사단로1-008,,2016-01-19,126.995635,37.532848,2020-04-10
가로등,T전자상가진입로1-8,새창로 213,2016-01-14,126.9669362,37.53038061,2020-04-10
가로등,만리시장길1-008,효창원로 243,2016-01-18,126.963444,37.54898,2020-04-10
가로등,만리재로1-008,,2016-01-18,126.964078,37.552705,2020-04-10
가로등,신창길1-008,효창원로 79,2016-01-18,126.957817,37.536765,2020-04-10
가로등,이촌로1-8,이촌로 303,2016-01-15,126.979713,37.518219,2020-04-10
가로등,한남로1-008,,2016-01-15,127.009169,37.531894,2020-04-10
가로등,두텁바윗길1-008,두텁바위로 161,2016-01-18,126.979575,37.552191,2020-04-10
가로등,새창길1-008,새창로 84-1,2016-01-18,126.958682,37.539424,2020-04-10
가로등,두무개길1-008,독서당로6길 12-13,2016-01-15,127.007895,37.529224,2020-04-10
가로등,보광로1-008,보광로 120-1,2016-01-19,126.994433,37.533315,2020-04-10
가로등,원효로1-008,,2016-01-18,126.968777,37.540184,2020-04-10
가로등,백범로1-008,백범로90길 94,2016-01-18,126.968594,37.537458,2020-04-10
가로등,소월길1-008,소월로 361,2016-01-18,127.001459,37.543521,2020-04-10
가로등,용호로1-008,청파로 56,2016-01-18,126.957776,37.532661,2020-04-10
가로등,y임정길1-008,임정로 107-5,2016-01-18,126.963177,37.546574,2020-04-10
가로등,한강로1-8,,2016-01-14,126.962982,37.523703,2020-04-10
가로등,청파로1-8,청파로 373,2016-01-14,126.968923,37.553081,2020-04-10
가로등,우사단로1-009,,2016-01-19,126.995739,37.532659,2020-04-10
가로등,새창길1-009,새창로 79,2016-01-18,126.958257,37.539536,2020-04-10
가로등,한강진길1-009,독서당로 32,2016-01-19,127.00777,37.531231,2020-04-10
가로등,Y임정길1-009,임정로 111,2016-01-18,126.963279,37.54643,2020-04-10
가로등,이촌로1-9,이촌로 293,2016-01-15,126.979393,37.518299,2020-04-10
가로등,한강로1-9,,2016-01-14,126.963106,37.523842,2020-04-10
가로등,남계천길1-009,대사관로34길 22,2016-01-19,127.005886,37.53232,2020-04-10
가로등,회나무길1-9,회나무로 28,2016-01-14,126.989627,37.539403,2020-04-10
가로등,서빙고로01-009,보광로7길 17,2016-01-19,127.001057,37.523267,2020-04-10
가로등,두무개길1-009,독서당로 6,2016-01-15,127.007644,37.529113,2020-04-10
가로등,대사관길1-009,,2016-01-19,127.004563,37.533442,2020-04-10
가로등,다산로1-009,다산로 8-12,2016-01-15,127.003469,37.547098,2020-04-10
가로등,청파로1-9,청파로 371,2016-01-14,126.968991,37.552721,2020-04-10
가로등,두텁바윗길1-009,후암로34길 49,2016-01-18,126.979755,37.552001,2020-04-10
가로등,녹사평대로1-009,서빙고로65길 38,2016-01-19,126.99397,37.521852,2020-04-10
가로등,소월길1-009,소월로 361,2016-01-18,127.001222,37.543274,2020-04-10
가로등,이태원로1-009,이태원로 281,2016-01-19,127.001626,37.539902,2020-04-10
가로등,대건로길1-009,,2016-01-15,126.95885,37.522598,2020-04-10
가로등,백범로1-009,백범로90길 100,2016-01-18,126.968333,37.537542,2020-04-10
가로등,Y전자상가진입로1-9,새창로 213,2016-01-14,126.9672248,37.53014868,2020-04-10
가로등,장문로1-009,장문로 34,2016-01-19,126.993958,37.5279,2020-04-10
가로등,장충단길1-009,다산로 8-12,2016-01-15,127.002342,37.547869,2020-04-10
가로등,만리시장길1-009,,2016-01-18,126.963471,37.54923,2020-04-10
가로등,효창원길1-009,청파로47길 48,2016-01-15,126.965908,37.545122,2020-04-10
가로등,한남로1-009,한남대로10길 36,2016-01-15,127.009008,37.532101,2020-04-10
가로등,신창길1-009,효창원로35길 5,2016-01-18,126.95756,37.536722,2020-04-10
가로등,보광로1-009,보광로 122-1,2016-01-19,126.994351,37.533545,2020-04-10
가로등,등기소주변길1-009,,2016-01-18,126.968568,37.536088,2020-04-10
가로등,용호로1-009,청파로 59,2016-01-18,126.958115,37.532742,2020-04-10
가로등,후암동길1-009,두텁바위로 23,2016-01-18,126.974606,37.545335,2020-04-10
가로등,원효로1-009,원효로 249-2,2016-01-18,126.968591,37.540028,2020-04-10
가로등,만리재로1-009,만리재로 156-1,2016-01-18,126.964294,37.552901,2020-04-10
가로등,원효로1-010,원효로 247-1,2016-01-18,126.968424,37.539885,2020-04-10
가로등,백범로1-010,백범로 341,2016-01-18,126.968067,37.537616,2020-04-10
가로등,등기소주변길1-010,백범로90길 32,2016-01-18,126.968633,37.535956,2020-04-10
가로등,용호로1-010,청파로 59,2016-01-18,126.958545,37.532842,2020-04-10
가로등,이태원로1-010,이태원로 281,2016-01-19,127.001618,37.539701,2020-04-10
가로등,한강로1-10,한강대로 32,2016-01-14,126.963333,37.524074,2020-04-10
가로등,전자상가진입로1-10,,2019-07-10,126.9671089,37.52994142,2020-04-10
가로등,대건로길1-010,이촌로34길 29,2016-01-15,126.959119,37.522563,2020-04-10
가로등,두무개길1-010,독서당로3길 3,2016-01-15,127.007374,37.528992,2020-04-10
가로등,후암동길1-010,,2016-01-18,126.974872,37.54537,2020-04-10
가로등,남계천길1-010,대사관로30길 23,2016-01-19,127.005733,37.532022,2020-04-10
가로등,두텁바윗길1-010,후암로34길 51,2016-01-18,126.979824,37.55186,2020-04-10
가로등,이촌로1-10,이촌로87길 14,2016-01-15,126.979142,37.518378,2020-04-10
가로등,다산로1-010,다산로 8-12,2016-01-15,127.003723,37.547243,2020-04-10
가로등,서빙고로01-010,보광로7길 17,2016-01-19,127.000893,37.523118,2020-04-10
가로등,만리재로1-010,,2016-01-18,126.9645,37.553094,2020-04-10
가로등,소월길1-010,소월로 361,2016-01-18,127.000939,37.543053,2020-04-10
가로등,효창원길1-010,청파로47길 52,2016-01-15,126.966199,37.545066,2020-04-10
가로등,대사관길1-010,대사관로 59,2016-01-19,127.004377,37.533462,2020-04-10
가로등,청파로1-10,,2016-01-14,126.969059,37.552496,2020-04-10
가로등,장문로1-010,장문로 36,2016-01-19,126.994444,37.527746,2020-04-10
