등 종류,관리번호,새주소,설치일자,GPS 경도,GPS 위도,데이터기준일자
가로등,소월길2-005,소월로40길 7,2016-01-18,126.991321,37.543219,2020-04-10
가로등,후암동길2-005,후암로 20-1,2016-01-18,126.978114,37.547643,2020-04-10
가로등,이태원로2-005,이태원로 223,2016-01-19,126.998698,37.535381,2020-04-10
가로등,청파로2--5,,2016-01-14,126.970122,37.547031,2020-04-10
가로등,한남로2-005,한남대로20길 7,2016-01-15,127.007071,37.534615,2020-04-10
가로등,두무개길2-005,,2016-01-15,127.004677,37.527293,2020-04-10
가로등,Y용호로2-005,청파로 100,2016-01-18,126.962992,37.533085,2020-04-10
가로등,T전자상가진입로2-5,청파로 122,2016-01-14,126.964412,37.53261,2020-04-10
가로등,새창길2-005,,2016-01-18,126.959494,37.538652,2020-04-10
가로등,보광로2-005,보광로 84,2016-01-19,126.996265,37.530551,2020-04-10
가로등,한남로2-006,한남대로 72,2016-01-15,127.006946,37.534768,2020-04-10
가로등,녹사평대로2-006,녹사평대로14길 8,2016-01-19,126.993599,37.523397,2020-04-10
가로등,장충단길2-006,장충단로 60,2016-01-15,127.001346,37.548319,2020-04-10
가로등,원효로2-006,,2016-01-18,126.964343,37.537134,2020-04-10
가로등,임정길2-006,임정로 79,2016-01-18,126.959848,37.546062,2020-04-10
가로등,Y한강로2-6,한강대로 60,2016-01-14,126.965108,37.525953,2020-04-10
가로등,신창길2-006,,2016-01-18,126.955979,37.536193,2020-04-10
가로등,T서빙고로2-6,,2016-05-10,126.998305,37.521706,2020-04-10
가로등,T전자상가진입로2-6,청파로 112,2016-01-14,126.964184,37.532691,2020-04-10
가로등,만리재로2-06,,2017-12-28,126.967508,37.554644,2020-04-10
가로등,청파로2--6,,2016-01-14,126.970168,37.54675,2020-04-10
가로등,백범로2-006,백범로 319-1,2016-01-18,126.964791,37.538512,2020-04-10
가로등,두무개길2-006,,2016-01-15,127.004432,37.527131,2020-04-10
가로등,한강진길2-006,,2016-01-19,127.006869,37.531743,2020-04-10
가로등,독서당길2-006,독서당로 104,2016-01-15,127.011496,37.535677,2020-04-10
가로등,남계천길2-006,독서당로3길 2-7,2016-01-19,127.006765,37.529429,2020-04-10
가로등,이촌로2-6,이촌로87길 13,2016-01-15,126.97692,37.519077,2020-04-10
가로등,대사관길2-006,이태원로 228,2016-01-19,126.999103,37.535138,2020-04-10
가로등,후암동길2-006,후암로16가길 4,2016-01-18,126.978015,37.54801,2020-04-10
가로등,소월길2-006,,2016-01-18,126.991253,37.543516,2020-04-10
가로등,용호로2-006,청파로 100,2016-01-18,126.961662,37.532798,2020-04-10
가로등,회나무길2-6,회나무로 62,2016-01-14,126.993461,37.54013,2020-04-10
가로등,이태원로2-006,이태원로 223,2016-01-19,126.99854,37.535273,2020-04-10
가로등,새창길2-006,새창로 102,2016-01-18,126.959713,37.538335,2020-04-10
가로등,두텁바윗길2-006,,2016-01-18,126.982259,37.548313,2020-04-10
가로등,Y보광로2-006,장문로 27,2016-01-19,126.996515,37.530446,2020-04-10
가로등,이촌로2-7,이촌로87길 13,2016-01-15,126.976623,37.519162,2020-04-10
가로등,원효로2-007,원효로 197-2,2016-01-18,126.964133,37.536993,2020-04-10
가로등,회나무길2-7,,2016-01-14,126.993919,37.540153,2020-04-10
가로등,장충단길2-007,장충단로 60,2016-01-15,127.001652,37.548085,2020-04-10
가로등,청파로2--7,청파로 301-1,2016-01-14,126.970219,37.546477,2020-04-10
가로등,y한강로2-7,,2016-02-15,126.965249,37.526066,2020-04-10
가로등,만리재로2-7,,2016-01-18,126.967754,37.554768,2020-04-10
가로등,T서빙고로2-7,,2016-05-10,126.998093,37.521643,2020-04-10
가로등,두무개길2-007,서빙고로 413,2016-01-15,127.004195,37.526976,2020-04-10
가로등,백범로2-007,백범로 319,2016-01-18,126.964516,37.538581,2020-04-10
가로등,한남로2-007,한남대로 72,2016-01-15,127.006811,37.534948,2020-04-10
가로등,한강진길2-007,독서당로11길 17,2016-01-19,127.006893,37.531373,2020-04-10
가로등,전자상가진입로2-7,,2016-01-14,126.964013,37.532778,2020-04-10
가로등,남계천길2-007,,2016-01-19,127.006759,37.52911,2020-04-10
가로등,임정길2-007,임정로 77,2016-01-18,126.959622,37.545958,2020-04-10
가로등,소월길2-007,,2016-01-18,126.991253,37.543877,2020-04-10
가로등,독서당길2-007,독서당로 112,2016-01-15,127.011615,37.536061,2020-04-10
가로등,녹사평대로2-007,장문로6길 97,2016-01-19,126.99354,37.523605,2020-04-10
가로등,후암동길2-007,후암로 30-1,2016-01-18,126.977865,37.548551,2020-04-10
가로등,이태원로2-007,이태원로 221,2016-01-19,126.998359,37.535156,2020-04-10
가로등,두텁바윗길2-007,두텁바위로 101,2016-01-18,126.982325,37.548015,2020-04-10
가로등,신창길2-007,효창원로 60,2016-01-18,126.955752,37.536078,2020-04-10
가로등,새창길2-007,새창로 104,2016-01-18,126.959853,37.538121,2020-04-10
가로등,Y보광로2-007,,2016-01-19,126.996759,37.530288,2020-04-10
가로등,T용호로2-007,청파로 100,2016-01-18,126.961702,37.532455,2020-04-10
가로등,y청파로2--8,,2016-01-14,126.970264,37.546234,2020-04-10
가로등,Y남계천길2-008,독서당로3길 7,2016-01-19,127.00672,37.528891,2020-04-10
가로등,한남로2-008,,2016-01-15,127.006652,37.535146,2020-04-10
가로등,만리재로2-8,,2016-01-18,126.967924,37.554879,2020-04-10
가로등,회나무길2-8,회나무로 72,2016-01-14,126.994327,37.540267,2020-04-10
가로등,한강진길2-008,,2016-01-19,127.006905,37.531039,2020-04-10
가로등,전자상가진입로2-8,청파로 112,2016-01-14,126.963829,37.532867,2020-04-10
가로등,서빙고로2-8,서빙고로 309,2016-01-19,126.997907,37.521613,2020-04-10
가로등,두무개길2-008,,2016-01-15,127.003965,37.526826,2020-04-10
가로등,소월길2-008,소월로38길 4,2016-01-18,126.991207,37.544291,2020-04-10
가로등,원효로2-008,,2016-01-18,126.963825,37.536791,2020-04-10
가로등,이촌로2-8,이촌로 264,2016-01-15,126.976283,37.519265,2020-04-10
가로등,신창길2-008,효창원로 58,2016-01-18,126.955584,37.535996,2020-04-10
가로등,이태원로2-008,이태원로 221,2016-01-19,126.998257,37.535083,2020-04-10
가로등,새창길2-008,,2016-01-18,126.959991,37.537913,2020-04-10
가로등,백범로2-008,,2016-01-18,126.964127,37.538684,2020-04-10
가로등,T용호로2-008,,2016-01-18,126.962234,37.532311,2020-04-10
가로등,후암동길2-008,후암로 36,2016-01-18,126.97773,37.549059,2020-04-10
가로등,장충단길2--008,,2016-01-15,127.001878,37.547914,2020-04-10
가로등,녹사평대로2-008,녹사평대로 73,2016-01-19,126.993433,37.523855,2020-04-10
가로등,독서당길2-008,독서당로 112,2016-01-15,127.011744,37.536273,2020-04-10
가로등,두텁바윗길2-008,,2016-01-18,126.982292,37.547794,2020-04-10
가로등,임정길2-008,임정로 75,2016-01-18,126.959426,37.545873,2020-04-10
가로등,임정길2-009,임정로 73,2016-01-18,126.959221,37.545792,2020-04-10
가로등,T용호로2-009,새창로 170-4,2016-01-18,126.962698,37.53223,2020-04-10
가로등,청파로2--9,,2016-01-14,126.970287,37.545946,2020-04-10
가로등,한강진길2-009,독서당로 23,2016-01-19,127.006927,37.530564,2020-04-10
가로등,두무개길2-009,서빙고로97길 2-16,2016-01-15,127.003779,37.526721,2020-04-10
가로등,Y남계천길2-009,,2016-01-19,127.006629,37.528715,2020-04-10
가로등,후암동길2-009,후암로 40-2,2016-01-18,126.977601,37.549557,2020-04-10
가로등,소월길2-009,,2016-01-18,126.990984,37.544719,2020-04-10
가로등,장충단길2--009,장충단로 60,2016-01-15,127.002082,37.547715,2020-04-10
가로등,서빙고로2-9,서빙고로 309,2016-01-19,126.997692,37.521541,2020-04-10
가로등,만리재로2-9,만리재로 194,2016-01-18,126.968124,37.555009,2020-04-10
가로등,녹사평대로2-009,녹사평대로 66,2016-01-19,126.993336,37.524053,2020-04-10
가로등,신창길2-009,,2016-01-18,126.955387,37.535899,2020-04-10
가로등,원효로2-009,원효로 191,2016-01-18,126.963663,37.536686,2020-04-10
가로등,독서당길2-009,독서당로 116,2016-01-15,127.011978,37.53649,2020-04-10
가로등,두텁바윗길2-009,,2016-01-18,126.982079,37.547577,2020-04-10
가로등,회나무길2-9,회나무로 74,2016-01-14,126.994693,37.540422,2020-04-10
가로등,전자상가진입로2-9,,2016-01-14,126.963565,37.532956,2020-04-10
가로등,백범로2-009,백범로 313,2016-01-18,126.963917,37.538738,2020-04-10
가로등,이태원로2-009,,2016-01-19,126.99802,37.534993,2020-04-10
가로등,이촌로2-9,,2016-01-15,126.97608,37.519335,2020-04-10
가로등,새창길2-009,새창로 110,2016-01-18,126.960135,37.537694,2020-04-10
가로등,한남로2-009,,2016-01-15,127.007321,37.534472,2020-04-10
가로등,장충단길2--010,한남대로 204,2016-01-15,127.002271,37.547472,2020-04-10
가로등,독서당길2-010,독서당로 118,2016-01-15,127.012214,37.536683,2020-04-10
가로등,원효로2-010,원효로 189,2016-01-18,126.963379,37.5365,2020-04-10
가로등,만리재로2-10,만리재로 198,2016-01-18,126.968328,37.555133,2020-04-10
가로등,후암동길2-010,후암로 42-2,2016-01-18,126.977538,37.549781,2020-04-10
가로등,백범로2-010,백범로 311,2016-01-18,126.963657,37.538803,2020-04-10
가로등,한강진길2-010,독서당로 23,2016-01-19,127.006943,37.530341,2020-04-10
가로등,회나무길2-10,회나무로 76,2016-01-14,126.994983,37.540555,2020-04-10
가로등,남계천길2-010,독서당로3길 3-13,2016-01-19,127.006486,37.528531,2020-04-10
가로등,한남로2-010,한남대로20길 7,2016-01-15,127.007599,37.534642,2020-04-10
가로등,소월길2-010,녹사평대로60길 48,2016-01-18,126.990788,37.544999,2020-04-10
가로등,임정길2-010,,2016-01-18,126.959014,37.545713,2020-04-10
가로등,서빙고로2-010,,2016-01-19,126.997451,37.521426,2020-04-10
가로등,두무개길2-010,서빙고로97길 2-7,2016-01-15,127.003576,37.526542,2020-04-10
가로등,청파로2--10,청파로 291-1,2016-01-14,126.970349,37.545682,2020-04-10
가로등,이촌로2-10,이촌로 264,2016-01-15,126.975817,37.519416,2020-04-10
가로등,녹사평대로2-010,,2016-01-19,126.993167,37.524208,2020-04-10
가로등,신창길2-010,효창원로 54,2016-01-18,126.955093,37.53577,2020-04-10
가로등,Y전자상가진입로2-10,청파로 112,2016-01-14,126.963299,37.53309,2020-04-10
가로등,이태원로2-010,이태원로 213,2016-01-19,126.997782,37.534912,2020-04-10
가로등,T용호로2-010,새창로 170-4,2016-01-18,126.963212,37.532135,2020-04-10
가로등,두텁바윗길2-010,두텁바위로 91,2016-01-18,126.981813,37.547381,2020-04-10
가로등,신창길2-011,효창원로 52,2016-01-18,126.954866,37.53567,2020-04-10
가로등,두텁바윗길2-011,두텁바위로 89,2016-01-18,126.981576,37.547207,2020-04-10
가로등,두무개길2-011,,2016-01-15,127.003342,37.526368,2020-04-10
가로등,녹사평대로2-011,녹사평대로 66,2016-01-19,126.993022,37.524429,2020-04-10
가로등,원효로2-011,,2016-01-18,126.963143,37.536347,2020-04-10
가로등,남계천길2-011,서빙고로 417,2016-01-19,127.006205,37.528342,2020-04-10
가로등,장충단길2--011,한남대로 204,2016-01-15,127.002382,37.547269,2020-04-10
가로등,이태원로2-011,이태원로 213,2016-01-19,126.997533,37.534858,2020-04-10
가로등,한남로2-011,,2016-01-15,127.00792,37.53483,2020-04-10
가로등,독서당길2-011,,2016-01-15,127.012418,37.536859,2020-04-10
가로등,전자상가진입로2-11,새창로 170-4,2016-01-14,126.963335,37.532825,2020-04-10
가로등,Y한강진길2-011,독서당로 18,2016-01-19,127.007042,37.530153,2020-04-10
가로등,임정길2-011,,2016-01-18,126.958825,37.545627,2020-04-10
가로등,서빙고로2-011,서빙고로 305,2016-01-19,126.997225,37.521341,2020-04-10
가로등,회나무길2-11,회나무로42길 12,2016-01-14,126.995246,37.540664,2020-04-10
가로등,백범로2-011,백범로 309,2016-01-18,126.963441,37.538855,2020-04-10
가로등,이촌로2-11,이촌로 255,2016-01-15,126.97557,37.519495,2020-04-10
가로등,소월길2-011,녹사평대로60길 41,2016-01-18,126.990483,37.545427,2020-04-10
가로등,만리재로2-11,만리재로 198-1,2016-01-18,126.96858,37.555248,2020-04-10
가로등,청파로2--11,청파로 289,2016-01-14,126.970394,37.545414,2020-04-10
가로등,T용호로2-011,새창로 170-4,2016-01-18,126.963411,37.532357,2020-04-10
가로등,한남로2-012,한남대로20길 21,2016-01-15,127.008168,37.534978,2020-04-10
가로등,원효로2-012,원효로 183,2016-01-18,126.962927,37.536206,2020-04-10
가로등,전자상가진입로2-12,청파로 112,2016-01-14,126.963503,37.532751,2020-04-10
가로등,백범로2-012,백범로75길 13,2016-01-18,126.963198,37.538922,2020-04-10
가로등,만리재로2-12,만리재로 202,2016-01-18,126.968806,37.555352,2020-04-10
가로등,두텁바윗길2-012,두텁바위로 87,2016-01-18,126.981358,37.547057,2020-04-10
가로등,두무개길2-012,서빙고로95길 7,2016-01-15,127.003171,37.526216,2020-04-10
가로등,녹사평대로2-012,녹사평대로 66,2016-01-19,126.992901,37.524607,2020-04-10
가로등,T용호로2-012,,2016-01-18,126.963648,37.532213,2020-04-10
가로등,소월길2-012,녹사평대로60길 39,2016-01-18,126.990132,37.545706,2020-04-10
가로등,장충단길2--012,한남대로 204,2016-01-15,127.002466,37.547085,2020-04-10
가로등,서빙고로2-012,서빙고로 303,2016-01-19,126.997013,37.521235,2020-04-10
가로등,청파로2--12,,2016-01-14,126.970451,37.545094,2020-04-10
가로등,이태원로2-012,이태원로 211,2016-01-19,126.997312,37.534831,2020-04-10
가로등,회나무길2-12,회나무로42길 10,2016-01-14,126.995585,37.540718,2020-04-10
가로등,신창길2-012,효창원로 50,2016-01-18,126.954659,37.535586,2020-04-10
가로등,이촌로2-12,이촌로 255,2016-01-15,126.975234,37.519605,2020-04-10
가로등,남계천길2-012,서빙고로 417,2016-01-19,127.005923,37.528155,2020-04-10
가로등,독서당길2-012,독서당로 124,2016-01-15,127.012591,37.537095,2020-04-10
가로등,임정길2-012,임정로 65-1,2016-01-18,126.958652,37.545496,2020-04-10
가로등,독서당길2-013,독서당로 124-7,2016-01-15,127.012687,37.537501,2020-04-10
가로등,장충단길2--013,,2016-01-15,127.0025,37.546832,2020-04-10
가로등,전자상가진입로2-13,청파로 112,2016-01-14,126.963734,37.532671,2020-04-10
가로등,소월길2-013,녹사평대로60길 39,2016-01-18,126.98977,37.54594,2020-04-10
가로등,원효로2-013,,2016-01-18,126.962661,37.53603,2020-04-10
가로등,y만리재로2-13,,2017-12-28,126.968891,37.5553,2020-04-10
가로등,백범로2-013,백범로 305,2016-01-18,126.962956,37.538988,2020-04-10
가로등,서빙고로2-013,,2016-01-19,126.996722,37.521129,2020-04-10
가로등,T용호로2-013,청파로20길 65,2016-01-18,126.964305,37.531907,2020-04-10
가로등,이촌로2-13,이촌로 255,2016-01-15,126.974997,37.519679,2020-04-10
가로등,두무개길2-013,,2016-01-15,127.002959,37.526027,2020-04-10
가로등,녹사평대로2-013,,2016-01-19,126.99283,37.524737,2020-04-10
가로등,회나무길2-13,회나무로42길 4,2016-01-14,126.995935,37.540793,2020-04-10
가로등,이태원로2-013,이태원로 211,2016-01-19,126.997095,37.534818,2020-04-10
가로등,임정길2-013,,2016-01-18,126.958475,37.545363,2020-04-10
가로등,신창길2-013,효창원로 46-1,2016-01-18,126.954388,37.535501,2020-04-10
가로등,두텁바윗길2-013,,2016-01-18,126.981085,37.547004,2020-04-10
가로등,전자상가진입로2-14,청파로 112,2016-01-14,126.96395,37.532602,2020-04-10
가로등,장충단길2--014,,2016-01-15,127.002466,37.546616,2020-04-10
가로등,T용호로2-014,청파로20길 65,2016-01-18,126.964848,37.53179,2020-04-10
가로등,원효로2-014,,2016-01-18,126.96229,37.535796,2020-04-10
가로등,독서당길2-014,독서당로 124-13,2016-01-15,127.012634,37.537784,2020-04-10
가로등,서빙고로2-014,서빙고로 297,2016-01-19,126.996425,37.521037,2020-04-10
가로등,y이촌로2-14,이촌로 245,2016-01-15,126.974666,37.519777,2020-04-10
가로등,소월길2-014,소월로 222,2016-01-18,126.989363,37.546192,2020-04-10
가로등,백범로2-014,백범로 301,2016-01-18,126.962652,37.539076,2020-04-10
가로등,녹사평대로2-014,녹사평대로 73,2016-01-19,126.99259,37.525001,2020-04-10
가로등,회나무길2-14,회나무로 90,2016-01-14,126.996252,37.540837,2020-04-10
가로등,신창길2-014,효창원로 42,2016-01-18,126.954039,37.535403,2020-04-10
가로등,두무개길2-014,서빙고로 381,2016-01-15,127.002752,37.525784,2020-04-10
가로등,이태원로2-014,이태원로27나길 40,2016-01-19,126.996882,37.534802,2020-04-10
가로등,임정길2-014,임정로 63-2,2016-01-18,126.958298,37.545199,2020-04-10
가로등,두텁바윗길2-014,두텁바위로 81,2016-01-18,126.981056,37.546842,2020-04-10
가로등,원효로2-015,원효로53길 1,2016-01-18,126.962027,37.535653,2020-04-10
가로등,장충단길2--015,한남대로 204,2016-01-15,127.00241,37.5464,2020-04-10
가로등,독서당길2-015,독서당로34길 6,2016-01-15,127.012457,37.538203,2020-04-10
가로등,백범로2-015,백범로 297,2016-01-18,126.962366,37.539143,2020-04-10
가로등,회나무길2-15,회나무로44길 2,2016-01-14,126.996561,37.540816,2020-04-10
가로등,녹사평대로2-015,녹사평대로 73,2016-01-19,126.992397,37.52528,2020-04-10
가로등,신창길2-015,효창원로 40,2016-01-18,126.953672,37.535331,2020-04-10
가로등,두무개길2-015,서빙고로 373,2016-01-15,127.002547,37.525545,2020-04-10
가로등,이촌로2-15,이촌로 245,2016-01-15,126.974255,37.519906,2020-04-10
가로등,서빙고로2-015,서빙고로 295,2016-01-19,126.996199,37.520947,2020-04-10
가로등,T전자상가진입로2-15,,2016-01-14,126.964283,37.532499,2020-04-10
가로등,임정길2-015,임정로 59-1,2016-01-18,126.958134,37.545014,2020-04-10
가로등,이태원로2-015,이태원로 203,2016-01-19,126.996622,37.534782,2020-04-10
가로등,독서당길2-016,독서당로34길 16,2016-01-15,127.012282,37.538581,2020-04-10
가로등,백범로2-016,백범로 295-1,2016-01-18,126.962091,37.539219,2020-04-10
가로등,장충단길2--016,,2016-01-15,127.002393,37.546209,2020-04-10
가로등,두무개길2-016,,2016-01-15,127.002282,37.525229,2020-04-10
가로등,원효로2-016,원효로 171,2016-01-18,126.96185,37.535577,2020-04-10
가로등,서빙고로2-016,,2016-01-19,126.995961,37.520839,2020-04-10
가로등,신창길2-016,,2016-01-18,126.953444,37.535292,2020-04-10
가로등,이촌로2-16,이촌로71길 10,2016-01-15,126.973802,37.520061,2020-04-10
가로등,녹사평대로2-016,,2016-01-19,126.992262,37.525488,2020-04-10
가로등,T전자상가진입로2-16,새창로 181,2016-01-14,126.964547,37.532387,2020-04-10
가로등,이태원로2-016,이태원로 199,2016-01-19,126.996283,37.534761,2020-04-10
가로등,임정길2-016,,2016-01-18,126.958061,37.544832,2020-04-10
가로등,장충단길2--017,한남대로 204,2016-01-15,127.002339,37.54599,2020-04-10
가로등,Y원효로2-017,원효로 171,2016-01-18,126.961655,37.535582,2020-04-10
가로등,이촌로2-17,이촌로71길 10,2016-01-15,126.973531,37.520148,2020-04-10
가로등,y녹사평대로2-017,,2016-01-19,126.992114,37.525722,2020-04-10
가로등,신창길2-017,효창원로 36,2016-01-18,126.953121,37.535249,2020-04-10
가로등,서빙고로2-017,서빙고로67길 8,2016-01-19,126.995633,37.520694,2020-04-10
가로등,독서당길2-017,독서당로34길 16,2016-01-15,127.012129,37.538899,2020-04-10
가로등,임정길2-017,임정로 54,2016-01-18,126.957962,37.54462,2020-04-10
가로등,백범로2-017,백범로 293,2016-01-18,126.961833,37.539288,2020-04-10
가로등,이태원로2-017,이태원로 197,2016-01-19,126.996006,37.534746,2020-04-10
가로등,T전자상가진입로2-17,새창로 181,2016-01-14,126.964777,37.53223,2020-04-10
가로등,T전자상가진입로2-18,청파로20길 65,2016-01-14,126.965008,37.532039,2020-04-10
가로등,녹사평대로2-018,녹사평대로 73,2016-01-19,126.99199,37.525911,2020-04-10
가로등,Y백범로2-018,백범로 291,2016-01-18,126.961621,37.53935,2020-04-10
가로등,장충단길2--018,한남대로 204,2016-01-15,127.002291,37.545727,2020-04-10
가로등,이촌로2-18,,2016-01-15,126.973289,37.520227,2020-04-10
가로등,서빙고로2-018,,2016-01-19,126.995328,37.520586,2020-04-10
가로등,독서당길2-018,,2016-01-15,127.011885,37.539374,2020-04-10
가로등,임정길2-018,,2016-01-18,126.957877,37.544383,2020-04-10
가로등,이태원로2-018,,2016-01-19,126.995697,37.534723,2020-04-10
가로등,임정길2-019,임정로 47,2016-01-18,126.957789,37.544129,2020-04-10
가로등,서빙고로2-019,서빙고로71길 34,2016-01-19,126.995158,37.520505,2020-04-10
가로등,T전자상가진입로2-19,,2016-01-14,126.965216,37.531858,2020-04-10
가로등,녹사평대로2-019,,2016-01-19,126.991953,37.526193,2020-04-10
가로등,이촌로2-19,이촌로71길 10,2016-01-15,126.973065,37.520299,2020-04-10
가로등,이태원로2-019,,2016-01-19,126.995349,37.534687,2020-04-10
가로등,장충단길2--019,,2016-01-15,127.002229,37.545454,2020-04-10
가로등,이태원로2-020,이태원로 191,2016-01-19,126.995129,37.534687,2020-04-10
가로등,이촌로2-20,,2016-01-15,126.972813,37.520378,2020-04-10
가로등,녹사평대로2-020,녹사평대로 73,2016-01-19,126.991928,37.526377,2020-04-10
가로등,임정길2-020,임정로 43-1,2016-01-18,126.957756,37.543926,2020-04-10
가로등,서빙고로2-020,서빙고로 281,2016-01-19,126.994954,37.520424,2020-04-10
가로등,임정길2-021,,2016-01-18,126.957841,37.543705,2020-04-10
가로등,서빙고로2-021,서빙고로 279,2016-01-19,126.994739,37.520325,2020-04-10
가로등,녹사평대로2-021,,2016-01-19,126.991905,37.526571,2020-04-10
가로등,이태원로2-021,,2016-01-19,126.994863,37.534651,2020-04-10
가로등,임정길2-22,,2016-01-26,126.958025,37.543539,2020-04-10
가로등,녹사평대로2-022,장문로6길 12,2016-01-19,126.991877,37.526792,2020-04-10
가로등,이태원로2-022,이태원로 185,2016-01-19,126.994614,37.534642,2020-04-10
가로등,녹사평대로2-023,장문로6길 12,2016-01-19,126.991851,37.526981,2020-04-10
가로등,Y녹사평대로2-024,장문로6길 12,2016-01-19,126.99186,37.527179,2020-04-10
가로등,y원효로2-001 ,백범로 332,2016-01-18,126.965569,37.537763,2020-04-10
가로등,한전주2등,,2016-01-29,126.957493,37.533434,2020-04-10
가로등,한전주 2등,,2016-01-29,126.957309,37.533312,2020-04-10
가로등,임정길3-001,임정로 41,2016-01-18,126.958248,37.543415,2020-04-10
가로등,Y원효로3-001,원효로 167,2016-01-18,126.961406,37.535426,2020-04-10
가로등,청파로3-1,,2016-01-14,126.970477,37.544793,2020-04-10
가로등,Y백범로3-001,백범로 287-1,2016-01-18,126.961334,37.539537,2020-04-10
가로등,두무개길3-001,서빙고로 369,2016-01-15,127.002594,37.525036,2020-04-10
가로등,이태원로3-001,이태원로 179,2016-01-19,126.9943118,37.53461981,2020-04-10
가로등,이촌로3-1,,2016-01-15,126.972403,37.520508,2020-04-10
가로등,서빙고로3-1,서빙고로59길 3,2016-01-19,126.993325,37.520172,2020-04-10
가로등,버스전용3-1,,2016-01-14,126.96642,37.527611,2020-04-10
가로등,소월길3-001,소월로 222,2016-01-18,126.988921,37.546318,2020-04-10
가로등,신창길3-001,,2016-01-18,126.952859,37.53528404,2020-04-10
가로등,후암동길3-001,후암로 50,2016-01-18,126.977359,37.550446,2020-04-10
가로등,새창길3-001,새창로 52,2016-01-18,126.957707,37.539687,2020-04-10
가로등,녹사평대로3-001,장문로6길 12,2016-01-19,126.991834,37.527445,2020-04-10
가로등,용호로3-1,청파로 112,2016-01-18,126.963331,37.533213,2020-04-10
가로등,Y한강진길3-001,,2016-01-19,127.006952,37.533049,2020-04-10
가로등,효창원길3-1,효창원로 174,2016-01-15,126.962281,37.543643,2020-04-10
가로등,두텁바윗길3-001,,2016-01-18,126.978756,37.545948,2020-04-10
가로등,3y효창원길2-1,효창원로 178,2016-01-15,126.962403,37.543878,2020-04-10
가로등,Y보광로3-001,보광로 72,2016-01-19,126.996942,37.530063,2020-04-10
가로등,한남로3-001,한남대로 76,2016-01-15,127.006494,37.535354,2020-04-10
가로등,독서당길3-001,독서당로37길 13,2016-01-15,127.011861,37.538911,2020-04-10
가로등,서빙고로3-002,서빙고로57길 6,2016-01-19,126.992896,37.520181,2020-04-10
가로등,두무개길3-002,서빙고로 373,2016-01-15,127.002767,37.525291,2020-04-10
가로등,후암동길3-002,후암로34가길 4,2016-01-18,126.977287,37.550708,2020-04-10
가로등,버스전용3-2,한강대로 84-1,2016-01-14,126.96658,37.527783,2020-04-10
가로등,신창길3-002,,2016-01-18,126.9525423,37.53508344,2020-04-10
가로등,독서당길3-002,독서당로37길 13,2016-01-15,127.011963,37.53867,2020-04-10
가로등,한강진길3-002,독서당로 53,2016-01-19,127.006803,37.53288,2020-04-10
가로등,용호로3-002,,2016-01-18,126.963602,37.533249,2020-04-10
가로등,이촌로3-2,이촌로69길 30,2016-01-15,126.972191,37.520576,2020-04-10
가로등,Y백범로3-002,,2016-01-18,126.961195,37.539491,2020-04-10
가로등,임정길3-002,임정로 39,2016-01-18,126.958469,37.543338,2020-04-10
가로등,효창원길3-002,효창원로 172,2016-01-15,126.962247,37.543355,2020-04-10
가로등,녹사평대로3-002,장문로6길 12,2016-01-19,126.991789,37.527666,2020-04-10
가로등,원효로3-002,원효로 167,2016-01-18,126.961152,37.535289,2020-04-10
가로등,이태원로3-002,이태원로 179,2016-01-19,126.993992,37.534597,2020-04-10
가로등,청파로3-2,청파로 279-1,2016-01-14,126.970545,37.544576,2020-04-10
가로등,두텁바윗길3-002,두텁바위로 59-1,2016-01-18,126.978933,37.545974,2020-04-10
가로등,3y효창원길2-2,효창원로 177-18,2016-01-15,126.962238,37.544136,2020-04-10
가로등,보광로3-002,보광로 67,2016-01-19,126.997157,37.529882,2020-04-10
가로등,소월길3-002,소월로30길 13-5,2016-01-18,126.988525,37.546273,2020-04-10
가로등,새창길3-002,새창로8길 7,2016-01-18,126.957387,37.539799,2020-04-10
가로등,한남로3-002,,2016-01-15,127.0062,37.53575,2020-04-10
가로등,한남로3-003,한남대로 82,2016-01-15,127.006019,37.535984,2020-04-10
가로등,녹사평대로3-003,,2016-01-19,126.991769,37.527875,2020-04-10
가로등,버스전용3-3,한강대로 84-1,2016-01-14,126.966714,37.527939,2020-04-10
가로등,교각등003,,2018-12-12,127.010374,37.530046,2020-04-10
가로등,청파로3-3,청파로47나길 39-6,2016-01-14,126.970579,37.544351,2020-04-10
가로등,신창길3-003,효창원로 24-2,2016-01-18,126.9522087,37.53486931,2020-04-10
가로등,독서당길3-003,,2016-01-15,127.01214,37.538358,2020-04-10
가로등,서빙고로3-003,서빙고로57길 16,2016-01-19,126.9925,37.520208,2020-04-10
가로등,이촌로3-3,이촌로 219,2016-01-15,126.971791,37.520701,2020-04-10
가로등,두텁바윗길3-003,두텁바위로 61,2016-01-18,126.979181,37.546005,2020-04-10
가로등,백범로3-003,백범로 285,2016-01-18,126.960943,37.5396,2020-04-10
가로등,후암동길3-003,후암로 60,2016-01-18,126.977155,37.551197,2020-04-10
가로등,효창원길3-003,효창원로 168,2016-01-15,126.962243,37.543089,2020-04-10
가로등,이태원로3-003,,2016-01-19,126.993754,37.534597,2020-04-10
가로등,3y효창원길2-3,,2016-01-15,126.961951,37.544443,2020-04-10
가로등,한강진길3-003,독서당로 51,2016-01-19,127.006719,37.532708,2020-04-10
가로등,원효로3-003,원효로 163,2016-01-18,126.960872,37.535169,2020-04-10
