연 번,건물유형,주  소,위   치,관리번호
603,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-8
604,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-9
605,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-10
606,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-11
607,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-12
608,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-1A
609,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-1B
610,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-1C
611,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-1D
612,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-1E
613,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-1F
614,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-1G
615,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-1H
616,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-1I
617,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-1J
618,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-1K
619,가로등등주,홍은동 415-42,모래내설농탕 월편,모래내로 3-1L
620,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-1
621,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-2
622,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-3
623,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-4
624,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-5
625,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-6
626,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-7
627,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-8
628,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-9
629,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-10
630,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-11
631,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-12
632,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-13
633,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-14
634,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-15
635,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-16
636,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-17
637,가로등등주,홍은동 273-10,홍은2동주민센터 앞,모래내로 4-18
638,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-1
639,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-2
640,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-3
641,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-4
642,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-5
643,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-6
644,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-7
645,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-8
646,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-9
647,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-10
648,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-11
649,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-12
650,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-13
651,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-14
652,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-15
653,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-16
654,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-17
655,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-18
656,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-19
657,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-20
658,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-21
659,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-22
660,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-23
661,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-24
662,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-25
663,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-26
664,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-27
665,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-28
666,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-29
667,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-30
668,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-31
669,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-32
670,가로등등주,홍제동 320-13,홍제어울림＠107동 월편,모래내로 5-33
671,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-1
672,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-2
673,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-3
674,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-4
675,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-5
676,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-6
677,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-7
678,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-8
679,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-9
680,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10
681,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10A
682,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10B
683,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10C
684,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10D
685,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10E
686,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10F
687,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10G
688,가로등등주,홍은동 273-6,서대문등기소 앞,모래내로 6-10H
689,가로등등주,홍은동 280-9,이대후문앞,모래내로 7 표찰무
690,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-1
691,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-2
692,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-3
693,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-4
694,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-5
695,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-6
696,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-7
697,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-8
698,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-9
699,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-10
700,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-11
701,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-12
702,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-13
703,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-4A
704,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-4B
705,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-4C
706,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-4D
707,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-4E
708,가로등등주,홍은동 280-9,이대후문앞,모래내로 7-4F
709,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-1
710,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-10
711,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-11
712,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-12
713,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-13
714,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-14
715,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-15
716,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-16
717,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-17
718,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-18
719,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-19
720,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-2
721,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-20
722,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-21
723,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-22
724,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-23
725,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-24
726,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-25
727,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-26
728,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-27
729,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-28
730,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-29
731,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-3
732,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-30
733,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-31
734,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-32
735,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-33
736,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-4
737,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-5
738,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-6
739,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-7
740,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-8
741,가로등등주,홍제동 320-13,홍제어울림@107동 월편,모래내로5-9
742,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-1
743,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-2
744,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-3
745,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-4
746,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-5
747,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-6
748,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-7
749,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-8
750,가로등등주,북아현동 129-44,김가혜Hair앞,북아현동길1-9
751,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-15
752,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-16
753,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-17
754,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-18
755,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-19
756,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-21
757,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-22
758,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-23
759,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-24
760,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-25
761,가로등등주,북아현동 1-233,유성한우촌앞,북아현동길2-26
762,가로등등주,북아현동 1-1155,이화여대기숙사앞,북아현동길3-28
763,가로등등주,북아현동 1-1155,이화여대기숙사앞,북아현동길3-29
764,가로등등주,북아현동 1-1155,이화여대기숙사앞,북아현동길3-30
765,가로등등주,북아현동 1-1155,이화여대기숙사앞,북아현동길3-31
766,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-1
767,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-2
768,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-3
769,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-4
770,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-5
771,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-6
772,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-7
773,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-8
774,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-9
775,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-10
776,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-11
777,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-12
778,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-13
779,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-14
780,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-15
781,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-16
782,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-17
783,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-18
784,가로등등주,북아현동 1-1810,북아현로126 앞,북아현동길4-19
785,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-1
786,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-2
787,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-3
788,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-4
789,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-5
790,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-6
791,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-7
792,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-8
793,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-9
794,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-10
795,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-11
796,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-12
797,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-13
798,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-14
799,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로1-15
800,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-16
801,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-3-1/표찰무1
802,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-3-1/표찰무2
803,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-3-1/표찰무3
804,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-3-1/표찰무4
805,가로등등주,북아현동 240-2,e편한세상106동앞,북아현로1-3-1/표찰무5
806,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-1
807,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-2
808,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-3
809,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-4
810,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-5
811,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-6
812,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-7
813,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-8
814,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-9
815,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-10
816,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-11
817,가로등등주,북아현동 176-48,추계예술대학교,북아현로11길1-12
818,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-1
819,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-2
820,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3
821,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-4
822,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-5
823,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-6
824,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-7
825,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-8
826,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-9
827,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-10
828,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-11
829,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-12
830,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-13
831,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-14
832,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-15
833,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-16
834,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-17
835,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-18
836,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-19
837,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-20
838,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-21
839,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-22
840,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-23
841,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-24
842,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-25
843,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-26
844,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-27
845,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-28
846,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-29
847,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-30
848,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-31
849,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-1
850,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-2
851,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-3
852,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-4
853,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-5
854,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-6
855,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-7
856,가로등등주,북아현동 160-6,e편한세상204동앞,북아현로2-3-1/표찰무
857,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-1
858,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-2
859,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-3
860,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-4
861,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-5
862,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-6
863,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-7
864,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-8
865,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-9
866,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-10
867,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-11
868,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-12
869,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-13
870,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-14
871,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-15
872,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-16
873,가로등등주,북아현동 138-24,e편한세상302동앞,북아현로3-17
874,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-1
875,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-2
876,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-3
877,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-4
878,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-5
879,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-6
880,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-7
881,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-8
882,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-9
883,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-10
884,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-11
885,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-12
886,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-13
887,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-14
888,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-15
889,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-16
890,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-17
891,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-18
892,가로등등주,북아현동 153-25,e편한세상201동앞,북아현로4-19
893,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-1
894,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-2
895,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-3
896,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-4
897,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-5
898,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-6
899,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-12
900,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-12
901,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-14
902,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-15
903,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-16
904,가로등등주,북아현동 168-32,푸르지오202동앞,북아현로5나길1-17
905,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-1
906,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-2
907,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-3
908,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-4
909,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-5
910,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-6
911,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-7
912,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-8
913,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-9
914,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-10
915,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-11
916,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-12
917,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-13
918,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-14
919,가로등등주,북가좌동 350-20,금오적재앞,불광천변길1-15
920,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-1
921,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-2
922,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-3
923,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-4
924,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-5
925,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-6
926,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-7
927,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-8
928,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-9
929,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-10
930,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-11
931,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-12
932,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-13
933,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-14
934,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-15
935,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-16
936,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-17
937,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-18
938,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-19
939,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-20
940,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-21
941,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-22
942,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-23
943,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-24
944,가로등등주,북가좌동 347-26,동승빌딩,불광천변길2-25
945,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-1
946,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-2
947,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-3
948,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-4
949,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-5
950,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-6
951,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-7
952,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-8
953,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-9
954,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-10
955,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-11
956,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-12
957,가로등등주,북가좌동 343-15,한양아트빌앞,불광천변길3-13
958,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-1
959,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-2
960,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-3
961,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-4
962,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-5
963,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-6
964,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-7
965,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-8
966,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-9
967,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-10
968,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-11
969,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-12
970,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-13
971,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-14
972,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-15
973,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-16
974,가로등등주,북가좌동 341-24,명원아트맨션앞,불광천변길4-17
975,가로등등주,북가좌동 341-24,명원아트맨션앞,증가로61
976,가로등등주,북가좌동 341-24,명원아트맨션앞,증가로62
977,가로등등주,북가좌동 341-24,명원아트맨션앞,증가로63
978,가로등등주,북가좌동 341-24,명원아트맨션앞,증가로64
979,가로등등주,북가좌동 341-24,명원아트맨션앞,증가로65
980,가로등등주,충정로2가 6,서대문역교차로,서대문역-버스승차대/표찰무1
981,가로등등주,충정로2가 6,서대문역교차로,서대문역-버스승차대/표찰무2
982,가로등등주,충정로2가 6,서대문역교차로,서대문역-버스승차대/표찰무3
983,가로등등주,충정로2가 6,서대문역교차로,서대문역-버스승차대/표찰무4
984,가로등등주,충정로2가 6,서대문역교차로,서대문역-버스승차대/표찰무5
985,가로등등주,충정로2가 6,서대문역교차로,서대문역-버스승차대/표찰무6
