구분,2020
종로구,9336
중구,8668
용산구,7813
성동구,6256
광진구,4529
동대문구,8293
중랑구,5820
성북구,5658
강북구,4335
도봉구,4595
노원구,9714
은평구,6259
서대문구,6238
마포구,8550
양천구,8177
강서구,9713
구로구,7570
금천구,5712
영등포구,9438
동작구,5950
관악구,5396
서초구,13248
강남구,14245
송파구,14166
강동구,7547
