상세영업상태코드,상세영업상태명,폐업일자,지번주소,사업장명,최종수정일자,데이터갱신일자,공연장형태구분명,최초등록시점
03,폐업,20080313,서울특별시 송파구 잠실동 175-9번지 ,키노6관,20080402093037,2018-08-31 23:59:59.0,영화관,20020530
03,폐업,20080313,서울특별시 송파구 잠실동 175-9번지 ,키노5관,20080402093020,2018-08-31 23:59:59.0,영화관,20020530
03,폐업,20080313,서울특별시 송파구 잠실동 175-9번지 ,키노4관,20080402092955,2018-08-31 23:59:59.0,영화관,20020530
03,폐업,20080313,서울특별시 송파구 잠실동 175-9번지 ,키노3관,20080402092930,2018-08-31 23:59:59.0,영화관,20020530
03,폐업,20080313,서울특별시 송파구 잠실동 175-9번지 ,키노2관,20080402092859,2018-08-31 23:59:59.0,영화관,20020530
03,폐업,20080429,서울특별시 송파구 잠실동 40-1번지 ,롯데월드시네마2관,20080514143929,2018-08-31 23:59:59.0,영화관,20020309
03,폐업,20101101,서울특별시 강동구 성내동 48-1번지 ,한일시네마 4관,20101105160208,2018-08-31 23:59:59.0,영화관,20000616
03,폐업,20100907,서울특별시 강동구 성내동 48-1번지 ,한일시네마 3관,20100907093622,2018-08-31 23:59:59.0,영화관,19980123
03,폐업,20101101,서울특별시 강동구 성내동 48-1번지 ,한일시네마 2관,20101105160132,2018-08-31 23:59:59.0,영화관,19920724
03,폐업,20101101,서울특별시 강동구 성내동 48-1번지 ,한일시네마 1관,20101105160112,2018-08-31 23:59:59.0,영화관,19920724
03,폐업,20090723,서울특별시 강동구 암사동 501-9번지 반달길 65 ,암사시네마3관,20090724094915,2018-08-31 23:59:59.0,영화관,20080918
03,폐업,20090723,서울특별시 강동구 암사동 501-9번지 반달길 65 ,암사시네마 4관,20090724094845,2018-08-31 23:59:59.0,영화관,20080918
03,폐업,20090723,서울특별시 강동구 암사동 501-9번지 반달길 65 ,암사시네마 2관,20090724094820,2018-08-31 23:59:59.0,영화관,20080918
03,폐업,20090723,서울특별시 강동구 암사동 501-9번지 반달길 65 ,암사시네마 1관,20090724094753,2018-08-31 23:59:59.0,영화관,20080918
03,폐업,20101101,서울특별시 강동구 성내동 48-1번지 ,한일시네마 5관,20101105160225,2018-08-31 23:59:59.0,영화관,20000616
03,폐업,20101101,서울특별시 강동구 성내동 48-1번지 ,한일시네마 3관,20101105160153,2018-08-31 23:59:59.0,영화관,20000616
