인허가일자,상세영업상태명,폐업일자,주소,사업장명,업태구분명
20070803,영업,29991231,서울특별시 성북구 길음동 1176번지 ,은행나무어린이집,어린이집
20080221,영업,29991231,서울특별시 성북구 종암동 3-91번지 ,노블레스타워(미각),사회복지시설
20080312,영업,29991231,서울특별시 성북구 돈암동 636번지 브라운스톤이수아파트 ,아랑유치원,어린이집
20080318,영업,29991231,서울특별시 성북구 동선동3가 249-1번지 ,성신여자대학교기숙사,학교
20080411,영업,29991231,서울특별시 성북구 정릉동 175-5번지 번지 ,짐랜드어린이집,어린이집
20050822,영업,29991231,서울특별시 성북구 정릉동 771-3번지 ,개동유치원,어린이집
20140620,영업,29991231,서울특별시 성북구 하월곡동 59-2번지 영광플라자 305호,에스엔피어학원,산업체
20180821,영업,29991231,서울특별시 성북구 안암동2가 140-4번지 안암어린이집 ,안암어린이집,어린이집
20200116,영업,29991231,서울특별시 성북구 보문동3가 168-2번지 지상1층 ,은영어린이집,어린이집
20200220,영업,29991231,서울특별시 성북구 돈암동 644번지 돈암코오롱하늘채 ,돈암하늘채어린이집,어린이집
20140626,폐업,20170517,서울특별시 성북구 정릉동 643-1번지 ,바다의별어린이집,집단급식소
20120618,폐업,20190703,서울특별시 성북구 정릉동 1021번지 정릉대우아파트 102동 103호,청아어린이집,어린이집
20050608,폐업,20190715,서울특별시 성북구 길음동 1281-7번지 ,길음빛어린이집,어린이집
20050613,폐업,20180820,서울특별시 성북구 안암동2가 140-4번지 ,안암어린이집,어린이집
20050816,폐업,20170517,서울특별시 성북구 보문동4가 4번지 ,동선유치원,집단급식소
20050819,폐업,20180530,서울특별시 성북구 보문동3가 168-2번지 ,은영유치원,어린이집
20050822,폐업,20190902,서울특별시 성북구 안암동3가 131-4번지 ,영암유치원,어린이집
20050822,폐업,20170912,서울특별시 성북구 장위동 219-48번지 ,한마음유치원,어린이집
20030321,폐업,20181114,서울특별시 성북구 정릉동 16-46번지 ,대일관광고등학교,학교
20130917,폐업,20190830,서울특별시 성북구 하월곡동 222번지 두산위브@관리동1층 ,두산비쥬어린이집,어린이집
20130927,폐업,20190507,서울특별시 성북구 정릉동 685-2번지 ,정원어린이집,어린이집
20131002,폐업,20190315,서울특별시 성북구 동선동1가 85-16번지 ,성일어린이집,어린이집
20140127,폐업,20190717,서울특별시 성북구 하월곡동 222-5번지 ,월곡종합사회복지관,사회복지시설
20050628,폐업,20170529,서울특별시 성북구 종암동 80-4번지 ,초록새나무어린이집,집단급식소
19950408,폐업,20171205,서울특별시 성북구 안암동5가 126-28번지 ,고대의과대학식당,학교
20110728,폐업,20191015,서울특별시 성북구 종암동 133번지 래미안종암2차아파트 관리동 ,우주래미안어린이집,어린이집
20140613,폐업,20190402,서울특별시 성북구 동선동3가 206번지 ,한울안어린이집,어린이집
20040914,폐업,20190305,서울특별시 성북구 삼선동1가 303번지 ,삼선어린이집,어린이집
20040914,폐업,20190313,서울특별시 성북구 정릉동 506-37번지 ,아리랑어린이집,어린이집
20170515,폐업,20170901,서울특별시 성북구 삼선동3가 115-3번지 ,삼선교어린이집,어린이집
20180612,폐업,20200116,서울특별시 성북구 보문동3가 168-2번지 ,은영어린이집,어린이집
20141128,폐업,20190313,서울특별시 성북구 돈암동 413-79번지 ,서울베네딕도유치원,어린이집
20150331,폐업,20170519,서울특별시 성북구 정릉동 772-1번지 ,원정어린이집,집단급식소
20120717,폐업,20170315,서울특별시 강북구 번동 461-68번지 ,새한빛병원,병원
20150429,폐업,20180316,서울특별시 성북구 보문동6가 175-1번지 ,보문제일어린이집,어린이집
20150625,폐업,20170515,서울특별시 성북구 삼선동3가 115-3번지 ,삼선교어린이집,어린이집
20120628,폐업,20170201,서울특별시 성북구 길음동 1284번지 삼성래미안아파트 관리동 ,꿈터어린이집,집단급식소
20041005,폐업,20180131,서울특별시 성북구 돈암동 6-12번지 ,영암어린이집,어린이집
20160331,폐업,20190617,서울특별시 성북구 상월곡동 산 1-1번지 ,본심어린이집,어린이집
20160331,폐업,20180129,서울특별시 성북구 석관동 336-15번지 ,구립나리어린이집,어린이집
20161221,폐업,20191129,서울특별시 성북구 장위동 231-46번지 ,영천유치원,어린이집
20180226,폐업,20180608,서울특별시 성북구 정릉동 694번지 사랑교회 ,사랑지역아동센터,사회복지시설
20020329,폐업,20181119,서울특별시 성북구 상월곡동 24-348번지 ,성북문화정보도서관 구내식당,공공기관
20191001,폐업,20200305,서울특별시 성북구 종암동 79-204번지 종암교회 ,예린유치원,어린이집
20190214,폐업,20190905,서울특별시 성북구 장위동 230-186번지 ,국공립 푸른샘어린이집,어린이집
20150714,폐업,20170803,서울특별시 성북구 종암동 70-110번지 ,종암중앙어린이집,사회복지시설
20130902,폐업,20180628,서울특별시 성북구 종암동 134번지 래미안라센트아파트 관리동 ,킨더트리 어린이집,어린이집
20170102,폐업,20180831,서울특별시 성북구 길음동 504-1번지 ,삼성물산(길음2 재개발 현장),산업체
20130905,폐업,20190424,서울특별시 성북구 석관동 193-8번지 ,노란민들레어린이집,어린이집
20140311,폐업,20180416,서울특별시 성북구 길음동 1286번지 ,길음성가어린이집,어린이집
20140313,폐업,20181029,서울특별시 성북구 보문동2가 65번지 ,서울남원장학숙구내식당,기타 집단급식소
20170629,폐업,20190718,서울특별시 성북구 보문동2가 56-8번지 ,신중앙어린이집,어린이집
20170714,폐업,20180720,서울특별시 성북구 종암동 3-1250번지 ,청운어린이집,어린이집
20170802,폐업,20190828,서울특별시 성북구 하월곡동 39-1번지 ,KIST(키스트)숲속어린이집,어린이집
20170901,폐업,20200428,서울특별시 성북구 삼선동3가 115-3번지 ,국공립삼선교어린이집,어린이집
20171106,폐업,20180412,서울특별시 성북구 종암동 70-110번지 ,종암중앙어린이집,어린이집
20180129,폐업,20190430,서울특별시 성북구 석관동 336-15번지 석관제일어린이집 ,구립 나리어린이집,어린이집
20140411,폐업,20180612,서울특별시 성북구 보문동3가 168-2번지 ,은영어린이집,어린이집
20140515,폐업,20170626,서울특별시 성북구 종암동 78-78번지 ,아랑어린이집,집단급식소
20140528,폐업,20181123,서울특별시 성북구 정릉동 산 1-293번지 ,정릉종합사회복지관,사회복지시설
20180508,폐업,20190308,서울특별시 성북구 장위동 319번지 꿈의숲코오롱하늘채아파트 ,코오롱하늘채어린이집,어린이집
20160311,폐업,20180801,서울특별시 성북구 상월곡동 62번지 ,아트어린이집,어린이집
20181205,폐업,20190510,서울특별시 성북구 종암동 134번지 래미안라센트 ,킨더트리어린이집,어린이집
20061027,폐업,20181030,서울특별시 성북구 보문동7가 105-3번지 ,보문효사랑요양병원,병원
20050916,폐업,20170512,서울특별시 성북구 상월곡동 86-1번지 ,동덕여자대학교부속유치원,집단급식소
20060413,폐업,20170324,서울특별시 성북구 정릉동 266-441번지 ,연꽃어린이집,집단급식소
20100118,폐업,20190924,서울특별시 성북구 종암동 66-14번지 ,시립성북노인종합복지관,사회복지시설
20071203,폐업,20200527,서울특별시 성북구 동선동2가 1-2번지 ,다윗어린이집,어린이집
20050822,폐업,20190930,서울특별시 성북구 종암동 79-213번지 ,예린유치원,어린이집
20180801,폐업,20190401,서울특별시 성북구 상월곡동 62번지 ,아트어린이집,어린이집
20191211,영업,29991231,서울특별시 강북구 우이동 52-5번지 우이동어린이집 ,구립우이동어린이집,어린이집
20191024,영업,29991231,서울특별시 강북구 번동 105-1번지 ,꿈의숲요양병원,병원
20191108,영업,29991231,서울특별시 강북구 번동 237번지 번동주공아파트 ,번동3단지종합사회복지관,사회복지시설
20191122,영업,29991231,서울특별시 강북구 미아동 133-7번지 해맞이어린이집 ,구립해맞이어린이집,어린이집
20191122,영업,29991231,서울특별시 강북구 수유동 554-43번지 구립 다솜어린이집 ,구립다솜어린이집,어린이집
20191226,영업,29991231,서울특별시 강북구 미아동 749-25번지 삼양동 종합복지센터 ,삼양동종합복지센터,사회복지시설
20140530,영업,29991231,서울특별시 강북구 번동 437-17번지 ,꿈나무키즈어린이집,어린이집
20140710,영업,29991231,서울특별시 강북구 수유동 252-185번지 ,조은어린이집,어린이집
20150226,영업,29991231,서울특별시 강북구 미아동 471-2번지 ,영훈고등학교,학교
20150714,영업,29991231,서울특별시 강북구 수유동 52-21번지 ,운산유치원,어린이집
20151204,영업,29991231,서울특별시 강북구 수유동 535-12번지 ,봄날북한산 요양원,사회복지시설
19900302,영업,29991231,서울특별시 강북구 번동 375-0번지 ,한성운수,산업체
20050616,영업,29991231,서울특별시 강북구 번동 461-66번지 ,주영광어린이집,어린이집
20050616,영업,29991231,서울특별시 강북구 수유동 221-20번지 ,짐랜드어린이집,어린이집
20050826,영업,29991231,서울특별시 강북구 수유동 205번지 수유벽산아파트 ,성실유치원,어린이집
20050907,영업,29991231,서울특별시 강북구 미아동 1354번지 벽산라이브파크 ,솔샘유치원,어린이집
20050914,영업,29991231,서울특별시 강북구 번동 234-3번지 ,꿈동산유치원,어린이집
20050922,영업,29991231,서울특별시 강북구 수유동 553-61번지 신극동유치원 ,신극동유치원,어린이집
20040424,영업,29991231,서울특별시 강북구 미아동 124-2번지 (지상1층) ,서울애화학교,학교
20040913,영업,29991231,서울특별시 강북구 미아동 1353-10번지 서울삼각산초등학교서울삼각산중학교 ,서울삼각산초등학교,학교
20050307,영업,29991231,서울특별시 강북구 수유동 355-8번지 ,인수동 어린이집,어린이집
20050614,영업,29991231,서울특별시 강북구 번동 155-5번지 ,자연어린이집,어린이집
20050614,영업,29991231,서울특별시 강북구 수유동 269-28번지 ,나이팅게일어린이집,어린이집
20050614,영업,29991231,서울특별시 강북구 미아동 791-1618번지 ,세종어린이집,어린이집
20050307,영업,29991231,서울특별시 강북구 미아동 301-10번지 ,요한어린이집,어린이집
20090317,영업,29991231,서울특별시 강북구 미아동 837-734번지 미양중.고등학교 ,미양고등학교,학교
20090611,영업,29991231,서울특별시 강북구 수유동 399-23번지 ,강북노인전문요양원,사회복지시설
20091026,영업,29991231,서울특별시 강북구 우이동 94-10번지 ,아이꿈터어린이집,어린이집
20020319,영업,29991231,서울특별시 강북구 번동 456번지 ,서울수송초등학교,학교
20020403,영업,29991231,서울특별시 강북구 수유동 551번지 ,인수중학교,학교
20020426,영업,29991231,서울특별시 강북구 수유동 468-305번지 지상1층 ,서울정인학교,학교
20030523,영업,29991231,서울특별시 강북구 미아동 1357-11번지 ,삼각산중학교,학교
20091109,영업,29991231,서울특별시 강북구 미아동 3-8번지 ,예원어린이집,어린이집
20091202,영업,29991231,서울특별시 강북구 미아동 189-6번지 지하1층 ,포근한요양병원,병원
20100303,영업,29991231,서울특별시 강북구 수유동 31-10번지 (방아리길 9) ,아이맘어린이집,어린이집
20100326,영업,29991231,서울특별시 강북구 번동 463-44번지 ,서울현대병원,병원
20100408,영업,29991231,서울특별시 강북구 우이동 100-36번지 ,솔밭어린이집,어린이집
20001011,영업,29991231,서울특별시 강북구 수유동 122-0번지 ,서울시립강북노인종합복지관,사회복지시설
20001208,영업,29991231,서울특별시 강북구 수유동 484-21번지 ,한빛맹학교,학교
20010313,영업,29991231,서울특별시 강북구 수유동 468-43번지 ,혜화여자고등학교,학교
20020318,영업,29991231,서울특별시 강북구 번동 456-1번지 ,수송중학교,학교
20121026,영업,29991231,서울특별시 강북구 미아동 760-1번지 ,예원유치원,어린이집
20121218,영업,29991231,서울특별시 강북구 번동 239번지 지하1층 ,(주)젬코쥬얼리,산업체
20130114,영업,29991231,서울특별시 강북구 미아동 812-1번지 삼양제일교회 ,삼양제일어린이집,어린이집
20130122,영업,29991231,서울특별시 강북구 수유동 338-5번지 ,사회복지법인 운가자비원,사회복지시설
19990618,영업,29991231,서울특별시 강북구 미아동 791-1932번지 (삼양새싹길 14) ,서울삼양초등학교,학교
19990928,영업,29991231,서울특별시 강북구 미아동 471-2번지 912 ,영훈국제중학교,학교
19991011,영업,29991231,서울특별시 강북구 미아동 327-5번지 ,도봉세무서,공공기관
19991014,영업,29991231,서울특별시 강북구 수유동 520-0번지 ,국립재활원(직원식당),병원
19991015,영업,29991231,서울특별시 강북구 미아동 137-26번지 ,서울병원,병원
19991021,영업,29991231,서울특별시 강북구 수유동 409-6번지 ,우이초등학교,학교
19991021,영업,29991231,서울특별시 강북구 미아동 304-7번지 ,성신병원,병원
20000306,영업,29991231,서울특별시 강북구 미아동 837-687번지 ,미양초등학교,학교
20170904,영업,29991231,서울특별시 강북구 우이동 320번지 ,우이신설경전철운영 주식회사,산업체
20180302,영업,29991231,서울특별시 강북구 수유동 95-6번지 라이프 호텔 ,평택시청 장학관,기숙사
20180327,영업,29991231,서울특별시 강북구 미아동 317-1번지 서울컨벤션웨딩홀 ,강북 휴 요양병원,병원
20000309,영업,29991231,서울특별시 강북구 수유동 491-28번지 ,화계중학교,학교
20050307,영업,29991231,서울특별시 강북구 미아동 87-141번지 ,탐구어린이집,어린이집
20050309,영업,29991231,서울특별시 강북구 수유동 118-1번지 화계유치원 ,화계유치원,어린이집
20050310,영업,29991231,서울특별시 강북구 미아동 258-733번지 ,구립 율곡 어린이집,어린이집
20050317,영업,29991231,서울특별시 강북구 우이동 139-10번지 ,제일어린이집,어린이집
20050317,영업,29991231,서울특별시 강북구 미아동 791-469번지 구립삼양어린이집 ,구립삼양어린이집,어린이집
20050317,영업,29991231,서울특별시 강북구 미아동 1356-1번지 송중동어린이집 ,구립송중동어린이집,어린이집
20050318,영업,29991231,서울특별시 강북구 미아동 791-3784번지 ,미아2동어린이집,어린이집
20050614,영업,29991231,서울특별시 강북구 수유동 484번지 ,솔로몬영재어린이집,어린이집
20050614,영업,29991231,서울특별시 강북구 미아동 791-1873번지 ,구립초록나라어린이집,어린이집
20050614,영업,29991231,서울특별시 강북구 수유동 730번지 삼성@ 단지내 ,삼성어린이집,어린이집
20050614,영업,29991231,서울특별시 강북구 우이동 46-2번지 ,한둘어린이집,어린이집
20050318,영업,29991231,서울특별시 강북구 번동 241번지 주공@ 202동 ,삼동어린이집,어린이집
20050318,영업,29991231,서울특별시 강북구 번동 520번지 ,번2동어린이집,어린이집
20050318,영업,29991231,서울특별시 강북구 미아동 403-44번지 ,구립송천동어린이집,어린이집
20050321,영업,29991231,서울특별시 강북구 미아동 791-2119번지 ,구립 아람 어린이집,어린이집
20050324,영업,29991231,서울특별시 강북구 미아동 1353번지 SK단지내 ,하나유치원,어린이집
19900302,영업,29991231,서울특별시 강북구 우이동 178-1번지 ,삼양교통,산업체
19900302,영업,29991231,서울특별시 강북구 수유동 45-7번지 ,대한병원,병원
19900302,영업,29991231,서울특별시 강북구 수유동 484-21번지 ,한빛맹아원,사회복지시설
19900302,영업,29991231,서울특별시 강북구 우이동 178-2번지 ,영신여객,산업체
20130325,영업,29991231,서울특별시 강북구 수유동 31-16번지 ,지성어린이집,어린이집
20130328,영업,29991231,서울특별시 강북구 번동 468-49번지 ,예찬어린이집,어린이집
20130412,영업,29991231,서울특별시 강북구 미아동 474-2번지 ,무지개유아스쿨어린이집,어린이집
20100820,영업,29991231,서울특별시 강북구 미아동 813번지 삼성래미안1차 APT 관리동 1층 ,키즈래미안어린이집,어린이집
20110215,영업,29991231,서울특별시 강북구 우이동 16-4번지 ,농협문화복지재단 농협장학관,산업체
20110224,영업,29991231,서울특별시 강북구 미아동 147번지 ,성신여자대학교 운정그린캠퍼스,학교
20110302,영업,29991231,서울특별시 강북구 미아동 812-4번지 삼각산고등학교 ,삼각산고등학교,학교
19900302,영업,29991231,서울특별시 강북구 수유동 535-244번지 선일교통(주) ,선일교통,산업체
19900302,영업,29991231,서울특별시 강북구 수유동 192-59번지 ,강북구청후생복지원,공공기관
20130503,영업,29991231,서울특별시 강북구 미아동 1357-5번지 ,구립 샛별어린이집,어린이집
20130516,영업,29991231,서울특별시 강북구 번동 241번지 ,번동2단지종합사회복지관,사회복지시설
20130530,영업,29991231,서울특별시 강북구 미아동 791-1509번지 ,구세군강북종합사회복지관,사회복지시설
20000518,영업,29991231,서울특별시 강북구 번동 231-0번지 ,번동중학교,학교
20000607,영업,29991231,서울특별시 강북구 수유동 694-0번지 ,강북중학교,학교
19920527,영업,29991231,서울특별시 강북구 미아동 471-2번지 ,영훈초등학교,학교
19930403,영업,29991231,서울특별시 강북구 수유동 535-353번지 ,통일교육원,공공기관
19941221,영업,29991231,서울특별시 강북구 수유동 47-7번지 ,신일병원,병원
19970820,영업,29991231,서울특별시 강북구 번동 232-0번지 ,강북보건소,공공기관
19980131,영업,29991231,서울특별시 강북구 우이동 92-0번지 ,메리츠화재해상보험(주)연수원,산업체
19980603,영업,29991231,서울특별시 강북구 미아동 8-16번지 ,창문여자중고등학교,학교
19990114,영업,29991231,서울특별시 강북구 번동 248-0번지 ,서울오현초등학교,학교
19990118,영업,29991231,서울특별시 강북구 번동 236-0번지 ,번동초등학교,학교
20130605,영업,29991231,서울특별시 강북구 미아동 197-1번지 ,강북구청(미아동복합청사),공공기관
20131104,영업,29991231,서울특별시 강북구 미아동 198-54번지 ,강북실버종합복지센터,사회복지시설
20060329,영업,29991231,서울특별시 강북구 수유동 192-59번지 ,강북구청어린이집,어린이집
20060725,영업,29991231,서울특별시 강북구 수유동 696-6번지 ,구립수유2동어린이집,어린이집
20060728,영업,29991231,서울특별시 강북구 미아동 67-1번지 ,햇빛병원,병원
20060811,영업,29991231,서울특별시 강북구 수유동 659-28번지 ,동화나라어린이집,어린이집
20060901,영업,29991231,서울특별시 강북구 수유동 520번지 ,국립재활원(환자식당),병원
20061128,영업,29991231,서울특별시 강북구 번동 432-5번지 ,서울지방고용노동청서울북부지청,공공기관
20050525,영업,29991231,서울특별시 강북구 수유동 468-147번지 ,수유1동어린이집,어린이집
20050610,영업,29991231,서울특별시 강북구 수유동 543-1번지 ,백운교회어린이집,어린이집
20050613,영업,29991231,서울특별시 강북구 미아동 791-1509번지 ,구세군강북어린이집,어린이집
20050613,영업,29991231,서울특별시 강북구 미아동 1353번지 SK북한산@ 복지회관2층 ,비테에어린이집,어린이집
20050613,영업,29991231,서울특별시 강북구 수유동 472-236번지 ,신기어린이집,어린이집
20050613,영업,29991231,서울특별시 강북구 미아동 345-1번지 ,별밭어린이집,어린이집
20050613,영업,29991231,서울특별시 강북구 미아동 3-878번지 ,효성어린이집,어린이집
20050613,영업,29991231,서울특별시 강북구 번동 177-2번지 ,꼬꼬마어린이집,어린이집
20050614,영업,29991231,서울특별시 강북구 수유동 56-170번지 ,나나어린이집,어린이집
20050614,영업,29991231,서울특별시 강북구 미아동 760-3번지 ,강북솔로몬어린이집,어린이집
20050614,영업,29991231,서울특별시 강북구 수유동 392-54번지 ,예지원어린이집,어린이집
20061219,영업,29991231,서울특별시 강북구 미아동 70-6번지 ,롯데백화점 미아점,산업체
20070515,영업,29991231,서울특별시 강북구 번동 415-15번지 서울강북경찰서 ,서울강북경찰서,공공기관
20071108,영업,29991231,서울특별시 강북구 미아동 127-5번지 ,서울특별시성북교육청,공공기관
20050613,영업,29991231,서울특별시 강북구 번동 148-308번지 ,동양어린이집,어린이집
19990205,영업,29991231,서울특별시 강북구 수유동 466-52번지 ,유현초등학교,학교
20180518,영업,29991231,서울특별시 강북구 미아동 321-12번지 ,구립 큰마을 어린이집,어린이집
20180719,영업,29991231,서울특별시 강북구 수유동 410-39번지 길재활요양원 ,길재활요양원,사회복지시설
20160610,영업,29991231,서울특별시 강북구 수유동 172-147번지 ,새시대유치원,어린이집
20121023,영업,29991231,서울특별시 강북구 수유동 188-1번지 ,강북우리들병원,병원
19990206,영업,29991231,서울특별시 강북구 우이동 103-9번지 ,서라벌중학교,학교
19990208,영업,29991231,서울특별시 강북구 미아동 127-2번지 ,화계초등학교,학교
19990303,영업,29991231,서울특별시 강북구 미아동 193-1번지 ,신일중고등학교,학교
19990306,영업,29991231,서울특별시 강북구 미아동 320-1번지 ,성암여자중.국제무역고등학교,학교
19990319,영업,29991231,서울특별시 강북구 미아동 94-1번지 ,송중초등학교,학교
19990320,영업,29991231,서울특별시 강북구 수유동 55-5번지 ,수유초등학교,학교
19990331,영업,29991231,서울특별시 강북구 미아동 438-0번지 ,송천초등학교,학교
19990521,영업,29991231,서울특별시 강북구 수유동 491-61번지 수유중학교 ,수유중학교,학교
20080122,영업,29991231,서울특별시 강북구 번동 464-1번지 테마빌딩 3층 ,정인노인전문병원,병원
20080411,영업,29991231,서울특별시 강북구 미아동 317-3번지 ,민병원,병원
20080411,영업,29991231,서울특별시 강북구 수유동 246-3번지 ,푸른솔어린이집,어린이집
20080415,영업,29991231,서울특별시 강북구 번동 148-7번지 ,청화어린이집,어린이집
20080514,영업,29991231,서울특별시 강북구 미아동 734-108번지 지하1층 ,효성요양병원,병원
20081110,영업,29991231,서울특별시 강북구 수유동 560-17번지 ,유안유치원,어린이집
20090224,영업,29991231,서울특별시 강북구 미아동 127-7번지 ,KT강북지사,산업체
20110817,영업,29991231,서울특별시 강북구 수유동 208-79번지 ,아이스타어린이집,어린이집
20110905,영업,29991231,서울특별시 강북구 미아동 158-73번지 ,해원어린이집,어린이집
20110919,영업,29991231,서울특별시 강북구 미아동 1359번지 ,롯데쇼핑(주) 롯데마트 삼양점,산업체
20110920,영업,29991231,서울특별시 강북구 미아동 328-72번지 ,동심어린이집,어린이집
20111223,영업,29991231,서울특별시 강북구 미아동 193-15번지 ,서울사이버대학교,학교
20121012,영업,29991231,서울특별시 강북구 미아동 812번지 ,트리베라 어린이집,어린이집
20160819,영업,29991231,서울특별시 강북구 번동 306-12번지 ,강북장애인종합복지관,사회복지시설
20160829,영업,29991231,서울특별시 강북구 미아동 8-6번지 ,창문유치원,어린이집
20161024,영업,29991231,서울특별시 강북구 수유동 182-1번지 ,사단법인 이한우리봉사회,사회복지시설
20170316,영업,29991231,서울특별시 강북구 번동 461-68번지 ,북서울 요양병원,병원
20190829,영업,29991231,서울특별시 강북구 번동 230번지 번동주공5단지아파트 ,번동5단지종합사회복지관,사회복지시설
20190524,영업,29991231,서울특별시 강북구 번동 459-74번지 평강어린이집 ,구립번동 어린이집,어린이집
20190527,영업,29991231,서울특별시 강북구 미아동 791-1252번지 서울효정학교 ,서울효정학교,학교
20190523,영업,29991231,서울특별시 강북구 수유동 185-20번지 인보성체수도회 ,성체유치원,기타 집단급식소
20190329,영업,29991231,서울특별시 강북구 수유동 535-380번지 강북청소년센터 ,시립강북청소년센터,수련원
20181212,영업,29991231,서울특별시 강북구 수유동 545-3번지 강북구장애인회관 ,강북구 장애인단체 총 연합회,기타 집단급식소
20180918,영업,29991231,서울특별시 강북구 수유동 56-85번지 새롬어린이집 ,새롬 어린이집,어린이집
20180510,영업,29991231,서울특별시 강북구 미아동 1353-4번지 순복음 새서울교회 ,새서울 어린이집,어린이집
19990118,영업,29991231,서울특별시 강북구 수유동 551-19번지 (인수새싹길 1) ,인수초등학교,학교
20050613,영업,29991231,서울특별시 강북구 미아동 126-31번지 ,초롱어린이집,어린이집
20200421,영업,29991231,서울특별시 강북구 번동 365-1번지 북부수도사업소 ,북부수도사업소,산업체
20200221,영업,29991231,서울특별시 강북구 미아동 3-19번지 꿈의숲 효성해링턴플레이스 ,구립꿈의숲해링턴어린이집,어린이집
20200312,영업,29991231,서울특별시 강북구 미아동 304-3번지 Y빌딩 ,강북으뜸병원,병원
20050614,폐업,20190617,서울특별시 강북구 수유동 472-29번지 ,꿈나무어린이집,어린이집
20160107,폐업,20170911,서울특별시 강북구 수유동 47-11번지 ,푸른요양원,사회복지시설
20141022,폐업,20180531,서울특별시 강북구 수유동 332-10번지 ,앙팡어린이집,어린이집
20050614,폐업,20180510,서울특별시 강북구 미아동 1353-4번지 ,새서울어린이집,어린이집
20081112,폐업,20200309,서울특별시 강북구 미아동 53-1번지 ,동명유치원,어린이집
20110527,폐업,20171011,서울특별시 강북구 수유동 445-63번지 (인수봉로56길30) ,아이키즈 어린이집,어린이집
20110719,폐업,20190319,서울특별시 강북구 미아동 760-3번지 ,초록아이어린이집,어린이집
20120806,폐업,20190523,서울특별시 강북구 수유동 185-20번지 ,성체유치원,어린이집
20170616,폐업,20180621,서울특별시 강북구 미아동 3-29번지 ,꿈꾸는 유치원,어린이집
20050615,폐업,20190401,서울특별시 강북구 번동 459-74번지 ,평강어린이집,어린이집
20050615,폐업,20180202,서울특별시 강북구 미아동 703-6번지 ,성문서머힐어린이집,어린이집
20050624,폐업,20180705,서울특별시 강북구 미아동 837번지 벽산라이브파크단지내 관리동 1층 ,예능어린이집,어린이집
20050906,폐업,20191209,서울특별시 강북구 수유동 252-142번지 ,경은유치원,어린이집
20060316,폐업,20190329,서울특별시 강북구 수유동 산 20-9번지 (지하1층) ,강북청소년수련관,수련원
20050307,폐업,20191211,서울특별시 강북구 우이동 52-5번지 ,구립 우이동 어린이집,어린이집
20180411,폐업,20191122,서울특별시 강북구 수유동 554-43번지 도담어린이집 ,구립 도담 어린이집,어린이집
20050310,폐업,20200401,서울특별시 강북구 미아동 1357-5번지 삼각산아이원프러스 101호 ,구립삼각산동어린이집,어린이집
20050310,폐업,20191122,서울특별시 강북구 미아동 133-7번지 ,구립 해맞이 어린이집,어린이집
20050321,폐업,20170808,서울특별시 강북구 미아동 258-300번지 ,새롬유치원,어린이집
20130531,폐업,20190829,서울특별시 강북구 번동 230번지 ,번동5단지종합사회복지관,사회복지시설
20130613,폐업,20191108,서울특별시 강북구 번동 237번지 번동3단지아파트 302동 ,번동3단지종합사회복지관,사회복지시설
20131105,폐업,20180314,서울특별시 강북구 번동 242번지 주공1단지내 2층 ,오누이 유치원,어린이집
20060726,폐업,20200128,서울특별시 강북구 수유동 522번지 ,서울영어마을 수유캠프,산업체
20050613,폐업,20180321,서울특별시 강북구 미아동 450-64번지 ,더(THE) 숲 어린이집,어린이집
20191211,영업,29991231,서울특별시 도봉구 방학동 707-7번지 홈플러스데스코㈜방학점 지하1층 ,홈플러스(주)방학점,산업체
20190801,영업,29991231,서울특별시 도봉구 방학동 521-9번지 ,방학3동맑은샘 어린이집,어린이집
20190829,영업,29991231,서울특별시 도봉구 도봉동 381-1번지 사회복지법인 인강원 C동 ,서울도솔학교,학교
20190903,영업,29991231,서울특별시 도봉구 쌍문동 419번지 덕성여자대학교 부속유치원 ,덕성여자대학교 부속유치원,학교
20070119,영업,29991231,서울특별시 도봉구 쌍문동 419번지 덕성여자대학교 언어교육원 (지하1층) ,덕성여자대학교 언어교육원,학교
20070326,영업,29991231,서울특별시 도봉구 창동 821번지 ,이화젠어린이집,어린이집
20070419,영업,29991231,서울특별시 도봉구 쌍문동 138-156번지 (지하1층) ,쌍문3동어린이집,어린이집
20070501,영업,29991231,서울특별시 도봉구 쌍문동 150-1번지 ,정의유치원,어린이집
20070521,영업,29991231,서울특별시 도봉구 창동 788번지 (지상3층) ,구립 창4동 어린이집,어린이집
20070530,영업,29991231,서울특별시 도봉구 방학동 442번지 오산빌딩 (지하1층) ,경희늘푸른노인전문병원,병원
20080201,영업,29991231,서울특별시 도봉구 창동 731-1번지 ,에이치큐브병원,병원
20080319,영업,29991231,서울특별시 도봉구 방학동 731-1번지 ,방학3동 어린이집,어린이집
20080616,영업,29991231,서울특별시 도봉구 도봉동 613-20번지 ,파미유어린이집,어린이집
20080903,영업,29991231,서울특별시 도봉구 쌍문동 54번지 ,행복한유치원,어린이집
20190426,영업,29991231,서울특별시 도봉구 쌍문동 509-1번지 백운빌딩 ,퍼스트요양병원,병원
20190408,영업,29991231,서울특별시 도봉구 창동 307-1번지 ,솔샘유치원,어린이집
20190524,영업,29991231,서울특별시 도봉구 창동 448-8번지 ,산들어린이집,어린이집
20190521,영업,29991231,서울특별시 도봉구 쌍문동 505-11번지 우이동교회복지관 ,지앤지어린이집,어린이집
20190402,영업,29991231,서울특별시 도봉구 방학동 665-6번지 ,가화실버한방병원,병원
