데이터,구,2017년 대비 2018년 증감률,2018년 대비 2019년 증감률
영화관,강남구,-6.67,0.0
영화관,강동구,0.0,0.0
영화관,강북구,0.0,0.0
영화관,강서구,0.0,0.0
영화관,관악구,0.0,0.0
영화관,광진구,20.0,0.0
영화관,구로구,0.0,0.0
영화관,금천구,0.0,0.0
영화관,노원구,0.0,0.0
영화관,도봉구,0.0,0.0
영화관,동대문구,0.0,0.0
영화관,동작구,0.0,0.0
영화관,마포구,-16.67,0.0
영화관,서대문구,0.0,0.0
영화관,서초구,0.0,0.0
영화관,성동구,0.0,50.0
영화관,성북구,0.0,-33.33
영화관,송파구,0.0,0.0
영화관,양천구,0.0,0.0
영화관,영등포구,0.0,0.0
영화관,용산구,-33.33,0.0
영화관,은평구,0.0,0.0
영화관,종로구,-12.5,0.0
영화관,중구,-7.14,-7.69
영화관,중랑구,0.0,0.0
