년,설립일자,학교명,소재지지번주소,소재지도로명주소,위도,경도
2020,19370405,서울청량초등학교,서울특별시 동대문구 회기동 1-1,서울특별시 동대문구 회기로25길 31,37.5923092,127.055908
2020,20060301,서울휘봉초등학교,서울특별시 동대문구 휘경동 49-27,서울특별시 동대문구 장안벚꽃로 309,37.5856776,127.0700419
2020,19610518,경희초등학교,서울특별시 동대문구 회기동 산4-50,서울특별시 동대문구 경희대로 26,37.5939495,127.0548902
2020,19131001,서울삼육초등학교,서울특별시 동대문구 회기동 102-48,서울특별시 동대문구 회기로10길 63,37.5887703,127.0471736
2020,19630416,은석초등학교,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 205,37.5785598,127.0757635
2020,19441112,서울면목초등학교,서울특별시 중랑구 면목동 221,서울특별시 중랑구 면목로 434,37.5906972,127.08728870000002
2020,19831019,서울면남초등학교,서울특별시 중랑구 면목동 583-15,서울특별시 중랑구 면목로30나길 38,37.5772613,127.087667
2020,19910504,서울동원초등학교,서울특별시 중랑구 망우동 216,서울특별시 중랑구 송림길 114,37.6045765,127.1044914
2020,19830905,서울면북초등학교,서울특별시 중랑구 망우동 119,서울특별시 중랑구 용마공원로5길 32,37.5944178,127.1035487
2020,19770301,서울망우초등학교,서울특별시 중랑구 망우동 153-1,서울특별시 중랑구 망우로72길 49,37.59873870000001,127.1038401
2020,19830421,서울면일초등학교,서울특별시 중랑구 망우동 438-2,서울특별시 중랑구 용마산로100길 13,37.5920424,127.0997953
