XÁÂÇ¥(°æµµ),YÁÂÇ¥(À§µµ),ÇÕ°è
126.78015,37.47765,0
126.78015,37.48174999999999,0
126.78015,37.48585,0
126.78015,37.48994999999999,0
126.78015,37.49405,0
126.78015,37.49815,0
126.78015,37.50225,0
126.78015,37.50635,0
126.78015,37.51044999999999,0
126.78015,37.51455,0
126.78015,37.51865,0
126.78015,37.52275,0
126.78015,37.52685,0
126.78015,37.53094999999999,0
126.78015,37.53505,0
126.78015,37.53914999999999,0
126.78015,37.54325,0
126.78015,37.54735,1
126.78015,37.55145,0
126.78015,37.55555,1
126.78015,37.55964999999999,1
126.78015,37.56375,0
126.78015,37.56784999999999,0
126.78015,37.57195,0
126.78015,37.57605,0
126.78015,37.58015,0
126.78015,37.58425,0
126.78015,37.58834999999999,0
126.78015,37.59245,0
126.78015,37.59654999999999,0
126.78015,37.60065,0
126.78015,37.60475,0
126.78015,37.60885,0
126.78015,37.61295,0
126.78015,37.61704999999999,0
126.78015,37.62115,0
126.78015,37.62525,0
126.78015,37.62935,0
126.78015,37.63345,0
126.78015,37.63754999999999,0
126.78015,37.64165,0
126.78015,37.64574999999999,0
126.78015,37.64985,0
126.78015,37.65395,0
126.78015,37.65805,0
126.78015,37.66215,0
126.78015,37.66624999999999,0
126.78015,37.67035,0
126.78015,37.67444999999999,0
126.78015,37.67855,0
126.78015,37.68265,0
126.78015,37.68675,0
126.78015,37.69085,0
126.78015,37.69494999999999,0
126.78015,37.69905,0
126.78015,37.70315,0
126.78015,37.70725,0
126.78015,37.71135,0
126.78015,37.71545,0
126.78605,37.41205,0
126.78605,37.41615,0
126.78605,37.42025,0
126.78605,37.42435,0
126.78605,37.42845,0
126.78605,37.43254999999999,0
126.78605,37.43665,0
126.78605,37.44075,0
126.78605,37.44485,0
126.78605,37.44895,0
126.78605,37.45304999999999,0
126.78605,37.45715,0
126.78605,37.46124999999999,0
126.78605,37.46535,0
126.78605,37.46945,0
126.78605,37.47355,0
126.78605,37.47765,0
126.78605,37.48174999999999,0
126.78605,37.48585,0
126.78605,37.48994999999999,0
126.78605,37.49405,0
126.78605,37.49815,0
126.78605,37.50225,0
126.78605,37.50635,0
126.78605,37.51044999999999,0
126.78605,37.51455,0
126.78605,37.51865,0
126.78605,37.52275,0
126.78605,37.52685,0
126.78605,37.53094999999999,0
126.78605,37.53505,0
126.78605,37.53914999999999,0
126.78605,37.54325,0
126.78605,37.54735,0
126.78605,37.55145,0
126.78605,37.55555,0
126.78605,37.55964999999999,0
126.78605,37.56375,0
126.78605,37.56784999999999,0
126.78605,37.57195,0
126.78605,37.57605,3
126.78605,37.58015,0
126.78605,37.58425,0
126.78605,37.58834999999999,0
126.78605,37.59245,0
126.78605,37.59654999999999,0
126.78605,37.60065,0
126.78605,37.60475,0
126.78605,37.60885,0
126.78605,37.61295,0
126.78605,37.61704999999999,0
126.78605,37.62115,0
126.78605,37.62525,0
126.78605,37.62935,0
126.78605,37.63345,0
126.78605,37.63754999999999,0
126.78605,37.64165,0
126.78605,37.64574999999999,0
126.78605,37.64985,0
126.78605,37.65395,0
126.78605,37.65805,0
126.78605,37.66215,0
126.78605,37.66624999999999,0
126.78605,37.67035,0
126.78605,37.67444999999999,0
126.78605,37.67855,0
126.78605,37.68265,0
126.78605,37.68675,0
126.78605,37.69085,0
126.78605,37.69494999999999,0
126.78605,37.69905,0
126.78605,37.70315,0
126.78605,37.70725,0
126.78605,37.71135,0
126.78605,37.71545,0
126.79195,37.41205,0
126.79195,37.41615,0
126.79195,37.42025,0
126.79195,37.42435,0
126.79195,37.42845,0
126.79195,37.43254999999999,0
126.79195,37.43665,0
126.79195,37.44075,0
126.79195,37.44485,0
126.79195,37.44895,0
126.79195,37.45304999999999,0
126.79195,37.45715,0
126.79195,37.46124999999999,0
126.79195,37.46535,0
126.79195,37.46945,0
126.79195,37.47355,0
126.79195,37.47765,0
126.79195,37.48174999999999,0
126.79195,37.48585,0
126.79195,37.48994999999999,0
126.79195,37.49405,0
126.79195,37.49815,0
126.79195,37.50225,0
126.79195,37.50635,0
126.79195,37.51044999999999,0
126.79195,37.51455,0
126.79195,37.51865,0
126.79195,37.52275,0
126.79195,37.52685,0
126.79195,37.53094999999999,0
126.79195,37.53505,0
126.79195,37.53914999999999,0
126.79195,37.54325,0
126.79195,37.54735,2
126.79195,37.55145,0
126.79195,37.55555,0
126.79195,37.55964999999999,0
126.79195,37.56375,0
126.79195,37.56784999999999,5
126.79195,37.57195,1
126.79195,37.57605,0
126.79195,37.58015,0
126.79195,37.58425,0
126.79195,37.58834999999999,0
126.79195,37.59245,0
126.79195,37.59654999999999,0
126.79195,37.60065,0
126.79195,37.60475,0
126.79195,37.60885,0
126.79195,37.61295,0
126.79195,37.61704999999999,0
126.79195,37.62115,0
126.79195,37.62525,0
126.79195,37.62935,0
126.79195,37.63345,0
126.79195,37.63754999999999,0
126.79195,37.64165,0
126.79195,37.64574999999999,0
126.79195,37.64985,0
126.79195,37.65395,0
126.79195,37.65805,0
126.79195,37.66215,0
126.79195,37.66624999999999,0
126.79195,37.67035,0
126.79195,37.67444999999999,0
126.79195,37.67855,0
126.79195,37.68265,0
126.79195,37.68675,0
126.79195,37.69085,0
126.79195,37.69494999999999,0
126.79195,37.69905,0
126.79195,37.70315,0
126.79195,37.70725,0
126.79195,37.71135,0
126.79195,37.71545,0
126.79785,37.41205,0
126.79785,37.41615,0
126.79785,37.42025,0
126.79785,37.42435,0
126.79785,37.42845,0
126.79785,37.43254999999999,0
126.79785,37.43665,0
126.79785,37.44075,0
126.79785,37.44485,0
126.79785,37.44895,0
126.79785,37.45304999999999,0
126.79785,37.45715,0
126.79785,37.46124999999999,0
126.79785,37.46535,0
126.79785,37.46945,0
126.79785,37.47355,0
126.79785,37.47765,0
126.79785,37.48174999999999,0
126.79785,37.48585,0
126.79785,37.48994999999999,0
126.79785,37.49405,0
126.79785,37.49815,0
126.79785,37.50225,0
126.79785,37.50635,0
126.79785,37.51044999999999,0
126.79785,37.51455,0
126.79785,37.51865,0
126.79785,37.52275,0
126.79785,37.52685,0
126.79785,37.53094999999999,0
126.79785,37.53505,0
126.79785,37.53914999999999,6
126.79785,37.54325,0
126.79785,37.54735,1
126.79785,37.55145,0
126.79785,37.55555,0
126.79785,37.55964999999999,0
126.79785,37.56375,13
126.79785,37.56784999999999,1
126.79785,37.57195,0
126.79785,37.57605,2
126.79785,37.58015,17
126.79785,37.58425,6
126.79785,37.58834999999999,0
126.79785,37.59245,0
126.79785,37.59654999999999,0
126.79785,37.60065,0
126.79785,37.60475,0
126.79785,37.60885,0
126.79785,37.61295,0
126.79785,37.61704999999999,0
126.79785,37.62115,0
126.79785,37.62525,0
126.79785,37.62935,0
126.79785,37.63345,0
126.79785,37.63754999999999,0
126.79785,37.64165,0
126.79785,37.64574999999999,0
126.79785,37.64985,0
126.79785,37.65395,0
126.79785,37.65805,0
126.79785,37.66215,0
126.79785,37.66624999999999,0
126.79785,37.67035,0
126.79785,37.67444999999999,0
126.79785,37.67855,0
126.79785,37.68265,0
126.79785,37.68675,0
126.79785,37.69085,0
126.79785,37.69494999999999,0
126.79785,37.69905,0
126.79785,37.70315,0
126.79785,37.70725,0
126.79785,37.71135,0
126.79785,37.71545,0
126.80375,37.41205,0
126.80375,37.41615,0
126.80375,37.42025,0
126.80375,37.42435,0
126.80375,37.42845,0
126.80375,37.43254999999999,0
126.80375,37.43665,0
126.80375,37.44075,0
126.80375,37.44485,0
126.80375,37.44895,0
126.80375,37.45304999999999,0
126.80375,37.45715,0
126.80375,37.46124999999999,0
126.80375,37.46535,0
126.80375,37.46945,0
126.80375,37.47355,0
126.80375,37.47765,0
126.80375,37.48174999999999,0
126.80375,37.48585,0
126.80375,37.48994999999999,0
126.80375,37.49405,0
126.80375,37.49815,0
126.80375,37.50225,0
126.80375,37.50635,0
126.80375,37.51044999999999,0
126.80375,37.51455,0
126.80375,37.51865,0
126.80375,37.52275,0
126.80375,37.52685,0
126.80375,37.53094999999999,0
126.80375,37.53505,0
126.80375,37.53914999999999,0
126.80375,37.54325,0
126.80375,37.54735,0
126.80375,37.55145,0
126.80375,37.55555,0
126.80375,37.55964999999999,27
126.80375,37.56375,104
126.80375,37.56784999999999,21
126.80375,37.57195,22
126.80375,37.57605,6
126.80375,37.58015,0
126.80375,37.58425,0
126.80375,37.58834999999999,3
126.80375,37.59245,0
126.80375,37.59654999999999,0
126.80375,37.60065,0
126.80375,37.60475,0
126.80375,37.60885,0
126.80375,37.61295,0
126.80375,37.61704999999999,0
126.80375,37.62115,0
126.80375,37.62525,0
126.80375,37.62935,0
126.80375,37.63345,0
126.80375,37.63754999999999,0
126.80375,37.64165,0
126.80375,37.64574999999999,0
126.80375,37.64985,0
126.80375,37.65395,0
126.80375,37.65805,0
126.80375,37.66215,0
126.80375,37.66624999999999,0
126.80375,37.67035,0
126.80375,37.67444999999999,0
126.80375,37.67855,0
126.80375,37.68265,0
126.80375,37.68675,0
126.80375,37.69085,0
126.80375,37.69494999999999,0
126.80375,37.69905,0
126.80375,37.70315,0
126.80375,37.70725,0
126.80375,37.71135,0
126.80375,37.71545,0
126.80965,37.41205,0
126.80965,37.41615,0
126.80965,37.42025,0
126.80965,37.42435,0
126.80965,37.42845,0
126.80965,37.43254999999999,0
126.80965,37.43665,0
126.80965,37.44075,0
126.80965,37.44485,0
126.80965,37.44895,0
126.80965,37.45304999999999,0
126.80965,37.45715,0
126.80965,37.46124999999999,0
126.80965,37.46535,0
126.80965,37.46945,0
126.80965,37.47355,0
126.80965,37.47765,0
126.80965,37.48174999999999,0
126.80965,37.48585,0
126.80965,37.48994999999999,0
126.80965,37.49405,0
126.80965,37.49815,0
126.80965,37.50225,0
126.80965,37.50635,0
126.80965,37.51044999999999,0
126.80965,37.51455,0
126.80965,37.51865,0
126.80965,37.52275,0
126.80965,37.52685,0
126.80965,37.53094999999999,0
126.80965,37.53505,0
126.80965,37.53914999999999,0
126.80965,37.54325,0
126.80965,37.54735,4
126.80965,37.55145,3
126.80965,37.55555,58
126.80965,37.55964999999999,143
126.80965,37.56375,168
126.80965,37.56784999999999,78
126.80965,37.57195,165
126.80965,37.57605,56
126.80965,37.58015,27
126.80965,37.58425,0
126.80965,37.58834999999999,0
126.80965,37.59245,0
126.80965,37.59654999999999,0
126.80965,37.60065,0
126.80965,37.60475,0
126.80965,37.60885,0
126.80965,37.61295,0
126.80965,37.61704999999999,0
126.80965,37.62115,0
126.80965,37.62525,0
126.80965,37.62935,0
126.80965,37.63345,0
126.80965,37.63754999999999,0
126.80965,37.64165,0
126.80965,37.64574999999999,0
126.80965,37.64985,0
126.80965,37.65395,0
126.80965,37.65805,0
126.80965,37.66215,0
126.80965,37.66624999999999,0
126.80965,37.67035,0
126.80965,37.67444999999999,0
126.80965,37.67855,0
126.80965,37.68265,0
126.80965,37.68675,0
126.80965,37.69085,0
126.80965,37.69494999999999,0
126.80965,37.69905,0
126.80965,37.70315,0
126.80965,37.70725,0
126.80965,37.71135,0
126.80965,37.71545,0
126.81555,37.41205,0
126.81555,37.41615,0
126.81555,37.42025,0
126.81555,37.42435,0
126.81555,37.42845,0
126.81555,37.43254999999999,0
126.81555,37.43665,0
126.81555,37.44075,0
126.81555,37.44485,0
126.81555,37.44895,0
126.81555,37.45304999999999,0
126.81555,37.45715,0
126.81555,37.46124999999999,0
126.81555,37.46535,0
126.81555,37.46945,0
126.81555,37.47355,0
126.81555,37.47765,3
126.81555,37.48174999999999,0
126.81555,37.48585,0
126.81555,37.48994999999999,1
126.81555,37.49405,6
126.81555,37.49815,0
126.81555,37.50225,0
126.81555,37.50635,0
126.81555,37.51044999999999,0
126.81555,37.51455,0
126.81555,37.51865,0
126.81555,37.52275,0
126.81555,37.52685,0
126.81555,37.53094999999999,0
126.81555,37.53505,0
126.81555,37.53914999999999,0
126.81555,37.54325,6
126.81555,37.54735,12
126.81555,37.55145,42
126.81555,37.55555,58
126.81555,37.55964999999999,15
126.81555,37.56375,27
126.81555,37.56784999999999,138
126.81555,37.57195,125
126.81555,37.57605,55
126.81555,37.58015,38
126.81555,37.58425,3
126.81555,37.58834999999999,0
126.81555,37.59245,0
126.81555,37.59654999999999,0
126.81555,37.60065,0
126.81555,37.60475,0
126.81555,37.60885,0
126.81555,37.61295,0
126.81555,37.61704999999999,0
126.81555,37.62115,0
126.81555,37.62525,0
126.81555,37.62935,0
126.81555,37.63345,0
126.81555,37.63754999999999,0
126.81555,37.64165,0
126.81555,37.64574999999999,0
126.81555,37.64985,0
126.81555,37.65395,0
126.81555,37.65805,0
126.81555,37.66215,0
126.81555,37.66624999999999,0
126.81555,37.67035,0
126.81555,37.67444999999999,0
126.81555,37.67855,0
126.81555,37.68265,0
126.81555,37.68675,0
126.81555,37.69085,0
126.81555,37.69494999999999,0
126.81555,37.69905,0
126.81555,37.70315,0
126.81555,37.70725,0
126.81555,37.71135,0
126.81555,37.71545,0
126.82145,37.41205,0
126.82145,37.41615,0
126.82145,37.42025,0
126.82145,37.42435,0
126.82145,37.42845,0
126.82145,37.43254999999999,0
126.82145,37.43665,0
126.82145,37.44075,0
126.82145,37.44485,0
126.82145,37.44895,0
126.82145,37.45304999999999,0
126.82145,37.45715,0
126.82145,37.46124999999999,0
126.82145,37.46535,0
126.82145,37.46945,0
126.82145,37.47355,0
126.82145,37.47765,28
126.82145,37.48174999999999,37
126.82145,37.48585,29
126.82145,37.48994999999999,35
126.82145,37.49405,32
126.82145,37.49815,12
126.82145,37.50225,0
126.82145,37.50635,0
126.82145,37.51044999999999,0
126.82145,37.51455,0
126.82145,37.51865,0
126.82145,37.52275,0
126.82145,37.52685,0
126.82145,37.53094999999999,0
126.82145,37.53505,2
126.82145,37.53914999999999,26
126.82145,37.54325,4
126.82145,37.54735,57
126.82145,37.55145,33
126.82145,37.55555,29
126.82145,37.55964999999999,51
126.82145,37.56375,49
126.82145,37.56784999999999,63
126.82145,37.57195,95
126.82145,37.57605,14
126.82145,37.58015,8
126.82145,37.58425,3
126.82145,37.58834999999999,0
126.82145,37.59245,0
126.82145,37.59654999999999,0
126.82145,37.60065,0
126.82145,37.60475,0
126.82145,37.60885,0
126.82145,37.61295,0
126.82145,37.61704999999999,0
126.82145,37.62115,0
126.82145,37.62525,0
126.82145,37.62935,0
126.82145,37.63345,0
126.82145,37.63754999999999,0
126.82145,37.64165,0
126.82145,37.64574999999999,0
126.82145,37.64985,0
126.82145,37.65395,0
126.82145,37.65805,0
126.82145,37.66215,0
126.82145,37.66624999999999,0
126.82145,37.67035,0
126.82145,37.67444999999999,0
126.82145,37.67855,0
126.82145,37.68265,0
126.82145,37.68675,0
126.82145,37.69085,0
126.82145,37.69494999999999,0
126.82145,37.69905,0
126.82145,37.70315,0
126.82145,37.70725,0
126.82145,37.71135,0
126.82145,37.71545,0
126.82735,37.41205,0
126.82735,37.41615,0
126.82735,37.42025,0
126.82735,37.42435,0
126.82735,37.42845,0
126.82735,37.43254999999999,0
126.82735,37.43665,0
126.82735,37.44075,0
126.82735,37.44485,0
126.82735,37.44895,0
126.82735,37.45304999999999,0
126.82735,37.45715,0
126.82735,37.46124999999999,0
126.82735,37.46535,0
126.82735,37.46945,0
126.82735,37.47355,0
126.82735,37.47765,10
126.82735,37.48174999999999,6
126.82735,37.48585,1
126.82735,37.48994999999999,51
126.82735,37.49405,47
126.82735,37.49815,69
126.82735,37.50225,17
126.82735,37.50635,6
126.82735,37.51044999999999,4
126.82735,37.51455,20
126.82735,37.51865,0
126.82735,37.52275,14
126.82735,37.52685,0
126.82735,37.53094999999999,15
126.82735,37.53505,119
126.82735,37.53914999999999,82
126.82735,37.54325,13
126.82735,37.54735,15
126.82735,37.55145,78
126.82735,37.55555,22
126.82735,37.55964999999999,219
126.82735,37.56375,18
126.82735,37.56784999999999,335
126.82735,37.57195,15
126.82735,37.57605,0
126.82735,37.58015,0
126.82735,37.58425,0
126.82735,37.58834999999999,0
126.82735,37.59245,0
126.82735,37.59654999999999,0
126.82735,37.60065,0
126.82735,37.60475,0
126.82735,37.60885,0
126.82735,37.61295,0
126.82735,37.61704999999999,0
126.82735,37.62115,0
126.82735,37.62525,0
126.82735,37.62935,0
126.82735,37.63345,0
126.82735,37.63754999999999,0
126.82735,37.64165,0
126.82735,37.64574999999999,0
126.82735,37.64985,0
126.82735,37.65395,0
126.82735,37.65805,0
126.82735,37.66215,0
126.82735,37.66624999999999,0
126.82735,37.67035,0
126.82735,37.67444999999999,0
126.82735,37.67855,0
126.82735,37.68265,0
126.82735,37.68675,0
126.82735,37.69085,0
126.82735,37.69494999999999,0
126.82735,37.69905,0
126.82735,37.70315,0
126.82735,37.70725,0
126.82735,37.71135,0
126.82735,37.71545,0
126.83325,37.41205,0
126.83325,37.41615,0
126.83325,37.42025,0
126.83325,37.42435,0
126.83325,37.42845,0
126.83325,37.43254999999999,0
126.83325,37.43665,0
126.83325,37.44075,0
126.83325,37.44485,0
126.83325,37.44895,0
126.83325,37.45304999999999,0
126.83325,37.45715,0
126.83325,37.46124999999999,0
126.83325,37.46535,0
126.83325,37.46945,0
126.83325,37.47355,0
126.83325,37.47765,0
126.83325,37.48174999999999,1
126.83325,37.48585,7
126.83325,37.48994999999999,34
126.83325,37.49405,75
126.83325,37.49815,10
126.83325,37.50225,1
126.83325,37.50635,6
126.83325,37.51044999999999,23
126.83325,37.51455,62
126.83325,37.51865,20
126.83325,37.52275,84
126.83325,37.52685,7
126.83325,37.53094999999999,101
126.83325,37.53505,73
126.83325,37.53914999999999,118
126.83325,37.54325,40
126.83325,37.54735,135
126.83325,37.55145,143
126.83325,37.55555,12
126.83325,37.55964999999999,369
126.83325,37.56375,12
126.83325,37.56784999999999,9
126.83325,37.57195,15
126.83325,37.57605,0
126.83325,37.58015,0
126.83325,37.58425,0
126.83325,37.58834999999999,0
126.83325,37.59245,0
126.83325,37.59654999999999,0
126.83325,37.60065,0
126.83325,37.60475,0
126.83325,37.60885,0
126.83325,37.61295,0
126.83325,37.61704999999999,0
126.83325,37.62115,0
126.83325,37.62525,0
126.83325,37.62935,0
126.83325,37.63345,0
126.83325,37.63754999999999,0
126.83325,37.64165,0
126.83325,37.64574999999999,0
126.83325,37.64985,0
126.83325,37.65395,0
126.83325,37.65805,0
126.83325,37.66215,0
126.83325,37.66624999999999,0
126.83325,37.67035,0
126.83325,37.67444999999999,0
126.83325,37.67855,0
126.83325,37.68265,0
126.83325,37.68675,0
126.83325,37.69085,0
126.83325,37.69494999999999,0
126.83325,37.69905,0
126.83325,37.70315,0
126.83325,37.70725,0
126.83325,37.71135,0
126.83325,37.71545,0
126.83915,37.41205,0
126.83915,37.41615,0
126.83915,37.42025,0
126.83915,37.42435,0
126.83915,37.42845,0
126.83915,37.43254999999999,0
126.83915,37.43665,0
126.83915,37.44075,0
126.83915,37.44485,0
126.83915,37.44895,0
126.83915,37.45304999999999,0
126.83915,37.45715,0
126.83915,37.46124999999999,0
126.83915,37.46535,0
126.83915,37.46945,0
126.83915,37.47355,0
126.83915,37.47765,15
126.83915,37.48174999999999,47
126.83915,37.48585,63
126.83915,37.48994999999999,95
126.83915,37.49405,49
126.83915,37.49815,34
126.83915,37.50225,5
126.83915,37.50635,7
126.83915,37.51044999999999,58
126.83915,37.51455,73
126.83915,37.51865,117
126.83915,37.52275,78
126.83915,37.52685,67
126.83915,37.53094999999999,147
126.83915,37.53505,96
126.83915,37.53914999999999,172
126.83915,37.54325,161
126.83915,37.54735,33
126.83915,37.55145,43
126.83915,37.55555,136
126.83915,37.55964999999999,350
126.83915,37.56375,94
126.83915,37.56784999999999,144
126.83915,37.57195,48
126.83915,37.57605,13
126.83915,37.58015,0
126.83915,37.58425,0
126.83915,37.58834999999999,0
126.83915,37.59245,0
126.83915,37.59654999999999,0
126.83915,37.60065,0
126.83915,37.60475,0
126.83915,37.60885,0
126.83915,37.61295,0
126.83915,37.61704999999999,0
126.83915,37.62115,0
126.83915,37.62525,0
126.83915,37.62935,0
126.83915,37.63345,0
126.83915,37.63754999999999,0
126.83915,37.64165,0
126.83915,37.64574999999999,0
126.83915,37.64985,0
126.83915,37.65395,0
126.83915,37.65805,0
126.83915,37.66215,0
126.83915,37.66624999999999,0
126.83915,37.67035,0
126.83915,37.67444999999999,0
126.83915,37.67855,0
126.83915,37.68265,0
126.83915,37.68675,0
126.83915,37.69085,0
126.83915,37.69494999999999,0
126.83915,37.69905,0
126.83915,37.70315,0
126.83915,37.70725,0
126.83915,37.71135,0
126.83915,37.71545,0
126.84505,37.41205,0
126.84505,37.41615,0
126.84505,37.42025,0
126.84505,37.42435,0
126.84505,37.42845,0
126.84505,37.43254999999999,0
126.84505,37.43665,0
126.84505,37.44075,0
126.84505,37.44485,0
126.84505,37.44895,0
126.84505,37.45304999999999,0
126.84505,37.45715,0
126.84505,37.46124999999999,0
126.84505,37.46535,0
126.84505,37.46945,0
126.84505,37.47355,0
126.84505,37.47765,13
126.84505,37.48174999999999,33
126.84505,37.48585,0
126.84505,37.48994999999999,15
126.84505,37.49405,120
126.84505,37.49815,97
126.84505,37.50225,107
126.84505,37.50635,67
126.84505,37.51044999999999,52
126.84505,37.51455,11
126.84505,37.51865,50
126.84505,37.52275,102
126.84505,37.52685,74
126.84505,37.53094999999999,192
126.84505,37.53505,93
126.84505,37.53914999999999,25
126.84505,37.54325,210
126.84505,37.54735,97
126.84505,37.55145,48
126.84505,37.55555,19
126.84505,37.55964999999999,194
126.84505,37.56375,95
126.84505,37.56784999999999,49
126.84505,37.57195,25
126.84505,37.57605,0
126.84505,37.58015,0
126.84505,37.58425,0
