,,인허가일자,상세영업상태명,폐업일자,지번주소,도로명주소,사업장명,업태구분명
2017,528,20040608,영업,0,서울특별시 영등포구 여의도동 37번지 아일렉스상가 B13 ,서울특별시 영등포구 의사당대로 108 (여의도동 아일렉스상가 B13),모노치즈,제과제빵
2017,529,19981017,영업,0,서울특별시 영등포구 영등포동4가 434-5번지 신세계백화점 지하1 ,서울특별시 영등포구 영중로 9 (영등포동4가신세계백화점 지하1),신세계영등포 궁실점,제과제빵
2017,530,20050414,폐업,20191015,서울특별시 영등포구 영등포동 618-496번지 롯데백화점 지하1층 ,서울특별시 영등포구 경인로 846 (영등포동 롯데백화점 지하1층),제이앤에스식품,제과제빵
2017,531,20100510,폐업,20190820,서울특별시 영등포구 신길동 100-21번지 지상1층 ,서울특별시 영등포구 도신로 258 (신길동지상1층),뚜레쥬르(신길삼거리),제과제빵
2017,532,20140120,폐업,20180129,서울특별시 영등포구 여의도동 47번지 이마트내 ,서울특별시 영등포구 여의동로3길 10 (여의도동 이마트내),밀크앤허니,제과제빵
2017,533,20131216,폐업,20170216,서울특별시 영등포구 신길동 9-128번지 지상1층 ,서울특별시 영등포구 여의대방로61길 34-1 지상1층 (신길동),25라보(LABO),제과제빵
2017,534,19971208,폐업,20170220,서울특별시 영등포구 당산동4가 33-0번지 지동 ,,신시네식품(주),제과제빵
2017,535,20120510,폐업,20191217,서울특별시 영등포구 영등포동4가 434-5번지 ,서울특별시 영등포구 영중로 9 (영등포동4가),창대유통(에팡),제과제빵
2017,536,19930319,폐업,20170220,서울특별시 영등포구 대림동 740-1번지 ,서울특별시 영등포구 대림로 205 (대림동),미원통상(주)대림2점,제과제빵
2017,537,19921028,폐업,20170220,서울특별시 영등포구 도림동 136-1번지 ,서울특별시 영등포구 도신로29길 9 (도림동),퀸베이커리,제과제빵
2017,538,20121030,폐업,20170428,서울특별시 영등포구 양평동5가 76번지 한신아파트상가 110동 10호,서울특별시 영등포구 양평로24길 9 110동 1층 10호 (양평동5가 한신아파트상가),우리농양평점,제과제빵
2017,539,19960523,폐업,20190826,서울특별시 영등포구 영등포동6가 6-1번지 ,서울특별시 영등포구 영등포로 203-1 (영등포동6가),큰통 왕만두,제과제빵
2017,540,20020625,폐업,20170102,서울특별시 영등포구 영등포동 618-194번지 ,서울특별시 영등포구 영신로 37 (영등포동),먹거리끝판왕,제과제빵
2017,541,20010925,폐업,20190214,서울특별시 영등포구 영등포동8가 62-1번지 2층 ,서울특별시 영등포구 영중로 125 (영등포동8가2층),샤베르,제과제빵
2017,543,20100712,영업,0,서울특별시 동작구 사당동 1044-9번지 (1층) ,서울특별시 동작구 동작대로1길 45 (사당동(1층)),와플킹,제과제빵
2017,544,20130326,영업,0,서울특별시 동작구 사당동 136-1번지 태평백화점 지하1층 ,서울특별시 동작구 동작대로 115 (사당동 태평백화점 지하1층),나곰빵,제과제빵
2017,545,20110812,영업,0,서울특별시 동작구 대방동 17-40번지 1층 ,서울특별시 동작구 등용로 85 (대방동1층),파리바게뜨 동작 대방점,제과제빵
2017,546,20100322,영업,0,서울특별시 동작구 사당동 1112번지 4호선 사당역내 지하1층 ,서울특별시 동작구 동작대로 지하 3 (사당동4호선 사당역내 지하1층),던킨도너츠 사당역사점,제과제빵
2017,547,20081105,영업,0,서울특별시 동작구 사당동 130-20번지 ,서울특별시 동작구 동작대로27길 28 (사당동),로티보이 이수점,제과제빵
2017,548,20110404,영업,0,서울특별시 동작구 노량진동 119-68번지 (1층) ,서울특별시 동작구 만양로 93 (노량진동(1층)),파리바게트(노량진중앙점),제과제빵
2017,549,20090828,영업,0,서울특별시 동작구 사당동 127-49번지 ,서울특별시 동작구 동작대로29길 57 (사당동),경주빵 토방식품(주),제과제빵
2017,550,20090609,영업,0,서울특별시 동작구 흑석동 115-1번지 지하철9호선역사내 ,서울특별시 동작구 현충로 75 (흑석동지하철9호선역사내),던킨도너츠(흑석역사점),제과제빵
2017,551,20031006,영업,0,서울특별시 동작구 사당동 132-23번지 1층2층 ,서울특별시 동작구 동작대로27길 14 (사당동1층2층),(주) 공차코리아 이수점,제과제빵
2017,552,20110825,폐업,20170324,서울특별시 동작구 동작동 121-5번지 (동작역내) ,,해피소뿡이,제과제빵
2017,553,20101001,영업,0,서울특별시 관악구 신림동 238-9번지 ,서울특별시 관악구 신림로 85 지상1층 (신림동),파머스빈,제과제빵
2017,554,20120716,영업,0,,서울특별시 관악구 남부순환로 1614 (신림동 2호선 신림역사내),(주)보성커머스 몰빵 신림역점,제과제빵
2017,555,20070918,영업,0,서울특별시 관악구 봉천동 496-5번지 ,서울특별시 관악구 은천로 105 1층 (봉천동),던킨도너츠 봉천현대점,제과제빵
2017,556,20090701,영업,0,서울특별시 관악구 봉천동 851-18번지 지상1층 ,서울특별시 관악구 관악로 196-1 (봉천동지상1층),코코호도서울대역점,제과제빵
2017,559,20130924,폐업,20190823,서울특별시 관악구 남현동 69-51번지 ,서울특별시 관악구 과천대로 909 (남현동),던킨도너츠 홈플러스남현점,제과제빵
2017,560,20130228,폐업,20180413,서울특별시 관악구 봉천동 862-1번지 ,서울특별시 관악구 남부순환로 1820 10층 (봉천동 에그옐로우),롯데쇼핑(주) 롯데시네마 서울대입구 스위트샵,제과제빵
2017,561,20111117,폐업,20171116,서울특별시 관악구 봉천동 1631-6번지 1층 ,서울특별시 관악구 남부순환로244길 18 1층 (봉천동),Baking Studio 지율,제과제빵
2017,562,20101119,폐업,20200402,서울특별시 관악구 신림동 1694번지 ,서울특별시 관악구 신림로29길 8 (신림동 신림현대상가),엘리시아과자점,제과제빵
2017,563,20100115,폐업,20200331,서울특별시 관악구 신림동 246-34번지 ,서울특별시 관악구 대학5길 7 1층 (신림동),미니빈(Mini Bin),제과제빵
2017,564,19991023,영업,0,서울특별시 서초구 서초동 1516-1번지 (지상1층) ,서울특별시 서초구 명달로 98 (서초동(지상1층)),바이더웨이,제과제빵
2017,565,20090828,영업,0,서울특별시 서초구 잠원동 52-2번지,서울특별시 서초구 잠원로14길 48 (잠원동),던킨도너츠잠원한신점,제과제빵
2017,566,20120418,영업,0,서울특별시 서초구 반포동 19-3번지 신세계강남점 지하1층 식품점 ,서울특별시 서초구 신반포로 176 (반포동 신세계강남점 지하1층 식품점),카린토 만주,제과제빵
2017,567,20150330,영업,0,서울특별시 서초구 반포동 30-25번지 가든리체 243호,서울특별시 서초구 서초중앙로 238 243호 (반포동 가든리체),서정하임,제과제빵
2017,568,20131122,영업,0,서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 지하1층 ,서울특별시 서초구 신반포로 176 지하1층 (반포동 신세계백화점 강남점),아리수식품,제과제빵
2017,569,20131128,영업,0,서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 지하1층 ,서울특별시 서초구 신반포로 176 지하1층 (반포동 신세계백화점 강남점 ),하나마루,제과제빵
2017,570,20121204,영업,0,서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 지하1층 ,서울특별시 서초구 신반포로 176 지하1층 (반포동 신세계백화점 강남점),분메이도,제과제빵
2017,571,20141223,영업,0,서울특별시 서초구 신원동 498-32번지 1층 ,서울특별시 서초구 청계산로 99 1층 (신원동),황둔찐빵,제과제빵
2017,572,20140612,영업,0,서울특별시 서초구 서초동 1554-1번지 101-2호,서울특별시 서초구 서초대로46길 3 101-2호 (서초동),소프트리 서초점,제과제빵
2017,573,20100112,영업,0,서울특별시 서초구 반포동 745-6 105호 일부,서울특별시 서초구 주흥길 3 (반포동 105호 일부),던킨도너츠,제과제빵
2017,575,20110823,폐업,20180503,서울특별시 서초구 반포동 612-95번지 외 1필지 (1층) ,,소문난 찐빵,제과제빵
2017,576,20120313,폐업,20180824,서울특별시 서초구 반포동 19-3번지 신세계백화점 지하1층 ,서울특별시 서초구 신반포로 176 지하1층 (반포동 신세계백화점),주식회사 창대유통(에팡),제과제빵
2017,577,20110706,폐업,20180503,서울특별시 서초구 반포동 734-35번지 102호,서울특별시 서초구 사평대로55길 45 102호 (반포동),신바람 찐빵,제과제빵
2017,578,20150323,폐업,20170309,서울특별시 서초구 방배동 936-5번지 ,서울특별시 서초구 서초대로24길 11 지하1층 (방배동),(주)네오에프앤씨,제과제빵
2017,579,20090914,폐업,20200401,서울특별시 강남구 대치동 507-2번지 대치퍼스트 126호 ,서울특별시 강남구 삼성로 155 (대치동대치퍼스트 126호),죠스떡볶이 대치역점,제과제빵
2017,580,20030125,폐업,20200410,서울특별시 강남구 수서동 713-0번지 현대벤처빌지하2층50호 ,서울특별시 강남구 밤고개로1길 10 (수서동현대벤처빌지하2층50호),카페드비,제과제빵
2017,581,20060828,폐업,20200504,서울특별시 강남구 대치동 1021-6번지 지상1층 ,서울특별시 강남구 도곡로 458 (대치동지상1층),구스띠모대치점,제과제빵
2017,582,20070810,폐업,20180810,서울특별시 강남구 압구정동 429-0번지 현대백화점 지하1층 ,서울특별시 강남구 압구정로 165 (압구정동현대백화점 지하1층),화미가,제과제빵
2017,583,19980427,폐업,20180214,서울특별시 강남구 대치동 892-0번지 포스코쎈터 지하1층 ,서울특별시 강남구 테헤란로 440 (대치동포스코쎈터 지하1층),비알코리아(주)포스코점,제과제빵
2017,584,20030715,폐업,20190822,서울특별시 강남구 신사동 610-0번지 서원빌딩지상1층102호 ,서울특별시 강남구 압구정로30길 12 (신사동서원빌딩지상1층102호),조스샌드위치,제과제빵
2017,585,20061025,폐업,20171227,서울특별시 강남구 삼성동 159-7번지 현대백화점지하1층 ,서울특별시 강남구 테헤란로 517 (삼성동 현대백화점지하1층),핑거스위츠,제과제빵
2017,586,20130719,폐업,20190502,서울특별시 강남구 역삼동 707-34번지 ,서울특별시 강남구 테헤란로 322 지하2층 111호 (역삼동 한신인터밸리24),굿케익,제과제빵
2017,587,20081222,폐업,20180817,서울특별시 강남구 역삼동 702-13번지 지상1층 105106107호 ,서울특별시 강남구 테헤란로 313 (역삼동지상1층 105106107호),피티카페,제과제빵
2017,588,20130503,폐업,20180612,서울특별시 강남구 청담동 19-19번지 ,서울특별시 강남구 선릉로148길 52 지상2층 (청담동),소프트리(SOFTREE),제과제빵
2017,589,20130614,폐업,20180831,서울특별시 강남구 개포동 1231-10번지 ,서울특별시 강남구 개포로22길 22 지상302호 (개포동),블루버드(BLUE BIRD),제과제빵
2017,590,20050131,폐업,20180102,서울특별시 강남구 삼성동 159-7번지 현대백화점무역센터점지하1층식품관 ,서울특별시 강남구 테헤란로 517 (삼성동현대백화점무역센터점지하1층식품관),(주)에프앤엘기흥,제과제빵
2017,591,20080523,폐업,20170810,서울특별시 강남구 일원동 683번지 ,서울특별시 강남구 일원로 33 107호 (일원동),가마로강정 대청역점,제과제빵
2017,592,20010516,폐업,20180402,서울특별시 강남구 논현동 52-3번지 지상1층 ,서울특별시 강남구 학동로 109 (논현동지상1층),버거킹 논현역점,제과제빵
2017,593,20070126,폐업,20171201,서울특별시 강남구 삼성동 159-0번지 M10호 ,서울특별시 강남구 영동대로 511 (삼성동M10호),던킨도너츠코엑스점,제과제빵
2017,594,20080605,폐업,20170208,서울특별시 강남구 압구정동 429-0번지 현대백화점지하1층 ,서울특별시 강남구 압구정로 165 (압구정동현대백화점지하1층),(주)고메베이글,제과제빵
2017,595,20140304,폐업,20171124,서울특별시 강남구 역삼동 709번지 지하1층 ,서울특별시 강남구 테헤란로52길 16 지하1층 9호 (역삼동 아이파크3차),청담파이,제과제빵
2017,596,20131209,폐업,20190805,서울특별시 강남구 삼성동 159-7번지 현대백화점 무역센터점 지하1층식품부 ,서울특별시 강남구 테헤란로 517 지하1층 (삼성동 현대백화점 무역센터점 식품부),피엔비(PNB),제과제빵
2017,597,19940730,폐업,20180920,서울특별시 강남구 압구정동 456-0번지 외8필지(금강쇼핑센타1층) ,서울특별시 강남구 압구정로 201 1층 (압구정동 외 8필지(금강쇼핑센타)),명장김종익제과점,제과제빵
2017,598,20100622,폐업,20171017,서울특별시 강남구 수서동 713번지 ,서울특별시 강남구 밤고개로1길 10 지하2층 234호 (수서동 현대벤처빌),비틀쥬스(BEETEL JUICE),제과제빵
2017,599,20101026,폐업,20180327,서울특별시 강남구 논현동 98-12번지 청호상가 1층 라동 103호 ,서울특별시 강남구 언주로148길 14 (논현동청호상가 1층 라동 103호),파이포유,제과제빵
2017,600,20090706,폐업,20180906,서울특별시 강남구 대치동 945-1번지 지상1층 ,서울특별시 강남구 테헤란로 522 지상1층 (대치동),석봉토스트 삼성역점,제과제빵
2017,601,20090909,폐업,20171107,서울특별시 강남구 삼성동 159-7번지 현대백화점 지하1층 ,서울특별시 강남구 테헤란로 517 (삼성동현대백화점 지하1층),아루 베이커리,제과제빵
2017,602,20090305,폐업,20190808,서울특별시 강남구 도곡동 467-17번지 타워팰리스2차 F동 지하1층 ,서울특별시 강남구 언주로30길 57 (도곡동타워팰리스2차 F동 지하1층),(주)해가원,제과제빵
2017,603,20090528,폐업,20190423,서울특별시 강남구 삼성동 144-1번지 지상1층 ,서울특별시 강남구 삼성로95길 11 (삼성동지상1층),던킨도너츠,제과제빵
2017,604,20080827,폐업,20170822,서울특별시 강남구 대치동 937-0번지 롯데백화점 지하1층 ,서울특별시 강남구 도곡로 401 (대치동롯데백화점 지하1층),본누벨과자점,제과제빵
2017,605,20170202,폐업,20171010,서울특별시 강남구 삼성동 159번지 ,서울특별시 강남구 테헤란로87길 58 지하1층 1A5호 (삼성동 한국종합무역센타단지 컨벤션별관),던킨도넛츠 오크우드점,제과제빵
2017,606,19881028,폐업,20180321,서울특별시 강남구 신사동 595-0번지 ,서울특별시 강남구 논현로168길 30 (신사동),봉제과,제과제빵
2017,607,19830526,폐업,20200113,서울특별시 강남구 논현동 6-0번지 ,서울특별시 강남구 도산대로 144 (논현동),영동호텔제과,제과제빵
2017,608,20000731,폐업,20190610,서울특별시 강남구 대치동 316-0번지 은마상가A블럭123호 ,서울특별시 강남구 삼성로 212 (대치동은마상가A블럭123호),돌로미티 은마점,제과제빵
2017,609,20130927,폐업,20170116,서울특별시 강남구 신사동 571번지 동서빌딩 1층 102호,서울특별시 강남구 압구정로18길 7 1층 102호 (신사동 동서빌딩),슈가아뜨리에,제과제빵
2017,610,20010615,폐업,20180214,서울특별시 강남구 대치동 944-31번지 섬유센터빌딩 지상1층 ,서울특별시 강남구 테헤란로 518 (대치동섬유센터빌딩 지상1층),비알코리아(주)던킨도너츠삼성역점,제과제빵
2017,611,20130906,폐업,20180313,서울특별시 강남구 대치동 937번지 롯데백화점 B1 ,서울특별시 강남구 도곡로 401 (대치동),테이스트스토리(Taste Story),제과제빵
2017,612,20150508,폐업,20180805,서울특별시 강남구 압구정동 494번지 ,서울특별시 강남구 압구정로 343 지하1층 (압구정동 갤러리아백화점),피에,제과제빵
2017,613,20110623,폐업,20190703,서울특별시 강남구 신사동 626-0번지 지상1층102호 ,서울특별시 강남구 도산대로35길 46 (신사동지상1층102호),초콜릿아일랜드 주식회사,제과제빵
2017,614,20040512,폐업,20190923,서울특별시 강남구 대치동 994-1번지 지상1층 ,서울특별시 강남구 영동대로 231 (대치동지상1층),(주)올가홀푸드대치점,제과제빵
2017,615,20141017,폐업,20191122,서울특별시 강남구 논현동 279-67번지 ,서울특별시 강남구 학동로 지하 180 지하2층 731-2712호 (논현동),이따르트 단팥빵,제과제빵
2017,616,20150508,폐업,20180805,서울특별시 강남구 압구정동 494번지 ,서울특별시 강남구 압구정로 343 지하1층 (압구정동 갤러리아백화점),피에,제과제빵
2017,617,20130325,폐업,20190827,서울특별시 강남구 삼성동 159-7번지 지하1층 ,서울특별시 강남구 테헤란로 517 지하1층 (삼성동),(주)히코코,제과제빵
2017,618,20130219,폐업,20171228,서울특별시 강남구 논현동 17번지 동신빌딩 12층 ,서울특별시 강남구 강남대로 600 (논현동 동신빌딩 12층),크리스피크림 신사역점,제과제빵
2017,619,20120925,폐업,20180420,서울특별시 강남구 압구정동 494번지 ,서울특별시 강남구 압구정로 343 지하1층 (압구정동 갤러리아백화점),호원당,제과제빵
2017,620,20140811,폐업,20200306,서울특별시 강남구 논현동 279-67번지 ,서울특별시 강남구 학동로 지하 180 지하2층 7호선학동역2003호 (논현동),베이크 스토리,제과제빵
2017,621,20140408,폐업,20170316,서울특별시 강남구 신사동 533-14번지 지상2층 ,서울특별시 강남구 압구정로12길 34-4 지상2층 (신사동),미키팡,제과제빵
2017,622,20140519,폐업,20200129,서울특별시 강남구 청담동 113-13번지 지상2층 ,서울특별시 강남구 도산대로99길 60 지상2층 (청담동),아뜰리에 앤 프로젝트,제과제빵
2017,623,20140225,폐업,20170614,서울특별시 강남구 대치동 507번지 지상1층 ,서울특별시 강남구 남부순환로 2936 지상1층 102호 (대치동 윈플러스상가),블랑제리 장,제과제빵
2017,624,20141201,폐업,20171027,서울특별시 강남구 압구정동 429번지 ,서울특별시 강남구 압구정로 165 지하1층 (압구정동 현대백화점본점),(주)프랑스에 다녀온 붕어빵 현대백화점본점,제과제빵
2017,626,20111103,영업,0,서울특별시 강남구 신사동 523-31번지 ,서울특별시 강남구 압구정로4길 27-3 지상1층 101호 (신사동),삐아프,제과제빵
2017,627,20140327,영업,0,서울특별시 강남구 역삼동 650-18번지 지상1층 ,서울특별시 강남구 논현로 564 지상1층 (역삼동),구스띠모,제과제빵
2017,628,20141209,영업,0,서울특별시 강남구 삼성동 159-7번지 ,서울특별시 강남구 테헤란로 517 지하1층 (삼성동),마담파이,제과제빵
2017,629,20111027,영업,0,서울특별시 강남구 논현동 99-20번지 지상1층 101호 ,서울특별시 강남구 언주로146길 37 (논현동지상1층 101호),제니스 케이크(Jennys cake),제과제빵
2017,630,20140723,영업,0,서울특별시 강남구 대치동 670번지 지하1층 ,서울특별시 강남구 선릉로 206 지하1층 B10호 (대치동 동부센트레빌 상가동),수호두파이(대치점),제과제빵
2017,631,20000615,영업,0,서울특별시 강남구 대치동 937-0번지 (8층) ,서울특별시 강남구 도곡로 401 (대치동(8층)),아이스해피,제과제빵
2017,632,20130528,영업,0,서울특별시 강남구 역삼동 821-1번지 강남역지하상가 E-38 ,서울특별시 강남구 테헤란로 101 (역삼동 강남역지하상가 E-38),반월당 닭강정,제과제빵
2017,633,20011208,영업,0,서울특별시 강남구 대치동 511-0번지 한보종합상가 지상1층 178호 ,서울특별시 강남구 남부순환로 3032 (대치동한보종합상가 지상1층 178호),돌로미티,제과제빵
2017,634,20050307,영업,0,서울특별시 강남구 대치동 937-0번지 롯데백화점지하1층 ,서울특별시 강남구 도곡로 401 (대치동롯데백화점지하1층),씨트러스그린,제과제빵
2017,635,20021105,영업,0,서울특별시 강남구 도곡동 467-0번지 타워팰리스 1층102호 ,서울특별시 강남구 언주로30길 56 (도곡동타워팰리스 1층102호),하겐-다즈,제과제빵
2017,636,20130805,영업,0,서울특별시 강남구 압구정동 429번지 ,서울특별시 강남구 압구정로 165 지하1층 (압구정동 현대백화점),피앤비(PNB),제과제빵
2017,637,20011109,영업,0,서울특별시 강남구 신사동 512-10번지 1층 ,서울특별시 강남구 압구정로2길 62 (신사동1층),이디야,제과제빵
2017,638,20130605,영업,0,서울특별시 강남구 역삼동 821-1번지 강남역 지하상가 222-02 ,서울특별시 강남구 테헤란로 101 (역삼동 강남역 지하상가 222-02),스토리뱅크,제과제빵
2017,639,20020718,영업,0,서울특별시 강남구 개포동 660-4번지 주공1차주구쎈타 A동 B1호,서울특별시 강남구 개포로 310 A동 B1호 (개포동주공1차주구쎈타),드림하우스,제과제빵
2017,640,20060703,영업,0,서울특별시 강남구 삼성동 73번지 ,서울특별시 강남구 봉은사로 531 지상1층 (삼성동 봉은사문화회관),더 라 빌,제과제빵
2017,641,20130624,영업,0,서울특별시 강남구 논현동 180-14번지 ,서울특별시 강남구 강남대로118길 59 지상102호 (논현동),지유가오카 핫쵸메 7호점,제과제빵
2017,642,20100319,영업,0,서울특별시 강남구 청담동 120-13번지 1층 ,서울특별시 강남구 압구정로79길 14 (청담동1층),반가빈,제과제빵
2017,643,19920710,영업,0,서울특별시 강남구 삼성동 159-8번지 지하2 지상1층 ,서울특별시 강남구 테헤란로 521 지하2 지상1층 (삼성동),그랜드키친델리,제과제빵
2017,644,20130619,영업,0,서울특별시 강남구 역삼동 824-19번지 지상1층-지상2층 ,서울특별시 강남구 테헤란로 116 지상1층-지상2층 (역삼동),롯데리아 역삼점,제과제빵
2017,645,20010806,영업,0,서울특별시 강남구 대치동 산 626번지 청실상가  111호 ,,떼르드글라스,제과제빵
2017,646,20131017,영업,0,서울특별시 강남구 역삼동 618-7번지 1층 ,서울특별시 강남구 강남대로102길 38-6 1층 (역삼동),더달달,제과제빵
2017,647,20141222,영업,0,서울특별시 강남구 신사동 518-10번지 ,서울특별시 강남구 도산대로11길 33 지상1층 101호 (신사동),벤스쿠키,제과제빵
2017,648,20070824,영업,0,서울특별시 강남구 압구정동 429번지 현대백화점지하1층식품관 ,서울특별시 강남구 압구정로 165 (압구정동현대백화점지하1층식품관),미고현대본점,제과제빵
2017,649,20010403,영업,0,서울특별시 강남구 삼성동 159-9번지 매장번호A1 ,,프렌치키스,제과제빵
2017,650,20000615,영업,0,서울특별시 강남구 대치동 937-0번지 (지하1층) ,서울특별시 강남구 도곡로 401 (대치동(지하1층)),베스킨라빈스,제과제빵
2017,651,20020611,영업,0,서울특별시 강남구 역삼동 737-0번지 스타타워 지하2층 ,서울특별시 강남구 테헤란로 152 (역삼동스타타워 지하2층),던킨도넛,제과제빵
2017,652,19981220,영업,0,서울특별시 강남구 수서동 11-0번지 목연상가 17호호,,코니아이랜드,제과제빵
2017,653,20041120,영업,0,서울특별시 강남구 대치동 500-0번지 센트럴상가지상1층116호 ,서울특별시 강남구 남부순환로 2912 (대치동센트럴상가지상1층116호),와우카우한국총판,제과제빵
2017,654,20131128,영업,0,서울특별시 강남구 대치동 935-36번지 지상1층 106호,서울특별시 강남구 도곡로63길 12 지상1층 106호 (대치동),Here to go(히어투고),제과제빵
2017,655,20010208,영업,0,서울특별시 강남구 역삼동 677-6번지 ,서울특별시 강남구 테헤란로37길 15 (역삼동),세븐일레븐(르네상스점),제과제빵
2017,656,20010214,영업,0,서울특별시 강남구 청담동 85-5번지 지상1~2층 ,서울특별시 강남구 선릉로 812 (청담동지상1~2층),버거킹 청담점,제과제빵
2017,657,20080318,영업,0,서울특별시 강남구 압구정동 429-0번지 현대백화점 지하1층 ,서울특별시 강남구 압구정로 165 (압구정동현대백화점 지하1층),(주) 기야마,제과제빵
2017,658,20041103,영업,0,서울특별시 강남구 삼성동 159-0번지 코엑스몰지하1층F15A ,서울특별시 강남구 영동대로 511 (삼성동코엑스몰지하1층F15A),베스킨라빈스,제과제빵
2017,659,19871207,영업,0,서울특별시 강남구 청담동 53-7번지 1층 ,서울특별시 강남구 영동대로 737 (청담동1층),델리샵,제과제빵
2017,660,20000920,영업,0,서울특별시 강남구 삼성동 159-1번지 (W11P) ,서울특별시 강남구 영동대로 511 (삼성동(W11P)),떼르뜨글라스,제과제빵
2017,661,20011127,영업,0,서울특별시 강남구 역삼동 603-0번지 지하1층 ,서울특별시 강남구 봉은사로 130 (역삼동지하1층),델리,제과제빵
2017,662,20071024,영업,0,서울특별시 강남구 대치동 923-10번지 1층 ,서울특별시 강남구 도곡로63길 29 (대치동1층),떡보의하루 대치점,제과제빵
2017,663,19991015,영업,0,서울특별시 강남구 삼성동 159-7번지 ,서울특별시 강남구 테헤란로 517 (삼성동),무역센타현대백화점,제과제빵
2017,664,20050527,영업,0,서울특별시 강남구 도곡동 467-17번지 타워팰리스지하1층신세계스타수퍼 ,서울특별시 강남구 언주로30길 57 (도곡동타워팰리스지하1층신세계스타수퍼),씨얀크레페,제과제빵
2017,665,20040720,영업,0,서울특별시 강남구 압구정동 429-0번지 현대백화점압구정점지하1층E2호 ,서울특별시 강남구 압구정로 165 (압구정동현대백화점압구정점지하1층E2호),비어드파파코리아(주),제과제빵
2017,666,20080701,영업,0,서울특별시 강남구 대치동 937-0번지 롯데백화점지하1층 ,서울특별시 강남구 도곡로 401 (대치동롯데백화점지하1층),그래인스쿠키,제과제빵
2017,667,20051103,영업,0,서울특별시 강남구 압구정동 429-0번지 현대백화점압구정본점지하1층 ,서울특별시 강남구 압구정로 165 (압구정동현대백화점압구정본점지하1층),진설병과,제과제빵
2017,668,20070727,영업,0,서울특별시 강남구 역삼동 825-27번지 지상1층 ,서울특별시 강남구 테헤란로2길 21 (역삼동지상1층),도레아,제과제빵
2017,669,20010516,영업,0,서울특별시 강남구 압구정동 515-0번지 지상3층 ,서울특별시 강남구 압구정로 407 (압구정동지상3층),빈스앤베리즈명품관이스트점,제과제빵
2017,670,20080411,영업,0,서울특별시 강남구 삼성동 159-0번지 지하1층(매장번호M12) ,서울특별시 강남구 영동대로 511 (삼성동지하1층(매장번호M12)),콜드스톤크리머스코엑스점,제과제빵
2017,671,20020114,영업,0,서울특별시 강남구 삼성동 159-0번지 컨벤션센타 코엑스몰 지하1층 O108호,서울특별시 강남구 영동대로 513 지하1층 O108호 (삼성동 컨벤션센타 코엑스몰),메이,제과제빵
2017,672,19991018,영업,0,서울특별시 강남구 도곡동 422-4번지 ,서울특별시 강남구 논현로28길 56 (도곡동),불스헤드,제과제빵
2017,673,19990524,영업,0,서울특별시 강남구 신사동 663-26번지 지상1층 ,서울특별시 강남구 압구정로54길 22 (신사동지상1층),키티스까페,제과제빵
2017,674,20120906,영업,0,서울특별시 강남구 도곡동 467-17번지 ,서울특별시 강남구 언주로30길 57 F동 지하1층 (도곡동 타워팰리스2차),카린토만주,제과제빵
2017,675,19940330,영업,0,서울특별시 강남구 신사동 640-5번지 ,서울특별시 강남구 언주로172길 29 (신사동),라리,제과제빵
2017,676,19940928,영업,0,서울특별시 강남구 개포동 186-6번지 ,서울특별시 강남구 개포로82길 13-15 (개포동),베스킨라빈스,제과제빵
2017,677,20031104,영업,0,서울특별시 강남구 삼성동 4-4번지 2층 3호 ,서울특별시 강남구 선릉로130길 57 2층 3호 (삼성동),드보브에갈레코리아,제과제빵
2017,678,20030818,영업,0,서울특별시 강남구 삼성동 159-7번지 현대백화점지하1층 ,서울특별시 강남구 테헤란로 517 (삼성동현대백화점지하1층),비어드파파,제과제빵
2017,679,20100326,영업,0,서울특별시 강남구 개포동 1183번지 ,서울특별시 강남구 개포로22길 90 1층 (개포동),씨유포이대원점,제과제빵
2017,680,20100409,영업,0,서울특별시 강남구 개포동 186-7번지 ,서울특별시 강남구 개포로82길 13-17 지상1층 6호 (개포동),개포반찬마을,제과제빵
2017,681,19950118,영업,0,서울특별시 강남구 삼성동 8-3번지 지상1층 ,,베스킨라빈스,제과제빵
2017,682,19930813,영업,0,서울특별시 강남구 신사동 581-10번지 ,서울특별시 강남구 압구정로28길 11 (신사동),베스킨라빈스,제과제빵
2017,683,20101026,영업,0,서울특별시 강남구 논현동 98-12번지 청호상가 1층 라동 103호 ,서울특별시 강남구 언주로148길 14 (논현동청호상가 1층 라동 103호),파이포유,제과제빵
2017,684,19931204,영업,0,서울특별시 강남구 개포동 168-11번지 ,서울특별시 강남구 선릉로 48 (개포동),세븐일레븐개포1호점,제과제빵
2017,685,19961211,영업,0,서울특별시 강남구 대치동 944-31번지 ,서울특별시 강남구 테헤란로 518 (대치동),전통한과,제과제빵
2017,686,19940418,영업,0,서울특별시 강남구 논현동 4-1번지 ,서울특별시 강남구 도산대로 124 (논현동),써브웨이 신사점,제과제빵
2017,687,19950306,영업,0,서울특별시 강남구 일원동 684-4번지 ,서울특별시 강남구 일원로 43 (일원동),카페레아,제과제빵
2017,688,20091016,영업,0,서울특별시 강남구 청담동 124-15번지 지상1층 ,서울특별시 강남구 도산대로89길 9 (청담동지상1층),던킨도너츠,제과제빵
