,학교명,설립일자,소재지지번주소,소재지도로명주소,위도,경도
5924,경인중학교,1969-11-10,서울특별시 구로구 개봉동 143-4,서울특별시 구로구 경인로 301,37.4984667,126.85367409999999
5925,오남중학교,1988-02-02,서울특별시 구로구 오류동 산39-40,서울특별시 구로구 오리로9길 25,37.487060049899995,126.83724690000001
5926,개봉중학교,1984-05-04,서울특별시 구로구 개봉동 24-2,서울특별시 구로구 고척로21나길 68,37.5035302,126.8423999828
5927,개웅중학교,1987-02-12,서울특별시 구로구 개봉동 273-15,서울특별시 구로구 개봉로11길 81,37.4875252,126.8510722
5928,고척중학교,1985-03-05,서울특별시 구로구 고척동 76-2,서울특별시 구로구 중앙로3길 20,37.4997409,126.8613436
5929,오류중학교,1976-04-06,서울특별시 구로구 고척동 243,서울특별시 구로구 고척로27바길 19,37.5078637,126.84620919999999
5930,구로중학교,1978-01-05,서울특별시 구로구 구로동 90,서울특별시 구로구 구로중앙로 48,37.4948598,126.8911022
5931,영림중학교,1979-10-19,서울특별시 구로구 구로동 105-2,서울특별시 구로구 가마산로27길 17,37.4972201,126.8906916
5932,영서중학교,1980-03-03,서울특별시 구로구 구로동 145-20,서울특별시 구로구 도림로20길 35,37.489115500000004,126.89561540000001
5933,우신중학교,1974-05-23,서울특별시 구로구 궁동 230,서울특별시 구로구 부일로 917,37.494901299999995,126.82635149999999
5934,시흥중학교,1993-05-04,서울특별시 금천구 시흥동 산24-15,서울특별시 금천구 시흥대로38길 60,37.446296600000004,126.90508170000001
5935,문성중학교,1990-05-04,서울특별시 금천구 독산동 61,서울특별시 금천구 독산로102길 78,37.4754669,126.9084952
5936,세일중학교,1968-08-06,서울특별시 금천구 독산동 147-2,서울특별시 금천구 시흥대로147길 34,37.474594599999996,126.89536869999999
5937,가산중학교,1971-03-03,서울특별시 금천구 독산동 300-21,서울특별시 금천구 시흥대로115길 48,37.467818,126.8942659
5938,난곡중학교,1980-05-06,서울특별시 금천구 독산동 906-41,서울특별시 금천구 문성로 67,37.4780455,126.9107939
5939,안천중학교,1991-03-01,서울특별시 금천구 독산동 1089,서울특별시 금천구 한내로 69-44,37.4595225,126.8875004
5940,문일중학교,1967-12-14,서울특별시 금천구 시흥동 559-1,서울특별시 금천구 시흥대로47길 45,37.450331299999995,126.89851270000001
5941,동일중학교,1969-03-06,서울특별시 금천구 시흥동 산100-4,서울특별시 금천구 탑골로10길 45,37.4516719,126.91688740000001
5942,영원중학교,1950-06-07,서울특별시 영등포구 영등포동 576-6,서울특별시 영등포구 영등포로62길 31,37.5149745,126.9136456
5943,당산중학교,1969-03-03,서울특별시 영등포구 당산동 121,서울특별시 영등포구 버드나루로 160,37.5320313,126.90761609999998
5944,당산서중학교,1982-12-09,서울특별시 영등포구 당산동5가 5,서울특별시 영등포구 당산로41길 12,37.5324854,126.8988269
5945,문래중학교,1986-05-04,서울특별시 영등포구 문래동6가 44,서울특별시 영등포구 선유서로13길 6,37.520416499999996,126.88414209999999
5946,선유중학교,1985-03-05,서울특별시 영등포구 양평동3가 82,서울특별시 영등포구 선유로 213,37.5332851,126.89432930000001
5947,영남중학교,1980-10-02,서울특별시 영등포구 대림동 735,서울특별시 영등포구 대림로31나길 17,37.4978734,126.8958384
5948,대림중학교,1984-04-19,서울특별시 영등포구 대림동 959,서울특별시 영등포구 시흥대로185길 6,37.4923185,126.90746599999999
5949,양화중학교,1980-12-27,서울특별시 영등포구 문래동3가 48,서울특별시 영등포구 당산로 56,37.5196599,126.8959936
5950,대영중학교,1988-05-02,서울특별시 영등포구 신길동 342-49,서울특별시 영등포구 도림로80가길 14,37.503438700000004,126.9052085
5951,윤중중학교,1981-09-02,서울특별시 영등포구 여의도동 38-2,서울특별시 영등포구 여의동로3길 3,37.518978499999996,126.92412490000001
5952,여의도중학교,1973-06-03,서울특별시 영등포구 여의도동 40-1,서울특별시 영등포구 국제금융로7길 46,37.5239806,126.93575359999998
5953,북서울중학교,1985-12-08,서울특별시 도봉구 도봉동 585,서울특별시 도봉구 도봉로169가길 33,37.681540999999996,127.0428337
5954,도봉중학교,1971-10-25,서울특별시 도봉구 도봉동 622-40,서울특별시 도봉구 마들로 671,37.6708831,127.04586979999999
5955,신방학중학교,1994-05-04,서울특별시 도봉구 방학동 307-1,서울특별시 도봉구 시루봉로 156,37.664142,127.0289012
5956,방학중학교,1982-03-01,서울특별시 도봉구 방학동 313,서울특별시 도봉구 시루봉로 188,37.6654696,127.03086029999999
5957,창동중학교,1983-03-01,서울특별시 도봉구 방학동 722-27,서울특별시 도봉구 방학로 32,37.6632307,127.0489978
5958,백운중학교,1992-05-06,서울특별시 도봉구 쌍문동 68-2,서울특별시 도봉구 도봉로129길 50,37.656406,127.0359041
5959,신도봉중학교,1968-10-01,서울특별시 도봉구 쌍문동 94-1,서울특별시 도봉구 도봉로115길 16,37.649595399999995,127.03320169999999
5960,효문중학교,2006-03-01,서울특별시 도봉구 쌍문동 468,서울특별시 도봉구 우이천로 432,37.652698,127.01837739999999
5961,노곡중학교,1989-03-01,서울특별시 도봉구 창동 32,서울특별시 도봉구 노해로70길 95,37.6488021,127.053743
5962,창일중학교,1991-03-01,서울특별시 도봉구 창동 369,서울특별시 도봉구 노해로66길 60,37.6489889,127.0469125
5963,창북중학교,1987-05-07,서울특별시 도봉구 창동 683-15,서울특별시 도봉구 노해로62길 33,37.6491143,127.03883540000001
5964,정의여자중학교,1971-01-30,서울특별시 도봉구 쌍문동 150-1,서울특별시 도봉구 노해로49길 69,37.6533545,127.03242820000001
5965,선덕중학교,1979-09-15,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53,37.656347100000005,127.02687649999999
5966,상원중학교,1993-06-07,서울특별시 노원구 상계동 632,서울특별시 노원구 수락산로 182,37.671767200000005,127.0595044
5967,상경중학교,1989-04-27,서울특별시 노원구 상계동 653,서울특별시 노원구 동일로227길 61,37.6671498,127.0537063
5968,하계중학교,1983-03-04,서울특별시 노원구 하계동 231-4,서울특별시 노원구 노원로 261-8,37.6413681,127.072333
5969,불암중학교,1993-03-01,서울특별시 노원구 하계동 288-3,서울특별시 노원구 한글비석로5길 45,37.6457354,127.07345670000001
5970,공릉중학교,1985-03-04,서울특별시 노원구 공릉동 250,서울특별시 노원구 노원로1길 42,37.6222273,127.0836011
5971,태랑중학교,2002-05-07,서울특별시 노원구 공릉동 117,서울특별시 노원구 화랑로51나길 51,37.626982399999996,127.091373
5972,한천중학교,1991-10-30,서울특별시 노원구 공릉동 481,서울특별시 노원구 공릉로 265,37.631313,127.0724683
5973,상계중학교,1986-05-01,서울특별시 노원구 상계동 195-5,서울특별시 노원구 노원로 398,37.6526000062,127.0689216
5974,온곡중학교,1991-03-05,서울특별시 노원구 상계동 687,서울특별시 노원구 노원로 492,37.6605817,127.0643322
5975,노원중학교,1989-03-06,서울특별시 노원구 상계동 743,서울특별시 노원구 동일로213길 26,37.6493615,127.0596902
5976,노일중학교,1995-05-04,서울특별시 노원구 상계동 1044,서울특별시 노원구 동일로231길 24,37.6722889,127.0538233
5977,수락중학교,2002-05-04,서울특별시 노원구 상계동 1254,서울특별시 노원구 동일로 1729,37.6831434,127.0548107
5978,녹천중학교,1995-05-06,서울특별시 노원구 월계동 321-7,서울특별시 노원구 월계로 376,37.6310849,127.06173740000001
5979,월계중학교,1980-04-09,서울특별시 노원구 월계동 602-1,서울특별시 노원구 월계로45가길 54,37.6311327,127.0523209
5980,신창중학교,1984-05-06,서울특별시 노원구 월계동 805-5,서울특별시 노원구 월계로45길 92,37.6285579,127.04747959999999
5981,상계제일중학교,1971-01-16,서울특별시 노원구 중계동 132,서울특별시 노원구 덕릉로86길 29-15,37.661074299999996,127.0780777
5982,중계중학교,1994-02-05,서울특별시 노원구 중계동 358-3,서울특별시 노원구 덕릉로76길 23,37.655637899999995,127.07524340000002
5983,을지중학교,2004-03-01,서울특별시 노원구 중계동 360-19,서울특별시 노원구 덕릉로 580,37.6497873,127.07170659999998
5984,중원중학교,1991-05-06,서울특별시 노원구 중계동 511-3,서울특별시 노원구 공릉로 420,37.6442394,127.0680301
5985,중평중학교,1990-05-06,서울특별시 노원구 하계동 271-2,서울특별시 노원구 동일로203길 87,37.636977,127.0623933
5986,신상중학교,1988-03-01,서울특별시 노원구 상계동 754-4,서울특별시 노원구 동일로216길 42,37.651903600000004,127.06398929999999
5987,광운중학교,1965-03-01,서울특별시 노원구 월계동 500,서울특별시 노원구 광운로1길 24,37.61924129999999,127.0565444
5988,염광중학교,1966-10-02,서울특별시 노원구 월계동 820,서울특별시 노원구 월계로45가길 9,37.630216499999996,127.0492435
5989,상명중학교,1937-12-01,서울특별시 노원구 중계동 515,서울특별시 노원구 덕릉로 553,37.649547999999996,127.068044
5990,청원중학교,1955-04-27,서울특별시 노원구 상계동 641,서울특별시 노원구 한글비석로 506,37.665253299999996,127.06253190000001
5991,재현중학교,1971-03-03,서울특별시 노원구 중계동 129-2,서울특별시 노원구 덕릉로82길 64,37.6612645,127.080798
5992,서울대학교사범대학부설여자중학교,1946-09-01,서울특별시 종로구 동숭동 199-51,서울특별시 종로구 대학로 64,37.577600200000006,127.0042973
5993,청운중학교,1952-02-01,서울특별시 종로구 청운동 89-142,서울특별시 종로구 창의문로 51,37.589169899999995,126.97109590000001
5994,대신중학교,1938-04-05,서울특별시 종로구 행촌동 171-1,서울특별시 종로구 사직로 9,37.573109499999994,126.96125390000002
5995,동성중학교,1938-12-08,서울특별시 종로구 혜화동 90-7,서울특별시 종로구 대학로 156,37.584970299999995,127.0030976
5996,경신중학교,1885-05-09,서울특별시 종로구 혜화동 5-119,서울특별시 종로구 혜화로 74,37.5922035,126.99952900000001
5997,덕성여자중학교,1946-10-01,서울특별시 종로구 송현동 34,서울특별시 종로구 율곡로3길 49,37.57778629999999,126.98192350000001
5998,배화여자중학교,1898-10-02,서울특별시 종로구 누상동 150,서울특별시 종로구 필운대로1길 34,37.5784966,126.9668889
5999,상명대학교사범대학부속여자중학교,1966-11-01,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20,37.6041097,126.95515870000001
6000,중앙중학교,1908-06-20,서울특별시 종로구 계동 1-23,서울특별시 종로구 창덕궁길 164,37.5837876,126.98747379999999
6001,창덕여자중학교,1945-11-30,서울특별시 중구 정동 27-3,서울특별시 중구 정동길 22,37.566431099999996,126.9692123
6002,금호여자중학교,1968-08-06,서울특별시 중구 신당동 36-235,서울특별시 중구 청구로 6,37.5580396,127.0204625
6003,덕수중학교,1910-04-13,서울특별시 중구 인현동2가 3,서울특별시 중구 마른내로9길 10,37.5655809,126.99699820000001
6004,장원중학교,1968-10-02,서울특별시 중구 신당동 432-35,서울특별시 중구 동호로15길 93-34,37.5539651,127.0060433
6005,한양중학교,1948-07-01,서울특별시 중구 신당동 224-2,서울특별시 중구 을지로 299,37.5658723,127.0114457
6006,대경중학교,1956-04-16,서울특별시 중구 신당동 333-579,서울특별시 중구 매봉18길 111,37.5566958,127.0175331
6007,장충중학교,1933-04-14,서울특별시 중구 신당동 432-460,서울특별시 중구 동호로15길 93,37.5535146,127.0064145
6008,용산중학교,1945-09-09,서울특별시 용산구 용산동2가 1-1623,서울특별시 용산구 두텁바위로 74,37.5460028,126.98097630000001
6009,선린중학교,1951-09-01,서울특별시 용산구 청파동3가 131-2,서울특별시 용산구 원효로97길 33-4,37.5429756,126.9664882
6010,한강중학교,1973-03-03,서울특별시 용산구 서빙고동 4-1,서울특별시 용산구 녹사평대로 73,37.5236122,126.99279170000001
6011,용강중학교,1968-10-17,서울특별시 용산구 이촌동 301-78,서울특별시 용산구 이촌로65가길 91,37.5215772,126.9754842
6012,오산중학교,1907-05-15,서울특별시 용산구 보광동 168-4,서울특별시 용산구 보광로7길 17,37.523781799999995,127.0008688
6013,배문중학교,1955-03-07,서울특별시 용산구 서계동 259-3,서울특별시 용산구 효창원로 258,37.549919700000004,126.96390490000002
6014,신광여자중학교,1946-08-07,서울특별시 용산구 청파동3가 100,서울특별시 용산구 청파로 263,37.542946,126.9694483
6015,보성여자중학교,1907-10-10,서울특별시 용산구 용산동2가 1-1123,서울특별시 용산구 신흥로3가길 66,37.543080200000006,126.98428510000001
6016,성심여자중학교,1957-05-25,서울특별시 용산구 원효로4가 1-1,서울특별시 용산구 원효로19길 49,37.53421029999999,126.9545942
6017,방산중학교,1991-03-01,서울특별시 송파구 방이동 220,서울특별시 송파구 오금로29길 31,37.5093713,127.1218761
6018,서울체육중학교,1971-03-20,서울특별시 송파구 방이동 88-14,서울특별시 송파구 강동대로 232,37.522330100000005,127.1298248
6019,오륜중학교,1989-04-18,서울특별시 송파구 방이동 89-7,서울특별시 송파구 양재대로 1242,37.5163227,127.13892240000001
6020,가원중학교,1988-12-24,서울특별시 송파구 가락동 106-3,서울특별시 송파구 중대로10길 40-18,37.491000299999996,127.12317150000001
6021,문정중학교,1990-01-20,서울특별시 송파구 문정동 12-1,서울특별시 송파구 문정로 73,37.488481,127.1300195
6022,신천중학교,1975-11-14,서울특별시 송파구 잠실동 19-4,서울특별시 송파구 백제고분로 11,37.5162516,127.07928400000002
6023,잠신중학교,1984-04-25,서울특별시 송파구 잠실동 22-1,서울특별시 송파구 잠실로 12,37.5161411,127.087802
6024,잠실중학교,1980-05-06,서울특별시 송파구 신천동 7-1,서울특별시 송파구 올림픽로35길 130,37.517819200000005,127.09866470000001
6025,석촌중학교,1982-01-07,서울특별시 송파구 가락동 43,서울특별시 송파구 송이로15길 13,37.501454100000004,127.12111680000001
6026,송파중학교,1978-10-10,서울특별시 송파구 가락동 139,서울특별시 송파구 동남로 203,37.4959234,127.1299138
6027,거원중학교,1998-03-01,서울특별시 송파구 거여동 296,서울특별시 송파구 양산로2길 30,37.48772279999999,127.14654920000001
6028,방이중학교,1985-04-12,서울특별시 송파구 방이동 53,서울특별시 송파구 오금로11길 64,37.5150094,127.11324350000001
6029,가락중학교,1986-05-06,서울특별시 송파구 송파동 168,서울특별시 송파구 송이로 45,37.502487200000004,127.11875249999999
6030,세륜중학교,1992-03-01,서울특별시 송파구 오금동 7-3,서울특별시 송파구 양재대로72길 41,37.5089324,127.13124479999999
6031,오금중학교,1987-03-01,서울특별시 송파구 오금동 34,서울특별시 송파구 오금로35길 20,37.5052698,127.1288000083
6032,오주중학교,1984-09-01,서울특별시 송파구 오금동 59,서울특별시 송파구 동남로 281,37.5015061,127.1362666
6033,풍납중학교,1983-04-11,서울특별시 송파구 풍납동 390,서울특별시 송파구 올림픽로43길 20,37.5253654,127.11563020000001
6034,풍성중학교,1991-04-30,서울특별시 송파구 풍납동 388-16,서울특별시 송파구 강동대로2길 27,37.5254398,127.11288359999999
6035,아주중학교,1987-03-01,서울특별시 송파구 잠실동 115,서울특별시 송파구 올림픽로4길 69,37.5052288,127.0765489
6036,문현중학교,2009-03-01,서울특별시 송파구 장지동 838-3,서울특별시 송파구 충민로 99,37.480583200000005,127.1279481
6037,보성중학교,1906-09-05,서울특별시 송파구 방이동 89-22,서울특별시 송파구 양재대로 1278,37.520089,127.1357303
6038,배명중학교,1934-10-07,서울특별시 송파구 삼전동 172-1,서울특별시 송파구 삼학사로 11,37.4976895,127.0958111
6039,보인중학교,1908-06-08,서울특별시 송파구 오금동 162,서울특별시 송파구 오금로49길 18,37.4975703,127.1395164
6040,영파여자중학교,1967-10-28,서울특별시 송파구 풍납동 501,서울특별시 송파구 올림픽로 565,37.5327347,127.1197418
6041,일신여자중학교,1974-03-01,서울특별시 송파구 송파동 99-2,서울특별시 송파구 송파대로38길 8,37.5019724,127.11452659999998
6042,정신여자중학교,1887-10-20,서울특별시 송파구 잠실동 50-4,서울특별시 송파구 올림픽로4길 16,37.5094544,127.07384779999998
6043,강명중학교,2012-03-01,서울특별시 강동구 강일동 737,서울특별시 강동구 상일로12길 56,37.5555945,127.17489840000002
6044,천일중학교,1994-05-06,서울특별시 강동구 천호동 313-5,서울특별시 강동구 천중로 57,37.5459099,127.1276387
6045,둔촌중학교,1986-01-29,서울특별시 강동구 둔촌동 19-1,서울특별시 강동구 진황도로61길 25-30,37.5308343,127.1463303
6046,강동중학교,2010-03-01,서울특별시 강동구 강일동 347-3,서울특별시 강동구 풍산로 237,37.569649299999995,127.1778381
6047,고덕중학교,1985-03-04,서울특별시 강동구 고덕동 223,서울특별시 강동구 동남로82길 94,37.5603671,127.16164479999999
6048,명일중학교,1984-05-14,서울특별시 강동구 고덕동 489,서울특별시 강동구 양재대로156길 57,37.5575964,127.1472925
6049,신명중학교,1993-10-09,서울특별시 강동구 길동 42,서울특별시 강동구 명일로24길 25,37.5418264,127.1492982
6050,한산중학교,1990-03-01,서울특별시 강동구 둔촌동 161-1,서울특별시 강동구 풍성로 251,37.5289026,127.1403033
6051,성내중학교,1985-04-06,서울특별시 강동구 성내동 530,서울특별시 강동구 성안로7길 36,37.5290632,127.129117
6052,신암중학교,1981-05-04,서울특별시 강동구 암사동 444,서울특별시 강동구 고덕로 65,37.556369200000006,127.13361409999999
6053,강일중학교,1983-04-15,서울특별시 강동구 암사동 414-17,서울특별시 강동구 고덕로27길 12,37.5553511,127.13825859999999
6054,천호중학교,1969-11-07,서울특별시 강동구 천호동 38-1,서울특별시 강동구 상암로 153,37.546519700000005,127.13969809999999
6055,동신중학교,1950-05-16,서울특별시 강동구 천호동 447-9,서울특별시 강동구 진황도로 72,37.536769899999996,127.13436659999999
6056,배재중학교,1885-06-08,서울특별시 강동구 고덕동 313,서울특별시 강동구 고덕로 227,37.555059,127.15024809999998
6057,동북중학교,1953-06-04,서울특별시 강동구 둔촌동 180-2,서울특별시 강동구 강동대로 305,37.5197185,127.1412227
6058,상일여자중학교,1979-03-05,서울특별시 강동구 상일동 189,서울특별시 강동구 천호대로219길 61,37.5479537,127.1702183
6059,성덕여자중학교,1977-09-05,서울특별시 강동구 천호동 23-3,서울특별시 강동구 구천면로 396,37.5499625,127.1419044
6060,한영중학교,1933-04-18,서울특별시 강동구 상일동 166,서울특별시 강동구 동남로 832,37.54914229999999,127.15777299999999
6061,목운중학교,2009-05-06,서울특별시 양천구 목동 922,서울특별시 양천구 목동동로 235,37.527011200000004,126.87304509999998
6062,양동중학교,1984-03-05,서울특별시 양천구 목동 600-6,서울특별시 양천구 목동중앙북로 49,37.5483674,126.86871780000001
6063,신목중학교,1986-05-12,서울특별시 양천구 목동 902-1,서울특별시 양천구 목동중앙로 88,37.5370232,126.87307340000002
6064,신서중학교,1983-03-04,서울특별시 양천구 신정동 310-6,서울특별시 양천구 중앙로 206,37.5159658,126.85501540000001
6065,목일중학교,1986-12-17,서울특별시 양천구 신정동 330-2,서울특별시 양천구 목동동로8길 70,37.513540500000005,126.87403159999998
6066,신남중학교,1984-05-06,서울특별시 양천구 신월동 610-3,서울특별시 양천구 중앙로29길 109,37.5207753,126.8478926
6067,신화중학교,1970-03-03,서울특별시 양천구 신월동 17-7,서울특별시 양천구 남부순환로29길 35,37.5408216,126.82989750000002
6068,신월중학교,1981-03-02,서울특별시 양천구 신월동 17-6,서울특별시 양천구 남부순환로29길 25,37.5404626,126.8283912
6069,신원중학교,1986-05-02,서울특별시 양천구 신월동 43-4,서울특별시 양천구 가로공원로55길 19,37.5370912,126.8248416
6070,양서중학교,1990-04-25,서울특별시 양천구 신월동 169-4,서울특별시 양천구 남부순환로 380,37.5326286,126.82913319999999
6071,양강중학교,1987-05-07,서울특별시 양천구 신월동 499-2,서울특별시 양천구 중앙로 319,37.5249114,126.84968799999999
6072,양천중학교,1990-05-04,서울특별시 양천구 신월동 948,서울특별시 양천구 지양로7길 32,37.519000299999995,126.83054890000001
6073,강신중학교,1988-12-24,서울특별시 양천구 신월동 1010,서울특별시 양천구 남부순환로 604,37.515136600000005,126.8381588
6074,목동중학교,1981-05-20,서울특별시 양천구 신정동 88-1,서울특별시 양천구 목동동로 172,37.5209584,126.8714631
6075,금옥중학교,1981-05-02,서울특별시 양천구 신정동 729,서울특별시 양천구 신정로 213,37.5109638,126.84397240000001
6076,월촌중학교,1991-03-05,서울특별시 양천구 목동 909,서울특별시 양천구 목동서로 31,37.5370656,126.88275859999999
6077,영도중학교,1952-08-31,서울특별시 양천구 목동 735,서울특별시 양천구 목동중앙남로 27,37.5363159,126.86576999370001
6078,양정중학교,1905-05-12,서울특별시 양천구 목동 911-2,서울특별시 양천구 안양천로 1039,37.5333429,126.8866926
6079,봉영여자중학교,1951-10-08,서울특별시 양천구 신정동 325-8,서울특별시 양천구 목동동로2길 68,37.5092145,126.8601996
6080,등명중학교,1995-05-06,서울특별시 강서구 등촌동 690-4,서울특별시 강서구 공항대로39길 39,37.5601935,126.84330390000001
6081,성재중학교,1995-01-10,서울특별시 강서구 가양동 1463,서울특별시 강서구 허준로 36,37.5694512,126.84529479999999
6082,삼정중학교,1994-01-05,서울특별시 강서구 방화동 856,서울특별시 강서구 금낭화로 210,37.5814883,126.8105997
6083,수명중학교,2008-03-01,서울특별시 강서구 내발산동 757,서울특별시 강서구 수명로2길 16,37.5485652,126.8240588
6084,경서중학교,1993-04-04,서울특별시 강서구 가양동 1483,서울특별시 강서구 양천로59길 31,37.56124260000001,126.8577618
6085,공항중학교,1955-04-28,서울특별시 강서구 공항동 12-3,서울특별시 강서구 방화대로 241,37.562178,126.8149676
6086,송정중학교,1991-03-01,서울특별시 강서구 공항동 768-1,서울특별시 강서구 남부순환로 121,37.5531576,126.81524340000001
6087,백석중학교,1983-03-01,서울특별시 강서구 등촌동 520-5,서울특별시 강서구 등촌로51나길 35,37.548291299999995,126.85895420000001
6088,방화중학교,1986-04-25,서울특별시 강서구 방화동 636-1,서울특별시 강서구 개화동로27길 9,37.564335,126.8071071
6089,방원중학교,1994-05-12,서울특별시 강서구 방화동 808,서울특별시 강서구 금낭화로 268,37.5759747,126.80861670000002
6090,염창중학교,1984-01-16,서울특별시 강서구 염창동 85,서울특별시 강서구 양천로67가길 83,37.554263299999995,126.8717495
6091,염경중학교,2006-05-23,서울특별시 강서구 염창동 79-8,서울특별시 강서구 양천로69길 35,37.554539399999996,126.87053130000001
6092,화원중학교,1996-03-02,서울특별시 강서구 화곡동 351-94,서울특별시 강서구 강서로17나길 86,37.536215000000006,126.8424164
6093,등원중학교,1995-05-04,서울특별시 강서구 등촌동 707-4,서울특별시 강서구 화곡로65길 50,37.559717799999994,126.85168020000002
6094,마포중학교,1950-06-01,서울특별시 강서구 등촌동 82-1,서울특별시 강서구 화곡로 403,37.5599899,126.8531328
6095,화곡중학교,1974-01-05,서울특별시 강서구 내발산동 715,서울특별시 강서구 강서로45길 70,37.5491579,126.8326534
6096,명덕여자중학교,1977-10-15,서울특별시 강서구 내발산동 169-1,서울특별시 강서구 강서로47길 34-10,37.5532299,126.83481709999998
6097,신정여자중학교,1978-12-05,서울특별시 강서구 화곡동 477-1,서울특별시 강서구 등촌로13아길 20,37.538115600000005,126.8564162
6098,덕원중학교,1979-03-06,서울특별시 강서구 내발산동 산58,서울특별시 강서구 강서로45길 91-44,37.5486229,126.8290243
6099,등촌중학교,1981-01-30,서울특별시 강서구 등촌동 산36-4,서울특별시 강서구 공항대로 484-12,37.552483,126.8592134
6100,반포중학교,1975-03-04,서울특별시 서초구 반포동 936,서울특별시 서초구 신반포로 67,37.5030439,126.99160390000002
6101,이수중학교,1982-09-21,서울특별시 서초구 방배동 974-22,서울특별시 서초구 방배중앙로3길 32,37.4806304,126.98986070000001
6102,경원중학교,1981-03-01,서울특별시 서초구 잠원동 66-1,서울특별시 서초구 신반포로33길 39,37.511581899999996,127.0090169
6103,원촌중학교,1983-03-01,서울특별시 서초구 반포동 22,서울특별시 서초구 사평대로45길 10,37.5063266,127.01469840000001
6104,신반포중학교,1984-01-09,서울특별시 서초구 반포동 3-1,서울특별시 서초구 신반포로19길 26,37.5062662,126.9961146
6105,방배중학교,1981-04-30,서울특별시 서초구 반포동 586-1,서울특별시 서초구 동광로 144,37.4948667,126.9978288
6106,서일중학교,1987-04-30,서울특별시 서초구 서초동 1313,서울특별시 서초구 서운로21길 2,37.49852979999999,127.02321909999999
6107,서운중학교,1982-03-01,서울특별시 서초구 서초동 1325-1,서울특별시 서초구 서운로 115,37.4939488,127.0245385
6108,서초중학교,1979-08-30,서울특별시 서초구 서초동 1741-13,서울특별시 서초구 반포대로13길 48,37.485539200000005,127.00852079999999
6109,언남중학교,1989-03-03,서울특별시 서초구 양재동 310,서울특별시 서초구 동산로 55,37.472401700000006,127.04428130000001
6110,신동중학교,1990-05-22,서울특별시 서초구 잠원동 54-6,서울특별시 서초구 나루터로 27,37.516915399999995,127.01291770000002
6111,세화여자중학교,1978-03-01,서울특별시 서초구 반포동 13,서울특별시 서초구 신반포로 56-7,37.5019828,126.99422779999999
6112,동덕여자중학교,1910-04-28,서울특별시 서초구 방배동 산81-5,서울특별시 서초구 효령로2길 123-5,37.475876799999995,126.99199579999998
6113,서문여자중학교,1978-12-29,서울특별시 서초구 방배동 1514,서울특별시 서초구 동광로12길 84,37.4889191,126.9845622
6114,언북중학교,1982-07-16,서울특별시 강남구 논현동 69,서울특별시 강남구 도산대로38길 27,37.5194271,127.0331257
6115,신사중학교,1984-04-18,서울특별시 강남구 압구정동 410,서울특별시 강남구 압구정로 123,37.5246989,127.0211909
6116,대왕중학교,1994-05-06,서울특별시 강남구 수서동 750,서울특별시 강남구 광평로20길 7,37.4834601,127.0873402
6117,대청중학교,1987-05-06,서울특별시 강남구 대치동 502,서울특별시 강남구 양재천로 321,37.490430200000006,127.0583513
6118,구룡중학교,1989-04-18,서울특별시 강남구 개포동 650,서울특별시 강남구 선릉로 103,37.4861533,127.05612279999998
6119,대명중학교,1990-03-01,서울특별시 강남구 대치동 952,서울특별시 강남구 역삼로87길 26,37.506337,127.0609831
6120,대치중학교,1986-01-29,서울특별시 강남구 도곡동 460,서울특별시 강남구 남부순환로378길 39,37.4845787,127.0470673
6121,도곡중학교,1991-04-23,서울특별시 강남구 도곡동 541-2,서울특별시 강남구 언주로57길 31,37.492306400000004,127.0452176
6122,언주중학교,1980-05-01,서울특별시 강남구 삼성동 28,서울특별시 강남구 선릉로116길 57,37.5146544,127.0466835
6123,봉은중학교,1986-03-01,서울특별시 강남구 삼성동 82-7,서울특별시 강남구 영동대로128길 59,37.5189756,127.0623915
6124,수서중학교,1993-04-30,서울특별시 강남구 수서동 710,서울특별시 강남구 광평로59길 57,37.4912039,127.10237930000001
6125,신구중학교,1988-04-25,서울특별시 강남구 신사동 621,서울특별시 강남구 압구정로36길 17,37.527442799999996,127.0316722
6126,압구정중학교,1983-03-01,서울특별시 강남구 압구정동 471,서울특별시 강남구 압구정로 225,37.530242799999996,127.03300379999999
6127,역삼중학교,1985-03-05,서울특별시 강남구 역삼동 767-20,서울특별시 강남구 도곡로43길 10,37.4959342,127.04884440000001
6128,청담중학교,1984-04-27,서울특별시 강남구 청담동 143,서울특별시 강남구 압구정로61길 36,37.52866029999999,127.0448097
6129,개원중학교,1985-03-01,서울특별시 강남구 개포동 184,서울특별시 강남구 영동대로 101,37.491641200000004,127.0714149
6130,휘문중학교,1906-05-01,서울특별시 강남구 대치동 952-1,서울특별시 강남구 역삼로 541,37.505287700000004,127.0619841
6131,단국대학교사범대학부속중학교,1941-05-25,서울특별시 강남구 대치동 1013-2,서울특별시 강남구 도곡로64길 21,37.4955055,127.0567133
6132,중동중학교,1906-05-10,서울특별시 강남구 일원동 692,서울특별시 강남구 일원로8길 37,37.488515500000005,127.07861240000001
6133,숙명여자중학교,1906-05-22,서울특별시 강남구 도곡동 91,서울특별시 강남구 남부순환로 2807,37.4914745,127.0526124
6134,진선여자중학교,1976-05-20,서울특별시 강남구 역삼동 713,서울특별시 강남구 선릉로85길 27,37.502323,127.04828619999999
