,학교명,설립일자,소재지지번주소,소재지도로명주소,위도,경도
302,서울마천초등학교,1978-05-04,서울특별시 송파구 마천동 183-4,서울특별시 송파구 마천로61다길 24,37.495507,127.1526301
303,서울오륜초등학교,1989-04-19,서울특별시 송파구 방이동 89-16,서울특별시 송파구 양재대로 1196,37.5124246,127.1345763
304,서울세륜초등학교,1989-04-19,서울특별시 송파구 방이동 89-23,서울특별시 송파구 양재대로 1264,37.518559100000004,127.13416200000002
305,서울방산초등학교,1992-10-22,서울특별시 송파구 방이동 220-4,서울특별시 송파구 오금로27길 42,37.509555999999996,127.1210892
306,서울삼전초등학교,1983-05-10,서울특별시 송파구 삼전동 63,서울특별시 송파구 백제고분로28길 19,37.501699200000004,127.09326940000001
307,서울석촌초등학교,1990-05-10,서울특별시 송파구 석촌동 267,서울특별시 송파구 가락로11길 26,37.502629799999994,127.1052132
308,서울송파초등학교,1985-10-21,서울특별시 송파구 송파동 114,서울특별시 송파구 백제고분로 400,37.5071366,127.11111880000001
309,서울오금초등학교,1993-10-28,서울특별시 송파구 오금동 7,서울특별시 송파구 위례성대로22길 11,37.508866299999994,127.1323305
310,서울거여초등학교,1967-11-23,서울특별시 송파구 오금동 108,서울특별시 송파구 마천로25길 18,37.50516939999999,127.1409011
311,서울개롱초등학교,2008-03-03,서울특별시 송파구 오금동 159,서울특별시 송파구 문정로 211,37.497360799999996,127.1398869
312,서울잠전초등학교,1981-11-26,서울특별시 송파구 잠실동 229,서울특별시 송파구 올림픽로12길 51,37.5073394,127.0838483
313,서울풍납초등학교,1980-08-01,서울특별시 송파구 풍납동 165,서울특별시 송파구 풍성로 43,37.5344059,127.11720559999999
314,서울토성초등학교,1984-04-21,서울특별시 송파구 풍납동 251,서울특별시 송파구 풍성로20길 44,37.5318847,127.1156313
315,서울풍성초등학교,1991-04-24,서울특별시 송파구 풍납동 388-8,서울특별시 송파구 강동대로2길 13,37.5262933,127.1134868
316,서울아주초등학교,1987-04-24,서울특별시 송파구 잠실동 115,서울특별시 송파구 올림픽로4길 59,37.5058275,127.07576399999999
317,서울버들초등학교,2007-09-01,서울특별시 송파구 잠실동 35-6,서울특별시 송파구 석촌호수로 81,37.510281400000004,127.08906770000002
318,서울신천초등학교,1959-05-26,서울특별시 송파구 잠실동 27-5,서울특별시 송파구 올림픽로 215,37.5140127,127.0950476
319,서울선린초등학교,1985-10-24,서울특별시 강동구 둔촌동 91-17,서울특별시 강동구 진황도로61길 29,37.5297612,127.1455951
320,서울고명초등학교,1980-11-29,서울특별시 강동구 명일동 296-1,서울특별시 강동구 고덕로46길 53,37.5529723,127.14743729999999
321,서울묘곡초등학교,1985-10-23,서울특별시 강동구 고덕동 498,서울특별시 강동구 동남로79길 46,37.558713399999995,127.153094
322,서울강일초등학교,1993-07-20,서울특별시 강동구 강일동 685,서울특별시 강동구 아리수로98길 24,37.565256899999994,127.1772858
323,서울고덕초등학교,1984-05-11,서울특별시 강동구 고덕동 158,서울특별시 강동구 아리수로82길 42,37.5612943,127.16607900000001
324,서울강덕초등학교,1987-04-06,서울특별시 강동구 고덕동 222,서울특별시 강동구 동남로82길 94-54,37.5595469,127.16048400000001
325,서울명덕초등학교,1985-05-03,서울특별시 강동구 고덕동 487-15,서울특별시 강동구 양재대로156길 11,37.556763000000004,127.1450817
326,서울신명초등학교,1982-05-04,서울특별시 강동구 길동 42,서울특별시 강동구 명일로24길 33,37.5409425,127.14998899999999
327,서울길동초등학교,1974-06-07,서울특별시 강동구 길동 362,서울특별시 강동구 양재대로116길 69,37.5385062,127.1449741
328,서울천동초등학교,1983-06-07,서울특별시 강동구 길동 371-1,서울특별시 강동구 성안로 200,37.541015,127.13782759999998
329,서울한산초등학교,1990-05-01,서울특별시 강동구 둔촌동 149,서울특별시 강동구 풍성로 261,37.5286963,127.1410767
330,서울명원초등학교,1987-04-22,서울특별시 강동구 명일동 39,서울특별시 강동구 명일로 364,37.551288899999996,127.1504189
331,서울대명초등학교,1986-05-06,서울특별시 강동구 명일동 234,서울특별시 강동구 상암로 271,37.547667,127.15328970000002
332,서울고일초등학교,1984-05-06,서울특별시 강동구 상일동 125,서울특별시 강동구 구천면로93길 20,37.5515408,127.16941159999999
333,서울상일초등학교,1921-10-02,서울특별시 강동구 상일동 325-1,서울특별시 강동구 천호대로 1477,37.5475717,127.1726617
334,서울강명초등학교,2011-03-01,서울특별시 강동구 상일동 480,서울특별시 강동구 상일로 74-1,37.554706599999996,127.1733624
335,서울성일초등학교,1983-10-06,서울특별시 강동구 성내동 531,서울특별시 강동구 성내로15길 33,37.5297091,127.12840759999999
336,서울성내초등학교,1969-03-27,서울특별시 강동구 성내동 300-3,서울특별시 강동구 성내로3길 19,37.5313588,127.1225001
337,서울명일초등학교,1980-10-06,서울특별시 강동구 암사동 418-18,서울특별시 강동구 고덕로38길 8,37.5545424,127.14256950000001
338,서울천일초등학교,1985-10-17,서울특별시 강동구 천호동 217-70,서울특별시 강동구 구천면로 266,37.5443609,127.13343880000001
339,서울천호초등학교,1944-09-20,서울특별시 강동구 천호동 230-9,서울특별시 강동구 구천면로 310-11,37.5477199,127.13659059999999
340,서울강동초등학교,1977-05-04,서울특별시 강동구 천호동 306,서울특별시 강동구 상암로14길 77,37.5463648,127.1301879
341,서울선사초등학교,2001-09-01,서울특별시 강동구 암사동 186-1,서울특별시 강동구 올림픽로 837,37.5558491,127.1282034
342,서울신암초등학교,1980-11-03,서울특별시 강동구 암사동 517,서울특별시 강동구 올림픽로93길 33-16,37.5500219,127.1244047
343,서울신은초등학교,2011-09-01,서울특별시 양천구 신정동 1319,서울특별시 양천구 신정이펜2로 30,37.5139137,126.83217109999998
344,서울목원초등학교,1995-06-05,서울특별시 양천구 목동 191-1,서울특별시 양천구 목동중앙로 204,37.5429195,126.8824461
345,서울경인초등학교,1986-11-27,서울특별시 양천구 목동 911-4,서울특별시 양천구 안양천로 1009,37.5328698,126.8856977
346,서울서정초등학교,1987-10-17,서울특별시 양천구 목동 927-5,서울특별시 양천구 목동로8길 19,37.5234513,126.8672365
347,서울목운초등학교,2009-05-06,서울특별시 양천구 목동 922,서울특별시 양천구 목동동로 235,37.527011200000004,126.87304509999998
348,서울계남초등학교,1979-05-06,서울특별시 양천구 신정동 325-7,서울특별시 양천구 목동동로2길 54,37.510169399999995,126.86001680000001
349,서울은정초등학교,1996-07-10,서울특별시 양천구 신정동 276-2,서울특별시 양천구 목동남로 85,37.511129,126.8670412
350,서울신서초등학교,1987-10-22,서울특별시 양천구 신정동 312-1,서울특별시 양천구 목동서로10길 35,37.5205589,126.8623322
351,서울양명초등학교,1983-03-02,서울특별시 양천구 신정동 310-6,서울특별시 양천구 중앙로 204,37.516375,126.8566344
352,서울신기초등학교,2010-10-02,서울특별시 양천구 신정동 1274,서울특별시 양천구 신정로 292,37.511368299999994,126.85421459999999
353,서울남명초등학교,1992-10-29,서울특별시 양천구 신정동 653-5,서울특별시 양천구 중앙로23길 3,37.5156836,126.85408390000002
354,서울양목초등학교,1980-04-17,서울특별시 양천구 신정동 1001,서울특별시 양천구 목동로11길 30,37.523916799999995,126.86147079999999
355,서울갈산초등학교,1987-11-26,서울특별시 양천구 신정동 330-10,서울특별시 양천구 목동로 31,37.5123723,126.87022859999999
356,서울강신초등학교,1985-03-04,서울특별시 양천구 신월동 6-7,서울특별시 양천구 월정로 280,37.542100500000004,126.82958229999998
357,서울양화초등학교,1979-04-04,서울특별시 양천구 목동 542,서울특별시 양천구 목동중앙북로16길 57,37.5436699,126.8739855
358,서울정목초등학교,1981-09-21,서울특별시 양천구 목동 757-2,서울특별시 양천구 목동중앙로3길 30-10,37.5365297,126.870051
359,서울양원초등학교,1991-05-06,서울특별시 양천구 신월동 260-1,서울특별시 양천구 화곡로 16,37.5382167,126.82310559999999
360,서울신원초등학교,1981-07-19,서울특별시 양천구 신월동 202-1,서울특별시 양천구 남부순환로58길 32,37.529502799999996,126.82985500000001
361,서울강서초등학교,1980-10-18,서울특별시 양천구 신월동 441,서울특별시 양천구 오목로 31,37.5224134,126.8409892
362,서울신강초등학교,1984-06-01,서울특별시 양천구 신월동 864,서울특별시 양천구 중앙로55길 72,37.525842499999996,126.8422626
363,서울양강초등학교,1987-04-23,서울특별시 양천구 신월동 496,서울특별시 양천구 오목로 101,37.523604,126.8474801
364,서울신남초등학교,1983-10-24,서울특별시 양천구 신월동 587,서울특별시 양천구 절골8길 33,37.5165295,126.8447978
365,서울강월초등학교,1988-05-06,서울특별시 양천구 신월동 987-3,서울특별시 양천구 신월로 97,37.516341,126.8334325
366,서울목동초등학교,1974-07-01,서울특별시 양천구 신정동 86-2,서울특별시 양천구 목동동로12길 12,37.522808000000005,126.87212009999999
367,서울신목초등학교,1982-04-08,서울특별시 양천구 신정동 281-2,서울특별시 양천구 신목로5길 11-6,37.5166096,126.8726419
368,서울지향초등학교,2002-09-01,서울특별시 양천구 신정동 1284,서울특별시 양천구 신정로11길 74,37.512839299999996,126.83702360000001
369,서울장수초등학교,2006-03-01,서울특별시 양천구 신정동 1288-2,서울특별시 양천구 신정로13가길 30,37.512997999999996,126.84515800000001
370,서울양동초등학교,1972-08-11,서울특별시 양천구 신정동 941,서울특별시 양천구 오목로23길 24,37.5258469,126.85124040000001
371,서울월촌초등학교,1986-04-17,서울특별시 양천구 목동 901-1,서울특별시 양천구 목동중앙로 132,37.5406954,126.876258
372,서울영도초등학교,1986-11-27,서울특별시 양천구 목동 903-1,서울특별시 양천구 목동중앙로 70,37.5359626,126.871927
373,서울화일초등학교,2005-05-06,서울특별시 강서구 화곡동 61-184,서울특별시 강서구 까치산로10길 70,37.540726,126.84740759999998
374,서울우장초등학교,1983-06-10,서울특별시 강서구 화곡동 18-5,서울특별시 강서구 화곡로 263,37.5496374,126.8459831
375,서울신정초등학교,1949-10-01,서울특별시 강서구 화곡동 869-42,서울특별시 강서구 곰달래로31가길 27,37.5320724,126.8523594
376,서울신곡초등학교,1984-10-22,서울특별시 강서구 화곡동 476-42,서울특별시 강서구 등촌로13자길 42-14,37.539093900000005,126.85601159999999
377,서울등마초등학교,2009-03-02,서울특별시 강서구 등촌동 718,서울특별시 강서구 등촌로35길 12,37.542045200000004,126.86166809999999
378,서울등양초등학교,1994-11-30,서울특별시 강서구 등촌동 691,서울특별시 강서구 강서로56나길 140,37.5649455,126.8447608
379,서울염경초등학교,2005-10-26,서울특별시 강서구 염창동 79,서울특별시 강서구 양천로69길 49,37.5550015,126.871205
380,서울염창초등학교,1963-07-01,서울특별시 강서구 염창동 269,서울특별시 강서구 양천로 646-28,37.5532243,126.86760020000001
381,서울치현초등학교,1994-09-01,서울특별시 강서구 방화동 833,서울특별시 강서구 방화대로47길 43,37.5759194,126.81464380000001
382,서울삼정초등학교,1994-05-06,서울특별시 강서구 방화동 798,서울특별시 강서구 금낭화로 222,37.58050789999999,126.8104935
383,서울정곡초등학교,1993-09-23,서울특별시 강서구 방화동 836,서울특별시 강서구 방화대로50길 22,37.5769549,126.81893400000001
384,서울가곡초등학교,1993-04-13,서울특별시 강서구 마곡동 728-28,서울특별시 강서구 공항대로36길 74,37.5557076,126.8361018
385,서울발산초등학교,1979-10-18,서울특별시 강서구 내발산동 408,서울특별시 강서구 강서로45길 113,37.550262,126.8309942
386,서울양천초등학교,1900-04-01,서울특별시 강서구 가양동 272-11,서울특별시 강서구 양천로 329,37.570189500000005,126.83953840000001
387,서울탑산초등학교,1994-06-01,서울특별시 강서구 가양동 1473,서울특별시 강서구 허준로 109,37.5670167,126.8523675
388,서울가양초등학교,1992-07-15,서울특별시 강서구 가양동 1484,서울특별시 강서구 허준로 186,37.5622166,126.85852050000001
389,서울송정초등학교,1936-09-06,서울특별시 강서구 공항동 22-16,서울특별시 강서구 공항대로3길 18,37.5622318,126.8102817
390,서울내발산초등학교,1984-06-21,서울특별시 강서구 내발산동 707,서울특별시 강서구 강서로46길 23,37.5508811,126.838163
391,서울등촌초등학교,1982-07-07,서울특별시 강서구 등촌동 520-4,서울특별시 강서구 등촌로39길 71,37.5476125,126.8579416
392,서울백석초등학교,1984-05-22,서울특별시 강서구 등촌동 650-14,서울특별시 강서구 공항대로 491,37.5536473,126.8624253
393,서울송화초등학교,1990-10-04,서울특별시 강서구 마곡동 731-229,서울특별시 강서구 방화대로34길 2,37.5681509,126.8180317
394,서울개화초등학교,1956-07-10,서울특별시 강서구 방화동 502,서울특별시 강서구 양천로 11,37.5739427,126.8046463
395,서울방화초등학교,1986-05-06,서울특별시 강서구 방화동 542-2,서울특별시 강서구 양천로6길 92,37.5687036,126.80749879999999
396,서울염동초등학교,1997-05-16,서울특별시 강서구 염창동 45-4,서울특별시 강서구 양천로73길 17,37.5520943,126.8723507
397,서울화곡초등학교,1967-03-01,서울특별시 강서구 화곡동 24-266,서울특별시 강서구 초록마을로 28,37.543669799999996,126.8464706
398,서울월정초등학교,1982-04-23,서울특별시 강서구 화곡동 374-1,서울특별시 강서구 월정로 176,37.5349957,126.83629199999999
399,서울신월초등학교,1975-03-11,서울특별시 강서구 화곡동 1080,서울특별시 강서구 강서로31길 48,37.540366399999996,126.8394575
400,서울등서초등학교,1984-11-02,서울특별시 강서구 화곡동 산212,서울특별시 강서구 화곡로58길 86,37.5518833,126.8550364
401,서울등명초등학교,1995-12-06,서울특별시 강서구 등촌동 690-2,서울특별시 강서구 강서로56나길 34,37.5608951,126.8423834
402,서울등현초등학교,1995-10-21,서울특별시 강서구 등촌동 702-5,서울특별시 강서구 화곡로65길 124,37.561449700000004,126.8475976
403,서울등원초등학교,1993-10-26,서울특별시 강서구 등촌동 704-1,서울특별시 강서구 화곡로65길 90,37.5598131,126.85006829999999
404,서울수명초등학교,2008-03-01,서울특별시 강서구 내발산동 752,서울특별시 강서구 수명로1길 84,37.552774400000004,126.8238445
405,유석초등학교,1965-03-08,서울특별시 강서구 등촌동 82-1,서울특별시 강서구 화곡로69길 9,37.5608059,126.8537249
406,서울우면초등학교,2012-03-01,서울특별시 서초구 우면동 690,서울특별시 서초구 태봉로 59,37.4647094,127.02378940000001
407,서울교육대학교부설초등학교,1953-04-15,서울특별시 서초구 서초동 1650,서울특별시 서초구 서초중앙로 96,37.4908795,127.0176896
408,서울신중초등학교,1936-06-01,서울특별시 서초구 서초동 1466-5,서울특별시 서초구 남부순환로317길 15,37.4799282,127.0102613
409,서울서원초등학교,1985-04-22,서울특별시 서초구 반포동 30-8,서울특별시 서초구 고무래로 63,37.5024379,127.0146207
410,서울원촌초등학교,1979-09-18,서울특별시 서초구 반포동 21,서울특별시 서초구 사평대로45길 26,37.506189899999995,127.0125676
411,서울잠원초등학교,1978-11-21,서울특별시 서초구 반포동 17,서울특별시 서초구 신반포로16길 15-25,37.501858500000004,126.9980966
412,서울반원초등학교,1982-04-06,서울특별시 서초구 잠원동 72,서울특별시 서초구 잠원로3길 28,37.5103135,127.00405359999999
413,서울매헌초등학교,2008-03-01,서울특별시 서초구 양재동 311-1,서울특별시 서초구 언남길 8,37.4712637,127.04206979999998
414,서울반포초등학교,1974-03-20,서울특별시 서초구 반포동 937,서울특별시 서초구 신반포로 55-4,37.5024854,126.99173970000001
415,서울방일초등학교,1984-10-25,서울특별시 서초구 방배동 167-4,서울특별시 서초구 방배로18길 52,37.48520429999999,126.9988512
416,서울이수초등학교,1978-04-13,서울특별시 서초구 방배동 468-6,서울특별시 서초구 방배천로4길 23,37.4783701,126.9844162
417,서울서래초등학교,1983-04-04,서울특별시 서초구 방배동 771,서울특별시 서초구 방배로 260,37.49640529999999,126.9901572
418,서울방배초등학교,1975-09-12,서울특별시 서초구 방배동 861-1,서울특별시 서초구 방배중앙로13길 26,37.4867642,126.98719240000001
419,서울방현초등학교,1990-11-02,서울특별시 서초구 방배동 산81-1,서울특별시 서초구 효령로4길 58,37.476503799999996,126.99007379999999
420,서울서초초등학교,1982-05-06,서울특별시 서초구 서초동 1310-6,서울특별시 서초구 서운로 178,37.4990484,127.02489299999999
421,서울서이초등학교,1984-03-01,서울특별시 서초구 서초동 1334-2,서울특별시 서초구 서운로 35,37.491566299999995,127.0256187
422,서울서일초등학교,1986-10-16,서울특별시 서초구 서초동 1436-8,서울특별시 서초구 남부순환로339길 38,37.485296000000005,127.0221612
423,서울원명초등학교,1990-05-04,서울특별시 서초구 서초동 1685-1,서울특별시 서초구 고무래로 90-6,37.5007959,127.0167058
424,서울양재초등학교,1984-10-24,서울특별시 서초구 양재동 101,서울특별시 서초구 바우뫼로18길 14,37.4741645,127.03188610000001
425,서울우암초등학교,1994-11-01,서울특별시 서초구 우면동 58,서울특별시 서초구 바우뫼로7길 38,37.4722959,127.02372199999999
426,서울신동초등학교,1946-04-02,서울특별시 서초구 잠원동 54-5,서울특별시 서초구 나루터로 15,37.5171282,127.0113885
427,계성초등학교,1882-09-08,서울특별시 서초구 반포동 6-1,서울특별시 서초구 신반포로19길 23,37.50491470000001,126.9968242
428,서울봉은초등학교,1982-04-07,서울특별시 강남구 삼성동 79-2,서울특별시 강남구 학동로 610,37.5200828,127.06093090000002
429,서울대왕초등학교,1933-05-01,서울특별시 강남구 세곡동 517,서울특별시 강남구 헌릉로618길 8,37.4646214,127.10558950000001
430,서울수서초등학교,1992-07-15,서울특별시 강남구 수서동 709,서울특별시 강남구 광평로51길 46,37.4911506,127.1015496
431,서울대모초등학교,1994-10-14,서울특별시 강남구 일원동 736,서울특별시 강남구 광평로20길 27,37.4805995,127.08599369999999
432,서울대진초등학교,1992-10-26,서울특별시 강남구 개포동 13,서울특별시 강남구 개포로109길 74,37.4970106,127.07804250000001
433,서울양전초등학교,1989-05-06,서울특별시 강남구 개포동 183,서울특별시 강남구 개포로 513,37.490283700000006,127.06942350000001
434,서울구룡초등학교,1985-05-06,서울특별시 강남구 개포동 655,서울특별시 강남구 개포로 263,37.4811961,127.051773
435,서울언주초등학교,1927-10-08,서울특별시 강남구 도곡동 922,서울특별시 강남구 남부순환로363길 19,37.4863231,127.03679270000002
436,서울대치초등학교,1984-05-09,서울특별시 강남구 대치동 505,서울특별시 강남구 양재천로 363,37.491278799999996,127.06219660000001
437,서울도곡초등학교,1975-03-12,서울특별시 강남구 대치동 924-10,서울특별시 강남구 선릉로64길 33,37.4995106,127.05446359999999
438,서울대도초등학교,1980-03-27,서울특별시 강남구 도곡동 106-1,서울특별시 강남구 선릉로 209,37.4926008,127.05337759999999
439,서울개일초등학교,1987-09-01,서울특별시 강남구 개포동 174,서울특별시 강남구 개포로 401,37.486213799999994,127.05774199999999
440,서울논현초등학교,1972-11-23,서울특별시 강남구 논현동 168,서울특별시 강남구 강남대로120길 33,37.5084232,127.0262217
441,서울학동초등학교,1979-04-11,서울특별시 강남구 논현동 264-7,서울특별시 강남구 선릉로115길 42,37.512260299999994,127.0395969
442,서울대곡초등학교,1982-04-02,서울특별시 강남구 대치동 510,서울특별시 강남구 남부순환로 3022,37.4947119,127.06502649999999
443,서울대현초등학교,1985-05-08,서울특별시 강남구 대치동 969,서울특별시 강남구 역삼로98길 16,37.50372279999999,127.06356399999999
444,서울삼릉초등학교,1985-03-01,서울특별시 강남구 삼성동 42,서울특별시 강남구 봉은사로63길 22,37.513259600000005,127.04694950000001
445,서울왕북초등학교,1963-10-31,서울특별시 강남구 수서동 745,서울특별시 강남구 광평로31길 74,37.4863299,127.08605459999998
446,서울신구초등학교,1981-11-03,서울특별시 강남구 신사동 550-11,서울특별시 강남구 압구정로18길 28,37.5233613,127.02399150000001
447,서울압구정초등학교,1977-05-04,서울특별시 강남구 압구정동 461,서울특별시 강남구 압구정로39길 29,37.531739,127.03084409999998
448,서울도성초등학교,1981-09-30,서울특별시 강남구 역삼동 714,서울특별시 강남구 역삼로 313,37.5014628,127.0488738
449,서울역삼초등학교,1979-09-27,서울특별시 강남구 역삼동 833-7,서울특별시 강남구 강남대로66길 21,37.4931653,127.0326527
450,서울대청초등학교,1993-02-27,서울특별시 강남구 일원동 712,서울특별시 강남구 양재대로55길 28,37.4931475,127.08776759999999
451,서울영희초등학교,1946-10-01,서울특별시 강남구 일원동 617,서울특별시 강남구 일원로 21,37.492301700000006,127.08113119999999
452,서울일원초등학교,1984-10-10,서울특별시 강남구 일원동 691,서울특별시 강남구 영동대로4길 20,37.4897893,127.0763669
453,서울언북초등학교,1945-04-01,서울특별시 강남구 청담동 27,서울특별시 강남구 삼성로135길 42,37.5201261,127.04471409999998
454,서울청담초등학교,1980-04-04,서울특별시 강남구 청담동 142,서울특별시 강남구 압구정로71길 9,37.528281799999995,127.0451534
455,서울포이초등학교,1990-10-24,서울특별시 강남구 개포동 1273,서울특별시 강남구 개포로22길 87,37.4752929,127.0514162
456,서울신상도초등학교,1982-04-12,서울특별시 동작구 상도동 204-333,서울특별시 동작구 장승배기로 14,37.5003463,126.9446175
457,서울강남초등학교,1945-11-02,서울특별시 동작구 상도1동 501-1,서울특별시 동작구 강남초등길 15,37.506192799999994,126.95335800000001
458,서울노량진초등학교,1948-03-20,서울특별시 동작구 노량진동 237,서울특별시 동작구 장승배기로 160,37.511751200000006,126.94082220000001
459,서울본동초등학교,1948-10-30,서울특별시 동작구 본동 133,서울특별시 동작구 노량진로26길 16-40,37.5099262,126.9538533
460,서울은로초등학교,1908-11-01,서울특별시 동작구 흑석동 245-1,서울특별시 동작구 서달로 115,37.5031492,126.96000079999999
461,서울동작초등학교,1983-04-06,서울특별시 동작구 사당동 산9-1,서울특별시 동작구 동작대로29길 214,37.4941016,126.97651090000002
462,서울삼일초등학교,2007-09-01,서울특별시 동작구 사당동 산18-38,서울특별시 동작구 사당로23나길 27,37.488235499999995,126.97510159999999
463,서울행림초등학교,1992-05-06,서울특별시 동작구 사당동 산32-114,서울특별시 동작구 솔밭로 47,37.4828061,126.9649638
464,서울신남성초등학교,1975-03-11,서울특별시 동작구 사당동 199-1,서울특별시 동작구 사당로 146,37.4881508,126.96487090000001
465,서울영화초등학교,1962-09-03,서울특별시 동작구 대방동 13-2,서울특별시 동작구 등용로8길 3,37.508907,126.9329751
466,서울신길초등학교,1964-03-12,서울특별시 동작구 대방동 351-6,서울특별시 동작구 알마타길 16,37.510078,126.9262919
467,서울대림초등학교,1974-04-02,서울특별시 동작구 대방동 391-62,서울특별시 동작구 대방동1길 22,37.5006148,126.92488529999999
468,서울영본초등학교,1967-11-27,서울특별시 동작구 본동 441-11,서울특별시 동작구 만양로12가길 69,37.5112972,126.9486722
469,서울남성초등학교,1967-12-05,서울특별시 동작구 사당동 324-22,서울특별시 동작구 사당로23길 57-14,37.4845963,126.9754872
470,서울남사초등학교,1979-09-27,서울특별시 동작구 사당동 1011-1,서울특별시 동작구 동작대로13길 22,37.481944299999995,126.97823319999999
471,서울상도초등학교,1967-03-11,서울특별시 동작구 상도동 238-2,서울특별시 동작구 성대로21길 62,37.5003462,126.9372288
472,서울보라매초등학교,2005-05-06,서울특별시 동작구 신대방동 488-1,서울특별시 동작구 여의대방로16길 30,37.4958533,126.91614640000002
473,서울문창초등학교,1946-04-06,서울특별시 동작구 신대방동 640,서울특별시 동작구 신대방2길 14,37.4889831,126.9148425
474,서울흑석초등학교,1968-09-23,서울특별시 동작구 흑석동 7-1,서울특별시 동작구 현충로 87,37.5082938,126.9651701
475,중앙대학교사범대학부속초등학교,1965-03-08,서울특별시 동작구 흑석동 233-2,서울특별시 동작구 서달로 135,37.5054521,126.9596784
476,서울원신초등학교,2002-10-22,서울특별시 관악구 신림동 336,서울특별시 관악구 광신길 177,37.467197799999994,126.9272428
477,서울남부초등학교,1985-10-08,서울특별시 관악구 신림동 467,서울특별시 관악구 남부순환로163길 14,37.4851211,126.92218259999999
478,서울신우초등학교,1978-04-06,서울특별시 관악구 신림동 315,서울특별시 관악구 호암로 498,37.463265299999996,126.93253659999999
479,서울신림초등학교,1969-12-09,서울특별시 관악구 신림동 418-20,서울특별시 관악구 문성로28길 31,37.4771195,126.92687590000001
480,서울조원초등학교,2005-03-01,서울특별시 관악구 신림동 548-2,서울특별시 관악구 조원로 67,37.4841778,126.909581
481,서울난곡초등학교,1971-04-22,서울특별시 관악구 신림동 711-136,서울특별시 관악구 난곡로35길 102,37.4691296,126.9163436
482,서울삼성초등학교,1972-10-23,서울특별시 관악구 신림동 233-1,서울특별시 관악구 대학7길 52,37.468520700000006,126.9404946
483,서울미성초등학교,1980-04-17,서울특별시 관악구 신림동 768-23,서울특별시 관악구 문성로 79,37.4783386,126.91239440000001
484,서울봉현초등학교,2003-05-27,서울특별시 관악구 봉천동 1704,서울특별시 관악구 성현로 117,37.4912399617,126.9555881
485,서울청룡초등학교,1985-10-18,서울특별시 관악구 봉천동 390-3,서울특별시 관악구 관악로5길 61,37.4767248,126.9512057
486,서울봉천초등학교,1967-09-15,서울특별시 관악구 봉천동 28-6,서울특별시 관악구 행운1라길 17,37.4832688,126.9581888
487,서울원당초등학교,1973-06-27,서울특별시 관악구 봉천동 1669-1,서울특별시 관악구 봉천로 505,37.481278700000004,126.9562498
488,서울사당초등학교,1972-07-13,서울특별시 관악구 남현동 1080-1,서울특별시 관악구 남현4길 51,37.4738378,126.97335179999999
489,서울인헌초등학교,1980-04-02,서울특별시 관악구 봉천동 212-3,서울특별시 관악구 낙성대로 23,37.4767533,126.9598656
490,서울당곡초등학교,1974-09-10,서울특별시 관악구 봉천동 692-8,서울특별시 관악구 보라매로2길 23,37.49016820000001,126.9303685
491,서울신봉초등학교,1981-07-13,서울특별시 관악구 봉천동 458,서울특별시 관악구 양녕로6나길 1,37.4855755,126.9493908
492,서울구암초등학교,1977-02-11,서울특별시 관악구 봉천동 482-1,서울특별시 관악구 구암길 1,37.489661600000005,126.94739799999999
493,서울은천초등학교,1958-04-01,서울특별시 관악구 봉천동 622-1,서울특별시 관악구 은천로 69,37.4865852,126.94267830000001
494,서울관악초등학교,1971-12-04,서울특별시 관악구 봉천동 920,서울특별시 관악구 청룡4길 49,37.481024100000006,126.94255600000001
495,서울난우초등학교,1976-12-03,서울특별시 관악구 신림동 589-1,서울특별시 관악구 난우길 40,37.477117,126.9176507
496,서울난향초등학교,1981-04-06,서울특별시 관악구 신림동 672,서울특별시 관악구 난향길 9,37.4628203,126.9183355
497,서울신성초등학교,1982-10-11,서울특별시 관악구 신림동 118-1,서울특별시 관악구 신림로 114,37.4720039,126.93675220000002
498,서울행당초등학교,1962-10-26,서울특별시 성동구 행당동 320-60,서울특별시 성동구 고산자로8길 6,37.55701989999999,127.0348717
499,서울동호초등학교,2010-03-01,서울특별시 성동구 옥수동 556-1,서울특별시 성동구 동호로5길 133,37.5464614,127.0100328
500,서울경동초등학교,1913-10-01,서울특별시 성동구 성수동1가 19-1,서울특별시 성동구 성수일로 34,37.5438239,127.0500737
501,서울경수초등학교,1981-04-29,서울특별시 성동구 성수동2가 268,서울특별시 성동구 뚝섬로13길 22,37.540436,127.0580689
502,서울금북초등학교,1968-11-26,서울특별시 성동구 금호동1가 48-2,서울특별시 성동구 행당로1길 13,37.557494899999995,127.0235067
503,서울금호초등학교,1958-04-01,서울특별시 성동구 금호동2가 511,서울특별시 성동구 무수막길 69,37.5518984,127.02075500000001
504,서울옥수초등학교,1967-03-06,서울특별시 성동구 금호동4가 440-12,서울특별시 성동구 금호로1길 25,37.5455299,127.0218712
505,서울금옥초등학교,1962-04-12,서울특별시 성동구 금호동4가 999-4,서울특별시 성동구 독서당로 251,37.546321500000005,127.01760120000002
506,서울동명초등학교,1944-10-10,서울특별시 성동구 마장동 556,서울특별시 성동구 마장로29길 29,37.568123799999995,127.03510779999999
507,서울마장초등학교,2005-03-01,서울특별시 성동구 마장동 766-49,서울특별시 성동구 마장로35나길 31,37.5683089,127.0421258
508,서울사근초등학교,1967-11-13,서울특별시 성동구 사근동 291-5,서울특별시 성동구 사근동11길 16,37.562684999999995,127.047545
