유형,전체 기관명,도로명 주소,행정 구,행정 동,위도,경도
동,서울특별시 은평구 갈현1동주민센터,서울특별시 은평구 갈현로 301 (갈현동),은평구,갈현1동,37.6236952397024,126.916692800509
동,서울특별시 은평구 갈현2동주민센터,서울특별시 은평구 연서로27길 31-6 (갈현동),은평구,갈현2동,37.6183624047486,126.91571110737101
동,서울특별시 은평구 구산동주민센터,서울특별시 은평구 갈현로17길 10 (구산동),은평구,구산동,37.6117548270849,126.910354045006
동,서울특별시 은평구 녹번동주민센터,서울특별시 은평구 은평로 195 (녹번동),은평구,녹번동,37.6026414081664,126.929892506365
동,서울특별시 은평구 대조동주민센터,서울특별시 은평구 연서로20길 24-3 (대조동),은평구,대조동,37.61417377113,126.920805833926
동,서울특별시 은평구 불광1동주민센터,서울특별시 은평구 진흥로15길 10 (불광동),은평구,불광1동,37.610349419618004,126.932086219504
동,서울특별시 은평구 불광2동주민센터,서울특별시 은평구 연서로41길 16 (불광동),은평구,불광2동,37.6264894012977,126.92727675291401
동,서울특별시 은평구 수색동주민센터,서울특별시 은평구 은평터널로 27 (수색동),은평구,수색동,37.5841633337555,126.897563060966
동,서울특별시 은평구 신사1동주민센터,서울특별시 은평구 은평로2길 2 (신사동),은평구,신사1동,37.5977944331746,126.91175987525801
동,서울특별시 은평구 신사2동주민센터,서울특별시 은평구 증산로15길 47 (신사동),은평구,신사2동,37.59024474578521,126.908392890196
동,서울특별시 은평구 역촌동주민센터,서울특별시 은평구 연서로 59 (역촌동),은평구,역촌동,37.60440325179479,126.915100910457
동,서울특별시 은평구 응암1동주민센터,서울특별시 은평구 백련산로 179 (응암동),은평구,응암1동,37.6007018234759,126.926749467632
동,서울특별시 은평구 응암2동주민센터,서울특별시 은평구 백련산로 100 (응암동),은평구,응암2동,37.5945795571817,126.923067512182
동,서울특별시 은평구 응암3동주민센터,서울특별시 은평구 불광천길410-17 (응암동),은평구,불광1동,37.5922359851967,126.915720751172
동,서울특별시 은평구 증산동주민센터,서울특별시 은평구 증산서길 89 (증산동),은평구,증산동,37.5843509551885,126.907025203354
동,서울특별시 은평구 진관동주민센터,서울특별시 은평구 진관2로 31 (진관동),은평구,진관동,37.635003045307705,126.92092329768299
동,서울특별시 종로구 가회동주민센터,서울특별시 종로구 북촌로 35 (가회동),종로구,가회동,37.5800492790064,126.98478801463101
동,서울특별시 종로구 교남동주민센터,서울특별시 종로구 송월길 154 (행촌동),종로구,교남동,37.57191646008471,126.96196131478901
동,서울특별시 종로구 무악동주민센터,서울특별시 종로구 통일로14길 36 (무악동),종로구,무악동,37.5759991084773,126.958159340333
동,서울특별시 종로구 부암동주민센터,서울특별시 종로구 창의문로 145 (부암동),종로구,부암동,37.592411323163795,126.964065104835
동,서울특별시 종로구 사직동주민센터,서울특별시 종로구 사직로9길 1 (사직동),종로구,사직동,37.57606907382071,126.96885375704399
,서울특별시 상수도사업본부 뚝도아리수정수센터 수도박물관,서울특별시 성동구 왕십리로 27,성동구,성수1가1동,37.5401104572351,127.04452608976
,서울특별시 서대문구 서대문자연사박물관,서울특별시 서대문구 연희로32길51 (연희동),서대문구,연희동,37.5767525240584,126.937858159933
,서울특별시 서울시립대학교 박물관,서울특별시 동대문구 서울시립대로 163,동대문구,휘경2동,37.58301803605779,127.06086440736799
,서울특별시 서울역사박물관,서울특별시 종로구 새문안로 55,종로구,사직동,37.569700974193395,126.97009648468
,서울특별시 서울역사박물관 청계천박물관,서울특별시 성동구 청계천로 530,성동구,마장동,37.571264727944396,127.03504212179399
,서울특별시 한성백제박물관,서울특별시 송파구 위례성대로 71,송파구,오륜동,37.515428200529705,127.120800650902
보건소,서울특별시 강남구 보건소,서울특별시 강남구 선릉로 668,강남구,삼성2동,37.5164701274901,127.04190450475599
보건소,서울특별시 강동구 보건소,서울특별시 강동구 성내로 45 (성내동),강동구,성내1동,37.5295407046918,127.125584591191
보건소,서울특별시 강북구 보건소,서울특별시 강북구 한천로 897,강북구,번2동,37.6321313485575,127.038780011679
보건소,서울특별시 강서구 보건소,서울특별시 강서구 공항대로 561 (염창동),강서구,염창동,37.5496488279095,126.868280199266
보건소,서울특별시 관악구 보건소,서울특별시 관악구 관악로 145,관악구,청룡동,37.4779590473466,126.951828236337
보건소,서울특별시 광진구 보건소,서울특별시 광진구 자양로 117 (자양동),광진구,자양1동,37.537923837894894,127.08241036670401
보건소,서울특별시 구로구 보건소,서울특별시 구로구 구로중앙로28길 66 (구로동),구로구,구로5동,37.5001053591757,126.889339705021
보건소,서울특별시 금천구 보건소,서울특별시 금천구 시흥대로73길 70 (시흥동),금천구,시흥1동,37.4570662932684,126.89603722401199
보건소,서울특별시 노원구 보건소,서울특별시 노원구 노해로 437 (상계동),노원구,상계6.7동,37.654517898455,127.056296522076
보건소,서울특별시 도봉구 보건소,서울특별시 도봉구 방학로3길 117 (쌍문동),도봉구,쌍문2동,37.657940247346794,127.038830140753
보건소,서울특별시 동대문구 보건소,서울특별시 동대문구 천호대로 145 (용두동),동대문구,용신동,37.574391144752795,127.039896535824
보건소,서울특별시 동작구 보건소,서울특별시 동작구 장승배기로10길 42,동작구,상도2동,37.50444702335809,126.941089242548
보건소,서울특별시 마포구 보건소,서울특별시 마포구 월드컵로 212 (성산동),마포구,성산2동,37.5669186026682,126.90182087496599
보건소,서울특별시 서대문구 보건소,서울특별시 서대문구 연희로242 (연희동),서대문구,연희동,37.578608498345,126.936274235329
보건소,서울특별시 서울시립대학교 대학보건소,서울특별시 동대문구 서울시립대로 163,동대문구,휘경2동,37.58301803605779,127.06086440736799
보건소,서울특별시 중랑구 보건소,서울특별시 중랑구 봉화산로 179 (신내동),중랑구,신내2동,37.6065498090664,127.093543478556
보건소,서울특별시 서초구 보건소,서울특별시 서초구 사임당로 89 (서초동),서초구,서초1동,37.4901931957256,127.019468063787
보건소,서울특별시 성동구 보건소,서울특별시 성동구 마장로 23길 10 (홍익동),성동구,왕십리도선동,37.56708093826521,127.03321461436899
보건소,서울특별시 성북구 보건소,서울특별시 성북구 화랑로 63 (월곡동),성북구,월곡2동,37.6027089221303,127.039532427291
보건소,서울특별시 송파구 보건소,서울특별시 송파구 올림픽로 326 (신천동),송파구,잠실6동,37.5147562385542,127.10552651245101
보건소,서울특별시 양천구 보건소,서울특별시 양천구 목동서로 339 (신정동),양천구,신정6동,37.5443478565935,126.865493878904
보건소,서울특별시 영등포구 보건소,서울특별시 영등포구 당산로 123,영등포구,당산1동,37.5259652089339,126.896368471318
보건소,서울특별시 용산구 보건소,서울특별시 용산구 녹사평대로 150 (이태원동),용산구,이태원1동,37.532452298186605,126.990479059842
보건소,서울특별시 은평구 보건소,서울특별시 은평구 은평로 195 (녹번동),은평구,녹번동,37.6026414081664,126.929892506365
동,서울특별시 송파구 오륜동주민센터,서울특별시 송파구 양재대로 1232 (오륜동),송파구,오륜동,37.515503213216,127.134240571308
동,서울특별시 송파구 위례동주민센터,서울특별시 송파구 위례광장로 163 (위례동),송파구,장지동,37.478650034203,127.141270715756
동,서울특별시 종로구 삼청동주민센터,서울특별시 종로구 삼청로 107 (삼청동),종로구,삼청동,37.5850028496575,126.981855076952
동,서울특별시 종로구 숭인1동주민센터,서울특별시 종로구 지봉로 86 (숭인동),종로구,숭인1동,37.577818317557295,127.015625467685
동,서울특별시 종로구 숭인2동주민센터,서울특별시 종로구 종로65길 10 (숭인동),종로구,숭인2동,37.5748807077221,127.019964869837
동,서울특별시 종로구 이화동주민센터,서울특별시 종로구 이화장길 33 (이화동),종로구,이화동,37.576970359725706,127.00434132455099
동,서울특별시 종로구 종로1.2.3.4가동주민센터,서울특별시 종로구 종로17길 8 (종로2가),종로구,종로1.2.3.4가동,37.5707125757051,126.98897146405199
동,서울특별시 종로구 종로5.6가동주민센터,서울특별시 종로구 종로35가길 19 (효제동),종로구,종로5.6가동,37.5720620911227,127.00503209024299
동,서울특별시 종로구 창신1동주민센터,서울특별시 종로구 지봉로 8-6 (창신동),종로구,창신1동,37.570719730215394,127.01634379912501
동,서울특별시 종로구 창신2동주민센터,서울특별시 종로구 창신길 62 (창신동),종로구,창신2동,37.5744479489115,127.010869005109
동,서울특별시 종로구 창신3동주민센터,서울특별시 종로구 지봉로 87 (창신동),종로구,창신3동,37.5778910756758,127.014949722543
동,서울특별시 종로구 청운효자동주민센터,서울특별시 종로구 자하문로 92 (궁정동),종로구,청운효자동,37.5840887831134,126.970618852575
동,서울특별시 종로구 평창동주민센터,서울특별시 종로구 평창문화로 65 (평창동),종로구,평창동,37.6063733594161,126.968367138639
동,서울특별시 종로구 혜화동주민센터,서울특별시 종로구 혜화로 12 (혜화동),종로구,혜화동,37.5869942148184,127.000533574495
동,서울특별시 중구 광희동주민센터,서울특별시 중구 퇴계로 303-9 (광희동1가),중구,광희동,37.564456983663,127.00503499185
동,서울특별시 중구 다산동주민센터,서울특별시 중구 동호로15길 50 (신당2동),중구,다산동,37.5543338539171,127.00829464094801
동,서울특별시 중구 동화동주민센터,서울특별시 중구 다산로36길 100 (신당6동),중구,동화동,37.5599803809644,127.019420764482
동,서울특별시 중구 명동주민센터,서울특별시 중구 퇴계로20길 3 (남산동 2가),중구,명동,37.560048386957796,126.98581882842899
동,서울특별시 중구 소공동주민센터,서울특별시 중구 남대문로1길 31-5 (북창동),중구,소공동,37.5624164139686,126.977037292354
동,서울특별시 중구 신당5동주민센터,서울특별시 중구 다산로44길 85 (신당5동),중구,신당5동,37.565125742045396,127.021865369375
동,서울특별시 중구 신당동주민센터,서울특별시 중구 다산로 211 (신당동),중구,신당동,37.5621123853032,127.01454039664101
동,서울특별시 중구 약수동주민센터,서울특별시 중구 다산로 92 (신당3동),중구,약수동,37.5524720513885,127.00899394057501
동,서울특별시 중구 을지로동주민센터,서울특별시 중구 충무로9길 19 (을지로3가),중구,을지로동,37.5666949955716,126.991349241406
동,서울특별시 중구 장충동주민센터,서울특별시 중구 장충단로8길 22 (장충동1가),중구,장충동,37.561905453265,127.007839393597
동,서울특별시 중구 중림동주민센터,서울특별시 중구 서소문로6길 16 (중림동),중구,중림동,37.559429789023106,126.966259483713
동,서울특별시 중구 청구동주민센터,서울특별시 중구 청구로3길 55 (신당4동),중구,청구동,37.5570710212261,127.014687038009
동,서울특별시 중구 필동주민센터,서울특별시 중구 퇴계로36길 42 (필동2가),중구,필동,37.5601559122756,126.995596449906
동,서울특별시 중구 황학동주민센터,서울특별시 중구 황학동 난계로11길 52 (황학동),중구,황학동,37.567339713409204,127.02159573572399
동,서울특별시 중구 회현동주민센터,서울특별시 중구 퇴계로8길 46 (회현동1가),중구,회현동,37.5572900668098,126.979357339446
,서울특별시 농업기술센터,서울특별시 서초구 헌인릉1길 83-9,서초구,내곡동,37.465694291559,127.089731685401
,서울특별시 서울도서관,서울특별시 중구 세종대로 110,중구,명동,37.56631933162289,126.977830240086
소방서,서울특별시 은평소방서,서울특별시 은평구 통일로 962,은평구,진관동,37.62874304414429,126.920196978205
소방서,서울특별시 종로소방서,서울특별시 종로구 종로1길 28,종로구,종로1.2.3.4가동,37.5728498408425,126.978907888729
소방서,서울특별시 중랑소방서,서울특별시 중랑구 신내로 183,중랑구,신내2동,37.6153830846235,127.09488486145399
소방서,서울특별시 중부소방서,서울특별시 중구 퇴계로 394,중구,신당동,37.5648660247626,127.01537884360201
동,서울특별시 동대문구 전농2동주민센터,서울특별시 동대문구 사가정로 137 (전농동),동대문구,전농2동,37.578092320029505,127.060008544377
동,서울특별시 동대문구 제기동주민센터,서울특별시 동대문구 약령시로 71 (제기동),동대문구,제기동,37.583128362408,127.037822488473
동,서울특별시 동대문구 청량리동주민센터,서울특별시 동대문구 왕산로43다길 5 (청량리동),동대문구,청량리동,37.58627801995609,127.047286789821
동,서울특별시 동대문구 회기동주민센터,서울특별시 동대문구 회기로25길 12-1 (회기동),동대문구,회기동,37.5908019753908,127.055375275665
동,서울특별시 동대문구 휘경1동주민센터,서울특별시 동대문구 외대역동로6길 3 (휘경동),동대문구,휘경1동,37.5929125445309,127.06573088305299
동,서울특별시 동대문구 휘경2동주민센터,서울특별시 동대문구 한천로 329 (휘경동),동대문구,휘경2동,37.5901254192206,127.06858661753799
동,서울특별시 동작구 노량진1동주민센터,서울특별시 동작구 장승배기로28길 30,동작구,노량진1동,37.5123031804916,126.941994583325
동,서울특별시 동작구 노량진2동주민센터,서울특별시 동작구 장승배기로19길 48,동작구,노량진2동,37.5085169464852,126.93735689808001
동,서울특별시 동작구 대방동주민센터,서울특별시 동작구 여의대방로44길 20,동작구,대방동,37.508160764536,126.92632644780001
동,서울특별시 동작구 사당1동주민센터,서울특별시 동작구 동작대로17길 28,동작구,사당1동,37.4830723545725,126.978772807061
동,서울특별시 동작구 사당2동주민센터,서울특별시 동작구 동작대로29길 52,동작구,사당2동,37.48871355574421,126.97925323647199
동,서울특별시 동작구 사당3동주민센터,서울특별시 동작구 사당로17길 86,동작구,사당3동,37.4866861074167,126.97203865277001
동,서울특별시 동작구 사당4동주민센터,서울특별시 동작구 사당로16아길 6,동작구,사당4동,37.480974183044296,126.97163278209999
동,서울특별시 동작구 사당5동주민센터,서울특별시 동작구 사당로2가길 219,동작구,사당5동,37.485666315768796,126.966981240249
동,서울특별시 동작구 상도1동주민센터,서울특별시 동작구 상도로53길 9,동작구,상도1동,37.4980966653935,126.953078227136
동,서울특별시 동작구 상도2동주민센터,서울특별시 동작구 상도로 211,동작구,상도2동,37.5054678551081,126.942300734146
동,서울특별시 동작구 상도3동주민센터,서울특별시 동작구 성대로2길 11,동작구,상도3동,37.49912670507821,126.931404492495
동,서울특별시 동작구 상도4동주민센터,서울특별시 동작구 성대로29길 53,동작구,상도4동,37.5006005459791,126.9377769216
동,서울특별시 동작구 신대방1동주민센터,서울특별시 동작구 신대방길72,동작구,신대방1동,37.4889425273684,126.910038302606
동,서울특별시 동작구 신대방2동주민센터,서울특별시 동작구 여의대방로24길 106,동작구,신대방2동,37.4991982864074,126.925946735458
동,서울특별시 동작구 흑석동주민센터,서울특별시 동작구 흑석한강로 11,동작구,흑석동,37.505780606704796,126.966594304435
동,서울특별시 마포구 공덕동주민센터,서울특별시 마포구 만리재옛길 84 (공덕동),마포구,공덕동,37.550169408635504,126.96003037243601
동,서울특별시 마포구 대흥동주민센터,서울특별시 마포구 신촌로 26길 10 (노고산동),마포구,대흥동,37.555850279622796,126.942371975034
동,서울특별시 마포구 도화동주민센터,서울특별시 마포구 도화길 37 (도화동),마포구,도화동,37.54153150847971,126.949876010052
동,서울특별시 성북구 석관동주민센터,서울특별시 성북구 화랑로 296 (석관동),성북구,석관동,37.612969550578214,127.061423396175
동,서울특별시 성북구 성북동주민센터,서울특별시 성북구 성북로 37 (성북동),성북구,성북동,37.5910527069231,127.003248324454
동,서울특별시 서초구 서초4동주민센터,서울특별시 서초구 서운로26길 3,서초구,서초4동,37.5027163539552,127.02221060514
동,서울특별시 서초구 양재1동주민센터,서울특별시 서초구 바우뫼로41 (우면동),서초구,양재1동,37.4716677303525,127.026666903633
동,서울특별시 서초구 양재2동주민센터,서울특별시 서초구 강남대로12길 44,서초구,양재2동,37.470645996306295,127.04128381522301
동,서울특별시 서초구 잠원동주민센터,서울특별시 서초구 나루터로 38,서초구,잠원동,37.5149682777788,127.01398171331002
동,서울특별시 성동구 금호1가동주민센터,서울특별시 성동구 행당로 15 (금호동1가),성동구,금호1가동,37.5548664468346,127.021653544272
동,서울특별시 성동구 금호2-3가동주민센터,서울특별시 성동구 무수막18길 1 (금호동2가),성동구,금호2.3가동,37.55320828211161,127.02090985297501
동,서울특별시 성동구 금호4가동주민센터,서울특별시 성동구 독서당로46길 26 (금호동4가),성동구,금호4가동,37.547175066525504,127.022350095475
동,서울특별시 성동구 마장동주민센터,서울특별시 성동구 마장로42길 11 (마장동),성동구,마장동,37.5663218162677,127.045409008062
동,서울특별시 성동구 사근동주민센터,서울특별시 성동구 사근동길 45-8 (사근동),성동구,사근동,37.5612174244343,127.04586462301901
동,서울특별시 성동구 성수1가1동주민센터,서울특별시 성동구 뚝섬로3길 18 (성수동1가),성동구,성수1가1동,37.542032110537,127.049688235671
