유형,전체 기관명,도로명 주소,행정 구,행정 동,위도,경도
소방서,서울특별시 관악소방서,서울특별시 관악구 관악로 97,관악구,청룡동,37.4741266608285,126.952686760258
소방서,서울특별시 광진소방서,서울특별시 광진구 광나루로 480,광진구,구의1동,37.544827349139204,127.082778686238
소방서,서울특별시 구로소방서,서울특별시 구로구 경인로 408,구로구,고척1동,37.4977924053507,126.865215227799
소방서,서울특별시 노원소방서,서울특별시 노원구 한글비석로1길 8,노원구,하계1동,37.6382551285826,127.071107339414
소방서,서울특별시 도봉소방서,서울특별시 도봉구 도봉로 666,도봉구,방학1동,37.6636453552882,127.043096984986
소방서,서울특별시 동대문소방서,서울특별시 동대문구 장한로 34,동대문구,장안1동,37.56384208130429,127.06670998921301
소방서,서울특별시 동작소방서,서울특별시 동작구 여의대방로16길 55,동작구,신대방2동,37.49467377596179,126.91771897742599
소방서,서울특별시 마포소방서,서울특별시 마포구 창전로 76,마포구,신수동,37.5490736784942,126.933228592582
소방서,서울특별시 서대문소방서,서울특별시 서대문구 연희로 182,서대문구,연희동,37.5732058691259,126.93599647490801
소방서,서울특별시 서초소방서,서울특별시 서초구 사평대로 67,서초구,반포2동,37.498788841328505,126.992025168116
소방서,서울특별시 성북소방서,서울특별시 성북구 종암로 27길 3,성북구,종암동,37.6024214065716,127.03174699673401
소방서,서울특별시 소방서,서울특별시 중구 퇴계로26길 52,중구,필동,37.5589208943841,126.988996110864
소방서,서울특별시 송파소방서,서울특별시 송파구 오금로51길 56,송파구,마천2동,37.4998350066004,127.142592765256
소방서,서울특별시 양천소방서,서울특별시 양천구 목동서로 180,양천구,목1동,37.542408904731204,126.88052868727699
동,서울특별시 성북구 월곡1동주민센터,서울특별시 성북구 오패산로 96 (월곡동),성북구,월곡1동,37.61053691526849,127.03576222529199
동,서울특별시 성북구 월곡2동주민센터,서울특별시 성북구 화랑로 152 (월곡동),성북구,월곡2동,37.60577977369071,127.04787176003
동,서울특별시 성북구 장위1동주민센터,서울특별시 성북구 장위로 61 (장위동),성북구,장위1동,37.6140694655128,127.04366817524901
동,서울특별시 성북구 장위2동주민센터,서울특별시 성북구 돌곶이로27길 12 (장위동),성북구,장위2동,37.6123927150014,127.054499668668
동,서울특별시 성북구 장위3동주민센터,서울특별시 성북구 한천로 657 (장위동),성북구,장위3동,37.6165592014012,127.056614246696
동,서울특별시 성북구 정릉1동주민센터,서울특별시 성북구 정릉로38마길 33 (정릉동),성북구,정릉1동,37.6014342839831,127.016640659091
동,서울특별시 성북구 정릉2동주민센터,서울특별시 성북구 정릉로26길 1 (정릉동),성북구,정릉2동,37.604467180635794,127.011140542043
동,서울특별시 성북구 정릉3동주민센터,서울특별시 성북구 솔샘로1길 6-3 (정릉동),성북구,정릉3동,37.60896071798071,127.004180801786
동,서울특별시 성북구 정릉4동주민센터,서울특별시 성북구 보국문로 106-1 (정릉동),성북구,정릉4동,37.613362147828,127.00702103665701
동,서울특별시 성북구 종암동주민센터,서울특별시 성북구 종암로 98-8 (종암동),성북구,종암동,37.5990313989473,127.03522199088002
동,서울특별시 송파구 가락1동주민센터,서울특별시 송파구 송파대로 345 (가락동 가락초등학교 내),송파구,가락1동,37.4998455088661,127.1089204925
동,서울특별시 송파구 가락2동주민센터,서울특별시 송파구 중대로20길 6 (가락동),송파구,가락2동,37.4986779756418,127.126609860575
동,서울특별시 송파구 가락본동주민센터,서울특별시 송파구 송파대로28길 39 (가락동),송파구,가락본동,37.495577723625004,127.121759396964
동,서울특별시 송파구 거여1동주민센터,서울특별시 송파구 오금로53길 (거여동),송파구,잠실6동,37.5170620889679,127.10536302345601
동,서울특별시 송파구 거여2동주민센터,서울특별시 송파구 거마로2길 19 (거여동),송파구,거여2동,37.4935326049887,127.146823962993
동,서울특별시 송파구 마천1동주민센터,서울특별시 송파구 마천로 303 (마천동),송파구,마천1동,37.496012738504895,127.149954422321
동,서울특별시 송파구 마천2동주민센터,서울특별시 송파구 마천로 287 (마천동),송파구,마천2동,37.4968388511932,127.148532204584
동,서울특별시 송파구 문정1동주민센터,서울특별시 송파구 동남로 116 (문정동),송파구,문정1동,37.4900712691632,127.12417893545299
동,서울특별시 송파구 문정2동주민센터,서울특별시 송파구 새말로19길 6 (문정동),송파구,장지동,37.4869673619695,127.132439114048
동,서울특별시 송파구 방이1동주민센터,서울특별시 송파구 방이1동 26 (방이동),송파구,오륜동,37.515143179998496,127.10758028421199
동,서울특별시 송파구 방이2동주민센터,서울특별시 송파구 백제고분로 495 (방이동),송파구,방이2동,37.5145524294486,127.11444924645001
동,서울특별시 송파구 삼전동주민센터,서울특별시 송파구 백제고분로 236 (삼전동),송파구,삼전동,37.5027240122795,127.09252235628
동,서울특별시 송파구 석촌동주민센터,서울특별시 송파구 백제고분로37길 16 (석촌동),송파구,석촌동,37.50356528610271,127.103686069736
동,서울특별시 송파구 송파1동주민센터,서울특별시 송파구 백제고분로42길 5 (송파동),송파구,송파1동,37.505928951543396,127.109731676385
동,서울특별시 송파구 송파2동주민센터,서울특별시 송파구 송이로 32 (송파동),송파구,송파2동,37.5023160641665,127.11673533229799
동,서울특별시 강남구 대치1동주민센터,서울특별시 강남구 남부순환로391길 19,강남구,대치1동,37.4932459411649,127.05677580552799
동,서울특별시 강남구 대치2동주민센터,서울특별시 강남구 영동대로65길 24,강남구,대치2동,37.502305148815,127.064188631213
동,서울특별시 강남구 대치4동주민센터,서울특별시 강남구 도곡로77길 23,강남구,대치4동,37.4997307450914,127.05784971680299
동,서울특별시 강남구 도곡1동주민센터,서울특별시 강남구 도곡로18길 57,강남구,도곡1동,37.4883100996496,127.03888027496099
동,서울특별시 강남구 도곡2동주민센터,서울특별시 강남구 남부순환로378길 34-9,강남구,도곡2동,37.48372309463,127.046406907301
동,서울특별시 강남구 삼성1동주민센터,서울특별시 강남구 봉은사로 616,강남구,삼성1동,37.514352715810105,127.062605828181
동,서울특별시 강남구 삼성2동주민센터,서울특별시 강남구 봉은사로 419,강남구,삼성2동,37.5112062396529,127.04597616334298
동,서울특별시 강남구 세곡동주민센터,서울특별시 강남구 밤고개로 286,강남구,세곡동,37.4690516972714,127.10691394411998
동,서울특별시 강남구 수서동주민센터,서울특별시 강남구 광평로 301-4,강남구,수서동,37.48890342088121,127.104990867396
동,서울특별시 강남구 신사동주민센터,서울특별시 강남구 압구정로 128,강남구,신사동,37.523974874075705,127.02279723608
동,서울특별시 강남구 압구정동주민센터,서울특별시 강남구 압구정로33길48,강남구,압구정동,37.530617789459896,127.030652771062
동,서울특별시 강남구 역삼1동주민센터,서울특별시 강남구 역삼로7길 16,강남구,역삼1동,37.49537398829021,127.03328442948201
동,서울특별시 강남구 역삼2동주민센터,서울특별시 강남구 도곡로43길 25,강남구,역삼2동,37.495970814254605,127.04681363355
동,서울특별시 강남구 일원1동주민센터,서울특별시 강남구 양재대로55길 14,강남구,일원1동,37.49184926081,127.08802333295601
동,서울특별시 강남구 일원2동주민센터,서울특별시 강남구 개포로 607,강남구,일원2동,37.492155586165,127.073681289866
동,서울특별시 강남구 일원본동주민센터,서울특별시 강남구 광평로 126,강남구,일원본동,37.4833778296294,127.08648209584601
동,서울특별시 강남구 청담동주민센터,서울특별시 강남구 압구정로79길 26,강남구,청담동,37.525092977935294,127.049291405109
동,서울특별시 강동구 강일동주민센터,서울특별시 강동구 아리수로93길 9-14 (강일동),강동구,강일동,37.56504077490629,127.173907345248
동,서울특별시 강동구 고덕1동주민센터,서울특별시 강동구 양재대로156길 123 (고덕동),강동구,고덕1동,37.5572815698995,127.15150785278401
동,서울특별시 강동구 고덕2동주민센터,서울특별시 강동구 아리수로78길 43-12 (고덕동),강동구,고덕2동,37.5605039027297,127.16435459063
동,서울특별시 강동구 길동주민센터,서울특별시 강동구 명일로 229-1 (길동),강동구,길동,37.5392217324866,127.14619683451001
동,서울특별시 강동구 둔촌2동주민센터,서울특별시 강동구 천호대로186길 7 (둔촌동),강동구,둔촌2동,37.5333445191523,127.14194763522801
동,서울특별시 강동구 명일1동주민센터,서울특별시 강동구 양재대로138길 37 (명일동),강동구,명일1동,37.5497624446658,127.145983575821
동,서울특별시 강동구 명일2동주민센터,서울특별시 강동구 상암로 260 (명일동),강동구,명일2동,37.54635885162929,127.15134998146799
동,서울특별시 강동구 상일동주민센터,서울특별시 강동구 고덕로80길 111 (상일동),강동구,상일동,37.5519825225623,127.167068166099
동,서울특별시 강동구 성내1동주민센터,서울특별시 강동구 성내로 13 (성내동),강동구,성내1동,37.5304726607847,127.12245544468901
동,서울특별시 강동구 성내2동주민센터,서울특별시 강동구 풍성로37가길 62 (성내동),강동구,성내2동,37.532428507583795,127.129540056702
동,서울특별시 송파구 오금동주민센터,서울특별시 송파구 중대로2길 5 (오금동),송파구,문정2동,37.4889571479711,127.10962981691002
시,서울특별시청,서울특별시 중구 세종대로 110,중구,명동,37.56631933162289,126.977830240086
동,서울특별시 서초구 서초3동주민센터,서울특별시 서초구 반포대로10길 10,서초구,서초3동,37.4838018662278,127.012414927349
소방서,서울특별시 영등포소방서,서울특별시 영등포구 문래로 197,영등포구,영등포동,37.5184392565295,126.904189124445
동,서울특별시 마포구 망원1동주민센터,서울특별시 마포구 포은로6길 10 (망원동),마포구,망원1동,37.555585201761495,126.90558962704901
동,서울특별시 마포구 망원2동주민센터,서울특별시 마포구 방울내로7길 11 (망원동),마포구,망원2동,37.5603109258031,126.90231669751101
동,서울특별시 마포구 상암동주민센터,서울특별시 마포구 매봉산로2길 16 (상암동),마포구,상암동,37.578337159114795,126.894674670296
동,서울특별시 마포구 서강동주민센터,서울특별시 마포구 독막로 165 (창전동),마포구,서강동,37.5474856182312,126.931939470841
동,서울특별시 마포구 서교동주민센터,서울특별시 마포구 동교로15길 7 (서교동),마포구,서교동,37.5551118996986,126.914590572384
동,서울특별시 마포구 성산1동주민센터,서울특별시 마포구 성산로4길 15 (성산동),마포구,성산1동,37.5633675518909,126.907894987527
동,서울특별시 마포구 성산2동주민센터,서울특별시 마포구 월드컵북로30길 22 (성산동),마포구,성산2동,37.5686154277382,126.908970258414
동,서울특별시 마포구 신수동주민센터,서울특별시 마포구 독막로 192 (신수동),마포구,신수동,37.5471594624469,126.935104590182
동,서울특별시 마포구 아현동주민센터,서울특별시 마포구 마포대로7길 18 (공덕동),마포구,아현동,37.54710577838429,126.952156444496
동,서울특별시 마포구 연남동주민센터,서울특별시 마포구 성미산로29길 17-9 (연남동),마포구,연남동,37.5645090010864,126.922024950757
동,서울특별시 마포구 염리동주민센터,서울특별시 마포구 숭문길 14 (염리동),마포구,염리동,37.5470697108734,126.945645326252
동,서울특별시 마포구 용강동주민센터,서울특별시 마포구 토정로31길 31 (용강동),마포구,용강동,37.54232557402071,126.94283495537
동,서울특별시 마포구 합정동주민센터,서울특별시 마포구 동교로8길 58 (합정동),마포구,합정동,37.5494512540182,126.905747305616
동,서울특별시 서대문구 남가좌1동주민센터,서울특별시 서대문구 수색로2길48 (남가좌동),서대문구,남가좌1동,37.5712057659112,126.91579024454701
동,서울특별시 서대문구 남가좌2동주민센터,서울특별시 서대문구 증가로10길28 (남가좌동),서대문구,남가좌2동,37.5784371071873,126.923868771213
동,서울특별시 서대문구 북가좌1동주민센터,서울특별시 서대문구 수색로100-55 (북가좌동),서대문구,천연동,37.5743684063236,126.910136522518
동,서울특별시 서대문구 북가좌2동주민센터,서울특별시 서대문구 응암로1길10 (북가좌동),서대문구,북가좌2동,37.5814998140976,126.91118096762
동,서울특별시 서대문구 북아현동주민센터,서울특별시 서대문구 이화여대길92-8 (대현동),서대문구,신촌동,37.559547808820795,126.94350425802799
동,서울특별시 서대문구 신촌동주민센터,서울특별시 서대문구 이화여대길92-8 (대현동),서대문구,신촌동,37.559547808820795,126.94350425802799
동,서울특별시 서대문구 연희동주민센터,서울특별시 서대문구 연희로189 (연희동),서대문구,연희동,37.573886095991504,126.935219850986
동,서울특별시 서대문구 천연동주민센터,서울특별시 서대문구 성산로694,서대문구,천연동,37.571121337262,126.95907159665701
동,서울특별시 서대문구 충현동주민센터,서울특별시 서대문구 북아현로22길38 (북아현동),서대문구,충현동,37.5648087543522,126.95472033082301
동,서울특별시 서대문구 홍은1동주민센터,서울특별시 서대문구 홍은중앙로85 (홍은동),서대문구,홍은1동,37.5988544899234,126.947146080921
동,서울특별시 서대문구 홍은2동주민센터,서울특별시 서대문구 모래내로334 (홍은동),서대문구,홍은2동,37.580108084721,126.934150029256
동,서울특별시 서대문구 홍제1동주민센터,서울특별시 서대문구 통일로435-1 (홍제동),종로구,무악동,37.5877055677648,126.944888906304
동,서울특별시 서대문구 홍제2동주민센터,서울특별시 서대문구 통일로34길27 (홍제동),서대문구,홍제2동,37.586101872846896,126.94936693935301
동,서울특별시 서대문구 홍제3동주민센터,서울특별시 서대문구 세검정로4길32 (홍제동),서대문구,홍제3동,37.593763612685706,126.949689259853
소방서,서울특별시 용산소방서,서울특별시 용산구 한강대로 167,용산구,한강로동,37.5341085280183,126.97150714793699
구,서울특별시 강남구청,서울특별시 강남구 학동로 426,강남구,삼성2동,37.5172969535574,127.047401857859
구,서울특별시 강동구청,서울특별시 강동구 성내로 25 (성내동),강동구,성내1동,37.5298750381925,127.12442707586901
구,서울특별시 강북구청,서울특별시 강북구 도봉로89길 13,강북구,수유3동,37.6391855359371,127.025449582525
구,서울특별시 강서구청,서울특별시 강서구 화곡로 302 (화곡동),강서구,화곡6동,37.55078951059,126.850100404963
구,서울특별시 관악구청,서울특별시 관악구 관악로 145,관악구,청룡동,37.4779590473466,126.951828236337
구,서울특별시 광진구청,서울특별시 광진구 자양로 117 (자양동),광진구,자양1동,37.537923837894894,127.08241036670401
구,서울특별시 구로구청,서울특별시 구로구 가마산로 245 (구로동),구로구,구로2동,37.494953916418,126.887332665974
구,서울특별시 금천구청,서울특별시 금천구 시흥대로73길 70 (시흥동),금천구,시흥1동,37.4570662932684,126.89603722401199
구,서울특별시 노원구청,서울특별시 노원구 노해로 437 (상계동),노원구,상계6.7동,37.654517898455,127.056296522076
구,서울특별시 도봉구청,서울특별시 도봉구 마들로 656 (방학동),도봉구,방학1동,37.668716317030395,127.04713161789
구,서울특별시 동대문구청,서울특별시 동대문구 천호대로 145 (용두동),동대문구,용신동,37.574391144752795,127.039896535824
구,서울특별시 동작구청,서울특별시 동작구 장승배기로 161,동작구,노량진2동,37.5125303997061,126.94001131060101
구,서울특별시 마포구청,서울특별시 마포구 월드컵로 212 (성산동),마포구,성산2동,37.5669186026682,126.90182087496599
구,서울특별시 서대문구청,서울특별시 서대문구 연희로248 (연희동),서대문구,연희동,37.5792147854345,126.936302235822
구,서울특별시 중랑구청,서울특별시 중랑구 봉화산로 179 (신내동),중랑구,신내2동,37.6065498090664,127.093543478556
구,서울특별시 서초구청,서울특별시 서초구 남부순환로 2584,서초구,서초2동,37.483624541263794,127.03268312422199
구,서울특별시 성동구청,서울특별시 성동구 고산자로 270 (행당동),성동구,행당1동,37.5634227091764,127.036964816682
구,서울특별시 성북구청,서울특별시 성북구 보문로 168 (삼선동),성북구,삼선동,37.589456281456,127.016849818965
구,서울특별시 송파구청,서울특별시 올림픽로 326 (신천동),송파구,잠실6동,37.5147562385542,127.10552651245101
구,서울특별시 양천구청,서울특별시 양천구 목동동로 105 (신정동),양천구,신정6동,37.547342201999705,126.880527816829
구,서울특별시 영등포구청,서울특별시 영등포구 당산로 123 (당산동3가),영등포구,당산1동,37.5259652089339,126.896368471318
구,서울특별시 용산구청,서울특별시 용산구 녹사평대로 150 (이태원동),용산구,이태원1동,37.532452298186605,126.990479059842
구,서울특별시 은평구청,서울특별시 은평구 은평로 195 (녹번동),은평구,녹번동,37.6026414081664,126.929892506365
구,서울특별시 종로구청,서울특별시 종로구 삼봉로43,종로구,종로1.2.3.4가동,37.5725906422704,126.979139012595
구,서울특별시 중구청,서울특별시 중구 창경궁로 17 (예관동),중구,광희동,37.56379791300471,126.99756545915899
동,서울특별시 강남구 개포1동주민센터,서울특별시 강남구 개포로 310-17,강남구,개포1동,37.4847813405013,127.05744722538799
동,서울특별시 강남구 개포2동주민센터,서울특별시 강남구 개포로 511,강남구,개포2동,37.4897839834965,127.069076700417
동,서울특별시 강남구 개포4동주민센터,서울특별시 강남구 개포로38길 12,강남구,개포4동,37.47882622372929,127.051662534414
동,서울특별시 강남구 논현1동주민센터,서울특별시 강남구 학동로20길 25,강남구,논현1동,37.5115051266617,127.02853561414301
동,서울특별시 강남구 논현2동주민센터,서울특별시 강남구 학동로43길 17,강남구,논현2동,37.5172833949743,127.03720409446998
보건소,서울특별시 종로구 보건소,서울특별시 종로구 자하문로 19길 36,종로구,청운효자동,37.5818315126927,126.96922620970501
동,서울특별시 중랑구 망우3동주민센터,서울특별시 중랑구 용마산로 461 (망우동),중랑구,망우3동,37.5923626298234,127.098150198906
동,서울특별시 중랑구 망우본동주민센터,서울특별시 중랑구 망우로67길 10 (망우동),중랑구,망우본동,37.6005604159711,127.101485575165
동,서울특별시 중랑구 면목2동주민센터,서울특별시 중랑구 동일로101길 20-15 (면목동),중랑구,면목2동,37.589771034762286,127.07902789186501
동,서울특별시 중랑구 면목4동주민센터,서울특별시 중랑구 면목로 246 (면목동),중랑구,면목4동,37.574697908287,127.085606771633
동,서울특별시 중랑구 면목5동주민센터,서울특별시 중랑구 동일로 619 (면목동),중랑구,면목5동,37.58575379124,127.079474553128
동,서울특별시 중랑구 면목7동주민센터,서울특별시 중랑구 면목로 298 (면목동),중랑구,면목7동,37.5790099449917,127.086965270077
동,서울특별시 중랑구 면목본동주민센터,서울특별시 중랑구 면목로 397 (면목동),중랑구,면목본동,37.5873539788654,127.08755416068001
동,서울특별시 중랑구 면목제3.8동주민센터,서울특별시 중랑구 사가정로51길 48 (면목동),중랑구,면목제3.8동,37.5829561186745,127.088068985723
동,서울특별시 중랑구 묵1동주민센터,서울특별시 중랑구 공릉로2가길 5 (묵동),중랑구,묵1동,37.6124165431619,127.07848034375
동,서울특별시 중랑구 묵2동주민센터,서울특별시 중랑구 동일로157길 29 (묵동),중랑구,묵2동,37.6096123749806,127.076014902382
동,서울특별시 중랑구 상봉1동주민센터,서울특별시 중랑구 상봉중앙로1길 6 (상봉동),중랑구,상봉1동,37.59983516414629,127.08715957552799
동,서울특별시 중랑구 상봉2동주민센터,서울특별시 중랑구 봉우재로 93-5 (상봉동),중랑구,상봉2동,37.592423670933705,127.08326213574499
동,서울특별시 중랑구 신내1동주민센터,서울특별시 중랑구 용마산로129나길 35 (신내동),중랑구,신내1동,37.6058716509068,127.099505746666
동,서울특별시 중랑구 신내2동주민센터,서울특별시 중랑구 봉화산로 190 (신내동),중랑구,신내2동,37.606265755166,127.09416036277
동,서울특별시 중랑구 중화1동주민센터,서울특별시 중랑구 동일로134길 17 (중화동),중랑구,중화1동,37.601167688037,127.08065874158599
동,서울특별시 중랑구 중화2동주민센터,서울특별시 중랑구 봉화산로3길 28 (중화동),중랑구,중화2동,37.6028326546685,127.076168077378
동,서울특별시 서초구 내곡동주민센터,서울특별시 서초구 염곡말길 9 (염곡동),서초구,내곡동,37.4618240117024,127.05069903809601
동,서울특별시 서초구 반포1동주민센터,서울특별시 서초구 사평대로 273,서초구,반포1동,37.5050935940508,127.013378201348
동,서울특별시 서초구 반포2동주민센터,서울특별시 서초구 신반포로15길 16,서초구,반포2동,37.5045883982294,126.99447284255
동,서울특별시 서초구 반포3동주민센터,서울특별시 서초구 신반포로23길 78,서초구,반포3동,37.5120480182507,127.00560901668699
동,서울특별시 서초구 반포4동주민센터,서울특별시 서초구 사평대로28길,서초구,서초2동,37.49819339701629,126.98641577850401
동,서울특별시 서초구 반포본동주민센터,서울특별시 서초구 신반포로 10,서초구,반포본동,37.5004814356494,126.986091816023
,서울특별시 서울시립대학교 중앙도서관,서울특별시 동대문구 서울시립대로 163,동대문구,휘경2동,37.58301803605779,127.06086440736799
동,서울특별시 영등포구 당산1동주민센터,서울특별시 영등포구 양산로23길 11,영등포구,당산1동,37.5251277406307,126.897405077033
동,서울특별시 영등포구 당산2동주민센터,서울특별시 영등포구 당산로235,영등포구,당산2동,37.5347115307854,126.902089543612
동,서울특별시 영등포구 대림1동주민센터,서울특별시 영등포구 디지털로 441,영등포구,대림1동,37.4953849079783,126.90619506648599
동,서울특별시 영등포구 대림2동주민센터,서울특별시 영등포구 대림로23길 25,영등포구,대림2동,37.4927374431195,126.89824938870501
동,서울특별시 영등포구 대림3동주민센터,서울특별시 영등포구 대림로197,영등포구,대림3동,37.4983135671893,126.89803424771401
동,서울특별시 영등포구 도림동주민센터,서울특별시 영등포구 도영로7길 10,영등포구,도림동,37.509491129017796,126.89599835679199
동,서울특별시 영등포구 문래동주민센터,서울특별시 영등포구 문래로28길 15,영등포구,문래동,37.517108664996,126.89952269162201
동,서울특별시 영등포구 신길1동주민센터,서울특별시 영등포구 영등포로84길 24-5,영등포구,신길1동,37.5111654787442,126.92144011846901
동,서울특별시 영등포구 신길3동주민센터,서울특별시 영등포구 신길로41라길 13-8,영등포구,신길3동,37.507300686049106,126.907751195389
동,서울특별시 영등포구 신길4동주민센터,서울특별시 영등포구 신길로42길1,영등포구,신길4동,37.5084505887641,126.911276499016
동,서울특별시 영등포구 신길5동주민센터,서울특별시 영등포구 도림로 264,영등포구,신길5동,37.501638721420704,126.905217127512
동,서울특별시 영등포구 신길6동주민센터,서울특별시 영등포구 대방천로 169,영등포구,신길6동,37.4993747443107,126.90984452775
동,서울특별시 영등포구 신길7동주민센터,서울특별시 영등포구 여의대방로43길 10,영등포구,신길7동,37.5063874846339,126.921511639608
동,서울특별시 영등포구 양평1동주민센터,서울특별시 영등포구 영등포로11길 12,영등포구,양평1동,37.5236609716724,126.888235331795
동,서울특별시 영등포구 양평2동주민센터,서울특별시 영등포구 양평로20길 8-1,영등포구,양평2동,37.5377492684196,126.895928961528
동,서울특별시 영등포구 여의동주민센터,서울특별시 영등포구 국제금융로 124,영등포구,여의동,37.517690791211706,126.934611787302
동,서울특별시 영등포구 영등포동주민센터,서울특별시 영등포구 영등포로53길 22,영등포구,영등포동,37.5203884527815,126.910697534044
동,서울특별시 영등포구 영등포본동주민센터,서울특별시 영등포구신길로61길,중구,명동,37.4981643298594,126.90797396011999
동,서울특별시 용산구 남영동주민센터,서울특별시 용산구 두텁바위로 25 (갈월동),용산구,남영동,37.545774456782105,126.97482442636499
동,서울특별시 용산구 보광동주민센터,서울특별시 용산구 장문로 95 (보광동),용산구,보광동,37.5263003863815,127.00018238583
동,서울특별시 용산구 서빙고동주민센터,서울특별시 용산구 서빙고로 279 (서빙고동),용산구,서빙고동,37.5204777240603,126.99465281524799
동,서울특별시 용산구 용문동주민센터,서울특별시 용산구 새창로12길 13 (도원동),용산구,용문동,37.538956680924,126.957584934326
동,서울특별시 용산구 용산2가동주민센터,서울특별시 용산구 신흥로 90 (용산2가동),용산구,용산2가동,37.54607296465221,126.98556956632099
동,서울특별시 용산구 원효로1동주민센터,서울특별시 용산구 백범로 350 (문배동),용산구,원효로1동,37.537242498337605,126.967628086118
동,서울특별시 용산구 원효로2동주민센터,서울특별시 용산구 효창원로8길 3 (산천동),용산구,원효로2동,37.5343533590361,126.95154729421499
동,서울특별시 용산구 이촌1동주민센터,서울특별시 용산구 이촌로71길 24 (이촌동),용산구,이촌1동,37.521361322446786,126.97330093331301
동,서울특별시 용산구 이촌2동주민센터,서울특별시 용산구 이촌로18길 20 (이촌동),용산구,이촌2동,37.5262826487394,126.954659234822
동,서울특별시 용산구 이태원1동주민센터,서울특별시 용산구 보광로 104-6 (이태원동),용산구,이태원1동,37.5325069786733,126.99506754885
동,서울특별시 송파구 잠실2동주민센터,서울특별시 송파구 올림픽로 159 (잠실동),송파구,잠실2동,37.511896154393604,127.088543291549
동,서울특별시 송파구 잠실3동주민센터,서울특별시 송파구 잠실로 51-31 (잠실동),송파구,잠실3동,37.5133010874802,127.09437646276899
동,서울특별시 송파구 잠실4동주민센터,서울특별시 송파구 올림픽로35길 16 (신천동),송파구,잠실4동,37.5201584677573,127.112230666965
동,서울특별시 송파구 잠실6동주민센터,서울특별시 송파구 올림픽로35길 120 (신천동),송파구,잠실6동,37.518117653907396,127.100638629422
동,서울특별시 송파구 잠실7동주민센터,서울특별시 송파구 올림픽로4길 17 상가2층 (잠실동 아시아선수촌),송파구,잠실7동,37.5086728217916,127.077089275154
동,서울특별시 송파구 잠실본동주민센터,서울특별시 송파구 백제고분로15길 9 (잠실동),송파구,잠실본동,37.5061409064028,127.08432704876499
동,서울특별시 송파구 장지동주민센터,서울특별시 송파구 새말로19길 6 (문정동),송파구,장지동,37.4869673619695,127.132439114048
동,서울특별시 송파구 풍납1동주민센터,서울특별시 송파구 천호대로152길 7 (풍납동),송파구,풍납1동,37.5380698701461,127.122072622071
동,서울특별시 송파구 풍납2동주민센터,서울특별시 송파구 토성로 64 (풍납동),송파구,풍납2동,37.52875420614321,127.116769154514
동,서울특별시 양천구 목1동주민센터,서울특별시 양천구 목동서로 192 (목동),양천구,목1동,37.5429110246626,126.88228935848998
동,서울특별시 양천구 목3동주민센터,서울특별시 양천구 목동중앙남로16나길 55 (목동),양천구,목3동,37.543932681656706,126.86836360659099
동,서울특별시 양천구 목4동주민센터,서울특별시 양천구 목동중앙로 25 (목동),양천구,목4동,37.51050463631,126.857036526785
동,서울특별시 양천구 목5동주민센터,서울특별시 양천구 목동서로 41 (목동),양천구,신정6동,37.5424078659183,126.871814477652
동,서울특별시 양천구 신월1동주민센터,서울특별시 양천구 중앙로32길 1 (신정동),양천구,신정1동,37.5185758305645,126.854288189857
동,서울특별시 양천구 신월2동주민센터,서울특별시 양천구 목동동로 154 (신정동),양천구,신정2동,37.5433975507894,126.884045552446
동,서울특별시 양천구 신월3동주민센터,서울특별시 양천구 중앙로 209 (신정동),양천구,신정3동,37.5151500255785,126.854790847031
동,서울특별시 양천구 신월4동주민센터,서울특별시 양천구 은행정로11가길 8 (신정동),양천구,신정4동,37.523424031643295,126.85864371099
동,서울특별시 양천구 신월5동주민센터,서울특별시 양천구 목동서로 353 (신정동),양천구,신정6동,37.5443478565935,126.865493878904
동,서울특별시 양천구 신월6동주민센터,서울특별시 양천구 목동동로 37 (신정동),양천구,신정7동,37.5424078659183,126.871814477652
동,서울특별시 양천구 신월7동주민센터,서울특별시 양천구 곰달래로1길 38 (신월동),양천구,신월1동,37.532807659711295,126.831528310339
동,서울특별시 양천구 신정1동주민센터,서울특별시 양천구 중앙로53길 47 (신월동),양천구,신월2동,37.5249703457901,126.844566899295
동,서울특별시 양천구 신정2동주민센터,서울특별시 양천구 남부순환로54길 5 (신월동),양천구,신월3동,37.5336331267793,126.82908324954
동,서울특별시 양천구 신정4동주민센터,서울특별시 양천구 화곡로4길 10 (신월동),양천구,신월5동,37.5385830911718,126.827174789037
동,서울특별시 양천구 신정7동주민센터,서울특별시 양천구 남부순환로70길 16-3 (신월동),양천구,신월7동,37.5218764886064,126.834704665609
동,서울특별시 용산구 이태원2동주민센터,서울특별시 용산구 회나무로13길 58 (이태원동),용산구,이태원2동,37.5419040901832,126.99019542453199
동,서울특별시 용산구 청파동주민센터,서울특별시 용산구 청파로49길 6 (청파동2가),용산구,청파동,37.5454774168954,126.969872493746
동,서울특별시 용산구 한강로동주민센터,서울특별시 용산구 한강대로38길 28 (한강로2가),용산구,한강로동,37.528140369451606,126.96922774434401
동,서울특별시 용산구 한남동주민센터,서울특별시 용산구 대사관로5길 1 (한남동),용산구,한남동,37.5345727263292,127.00049998203698
동,서울특별시 용산구 효창동주민센터,서울특별시 용산구 효창원로 161 (효창동),용산구,효창동,37.54250943289021,126.961838071689
동,서울특별시 용산구 후암동주민센터,서울특별시 용산구 후암로 32-6 (후암동),용산구,후암동,37.5486994007913,126.97815272149799
