인허가일자,상세영업상태명,폐업일자,지번주소,도로명주소,사업장명,업태구분명,X좌표,Y좌표
20180619,영업,0,서울특별시 용산구 용산동2가 19-12번지 지상1층 ,서울특별시 용산구 신흥로15길 18-12 지상1층 (용산동2가),널담은공간(조인앤조인),카페,126.985425157085,37.5446016768456
20180703,영업,0,서울특별시 용산구 효창동 5-814번지 외 2필지 지하1층 ,서울특별시 용산구 백범로43길 2 지하1층 (효창동),카페에셀,카페,126.958059203421,37.5408976963613
20140612,영업,0,서울특별시 용산구 신계동 48번지 B103호,서울특별시 용산구 원효로 216 상가동 지하1층 B103호 (신계동 e편한세상),씨네스타커피(Cinestar coffee),카페,126.966226243946,37.5366288530455
20160829,영업,0,서울특별시 용산구 한남동 30-3번지 ,서울특별시 용산구 한남대로18길 26 1층 (한남동),크레마카탈라나,카페,127.008675145103,37.5345475473612
20160920,영업,0,서울특별시 용산구 한남동 743-8번지 ,서울특별시 용산구 이태원로49길 24 1층 (한남동),모어댄레스(more than less),카페,126.999052631285,37.5371313914435
20160926,영업,0,서울특별시 용산구 갈월동 90-8번지 ,서울특별시 용산구 한강대로 275 1층2층3층 (갈월동),스타벅스남영동,카페,126.972250594935,37.5428693068389
20141216,영업,0,서울특별시 용산구 용산동3가 1-35번지 지상1층 ,서울특별시 용산구 이태원로4길 14 지상1층 (용산동3가),빽다방용산국방부점,카페,126.975475607651,37.5338841651098
20141219,영업,0,서울특별시 용산구 서계동 223-52번지 지상1층 ,서울특별시 용산구 만리재로 194 지상1층 (서계동),엠모터스,카페,126.967763353942,37.5546763848503
20160224,영업,0,서울특별시 용산구 용산동2가 산 1-3번지 1층 ,서울특별시 용산구 남산공원길 105 1층 101102호 (용산동2가),스타벅스서울타워점,카페,126.989404159753,37.5489431139548
20101117,영업,0,서울특별시 용산구 한강로2가 222-5번지 (지상1층) ,서울특별시 용산구 한강대로 80 (한강로2가(지상1층)),카페(cafe)1895,카페,126.966508947948,37.5273679928041
20101124,영업,0,서울특별시 용산구 청파동2가 104-5번지 (지상1층) ,서울특별시 용산구 청파로 299 (청파동2가),카페 품다,카페,126.970023367309,37.5462874240055
20200218,영업,0,서울특별시 용산구 한강로2가 157-2번지 ,서울특별시 용산구 한강대로38길 17 1층 (한강로2가),플랜,카페,126.96987383064,37.5295444578714
20200121,영업,0,서울특별시 용산구 한강로2가 86-3번지 ,서울특별시 용산구 한강대로40가길 31 Y빌딩 1층 (한강로2가),삼각지,카페,126.971977775112,37.5313920287722
20200121,영업,0,서울특별시 용산구 산천동 202번지 삼성테마트 ,서울특별시 용산구 원효로 51 1층 138호 (산천동 삼성테마트),3.99브레인카페,카페,126.950408724013,37.5340286585044
20200522,영업,0,서울특별시 용산구 후암동 43-19번지 1층 101호,서울특별시 용산구 두텁바위로 137 1층 (후암동),마모에,카페,126.981341128316,37.5512820982021
20200507,영업,0,서울특별시 용산구 한강로2가 419번지 아스테리움 용산 ,서울특별시 용산구 한강대로30길 25 지1층 B116호 (한강로2가 아스테리움 용산),쥬씨용산아스테리움점,카페,126.968859586066,37.5276308275423
20200427,영업,0,서울특별시 용산구 한강로1가 239-1번지 ,서울특별시 용산구 한강대로 178 1층 (한강로1가),드라니(de Ranee),카페,126.973273956622,37.5343270699165
20200522,폐업,20200923,서울특별시 용산구 이태원동 224-78,서울특별시 용산구 회나무로26길 36 3층 (이태원동),르플랑의정원,카페,126.990034001021,37.5389445982344
20200420,영업,0,서울특별시 용산구 한남동 682-13번지 ,서울특별시 용산구 이태원로54길 16-3 4층 402호 (한남동),파크,카페,127.002436039357,37.537531954903
20200511,영업,0,서울특별시 용산구 한남동 729-9번지 ,서울특별시 용산구 한남대로27길 31 1층 (한남동),슬링스톤,카페,127.002989233145,37.5380739840029
20200423,영업,0,서울특별시 용산구 갈월동 90-15번지 ,서울특별시 용산구 한강대로 277-2 1층 (갈월동),메가커피숙대점,카페,126.972218274872,37.543060851739
20180824,영업,0,서울특별시 용산구 한강로1가 64 대우 월드마크 용산 107호,서울특별시 용산구 한강대로 211 1층 107호 (한강로1가 대우 월드마크 용산),카페서울,카페,126.972984984131,37.5371756077648
20180831,영업,0,서울특별시 용산구 청파동3가 109-12번지 지하1층 지상12층 ,서울특별시 용산구 청파로47길 37-22 지하1 지상12층 (청파동3가),레드우드(Redwood),카페,126.967943685883,37.54425746722
