X谅钎,Y谅钎,磊摹备,锅掳,1牢 啊备 痢荐,2牢 啊备 痢荐,4牢 啊备 痢荐
127.014591002663,37.6607993400973,碍合备,3286,21.0,21.0,18
127.014570044587,37.6604586570997,碍合备,3286,21.0,21.0,18
127.014564910172,37.660455846628295,碍合备,3286,21.0,21.0,18
127.014428028948,37.6604600782419,碍合备,3286,21.0,21.0,18
127.01441987982,37.660456709490106,碍合备,3286,21.0,21.0,18
127.014403933277,37.6603865974295,碍合备,3286,21.0,21.0,18
127.01439896887,37.6603837869323,碍合备,3286,21.0,21.0,18
127.014382853077,37.66038350037871,碍合备,3286,21.0,21.0,18
127.014376120457,37.6603792845538,碍合备,3286,21.0,21.0,18
127.01433679254801,37.6602365384962,碍合备,3286,21.0,21.0,18
127.01433092051501,37.6600960412294,碍合备,3285,73.0,73.0,64
127.014328613557,37.6600591555987,碍合备,3285,73.0,73.0,64
127.014326127739,37.660036631515005,碍合备,3285,73.0,73.0,64
127.014303089121,37.6599135969833,碍合备,3285,73.0,73.0,64
127.01426482091401,37.659802105569796,碍合备,3285,73.0,73.0,64
127.014113008827,37.6595000162116,碍合备,3285,73.0,73.0,64
127.01409069381799,37.6594310400042,碍合备,3285,73.0,73.0,64
127.01408714473601,37.659420057506296,碍合备,3285,73.0,73.0,64
127.014078640571,37.6593938761005,碍合备,3285,73.0,73.0,64
127.01407385558001,37.659379235778296,碍合备,3285,73.0,73.0,64
127.014024248208,37.65922720164061,碍合备,3285,73.0,73.0,64
127.014021946008,37.6592176245281,碍合备,3285,73.0,73.0,64
127.01391967112801,37.658635668983,碍合备,3285,73.0,73.0,64
127.01383904995599,37.6582986499406,碍合备,3285,73.0,73.0,64
127.013838516197,37.6582918926883,碍合备,3285,73.0,73.0,64
127.01384416907301,37.658209957484495,碍合备,3285,73.0,73.0,64
127.01384328339199,37.6581995423126,碍合备,3285,73.0,73.0,64
127.013843101322,37.6581950374595,碍合备,3285,73.0,73.0,64
127.01382006472001,37.6580759400528,碍合备,3285,73.0,73.0,64
127.01381687723101,37.6580579208961,碍合备,3285,73.0,73.0,64
127.01379702675501,37.657948121206495,碍合备,3285,73.0,73.0,64
127.013688971872,37.6576899491525,碍合备,3285,73.0,73.0,64
127.013684889741,37.6576755880399,碍合备,3285,73.0,73.0,64
127.013682764503,37.6576387023626,碍合备,3285,73.0,73.0,64
127.01368276248199,37.6576263139633,碍合备,3285,73.0,73.0,64
127.013679744808,37.657606889263796,碍合备,3285,73.0,73.0,64
127.01367460929,37.6575959069136,碍合备,3285,73.0,73.0,64
127.01353587453998,37.6570364789897,碍合备,3285,73.0,73.0,64
127.013511777549,37.65694243771139,碍合备,3285,73.0,73.0,64
127.013477046698,37.6568239090141,碍合备,3285,73.0,73.0,64
127.013464823288,37.6567811139568,碍合备,3285,73.0,73.0,64
127.01346128508,37.6567659058629,碍合备,3285,73.0,73.0,64
127.013443740938,37.656687072355204,碍合备,3285,73.0,73.0,64
127.013441438757,37.656676657320794,碍合备,3285,73.0,73.0,64
127.013433466325,37.6566414660557,碍合备,3285,73.0,73.0,64
127.01310884989401,37.655217958242105,碍合备,3209,13.0,13.0,8
127.013042395499,37.6549155705422,碍合备,3209,13.0,13.0,8
127.013039027583,37.6549012183404,碍合备,3209,13.0,13.0,8
127.01303690696,37.654891641183895,碍合备,3209,13.0,13.0,8
127.01303530806,37.6548848840279,碍合备,3209,13.0,13.0,8
127.013007674159,37.654774237988704,碍合备,3209,13.0,13.0,8
127.012949741336,37.6546126267257,碍合备,3209,13.0,13.0,8
127.012924588688,37.65457124737871,碍合备,3209,13.0,13.0,8
127.012912368759,37.6545467510493,碍合备,3209,13.0,13.0,8
127.012907527906,37.6541627109155,碍合备,3209,13.0,13.0,8
127.012892296129,37.65407993079671,碍合备,3209,13.0,13.0,8
127.01282055038,37.6538448462629,碍合备,3209,13.0,13.0,8
127.012806016714,37.65380626790029,碍合备,3209,13.0,13.0,8
127.01273978405199,37.6536807053156,碍合备,3209,13.0,13.0,8
127.012719230817,37.653626928063005,碍合备,3209,13.0,13.0,8
127.012664308298,37.65342816012679,碍合备,3209,13.0,13.0,8
127.012640912507,37.6532336057549,碍合备,3209,13.0,13.0,8
127.01265312011101,37.6531775729564,碍合备,3209,13.0,13.0,8
127.012654714988,37.6531578594685,碍合备,3209,13.0,13.0,8
127.012656296811,37.653126613499104,碍合备,3209,13.0,13.0,8
127.012647623256,37.6530962064041,碍合备,3209,13.0,13.0,8
127.012641069764,37.6530722681106,碍合备,3209,13.0,13.0,8
127.01257020856,37.6529061619655,碍合备,3209,13.0,13.0,8
127.012565786322,37.6528875842701,碍合备,3209,13.0,13.0,8
127.012515258829,37.652439633091,碍合备,3209,13.0,13.0,8
127.012444045394,37.652183699643004,碍合备,3209,13.0,13.0,8
127.012444925736,37.652159490353796,碍合备,3209,13.0,13.0,8
127.01250313017599,37.6518773625304,碍合备,3208,67.0,67.0,36
127.012512690325,37.6518506206903,碍合备,3208,67.0,67.0,36
127.012633238838,37.65162396002121,碍合备,3208,67.0,67.0,36
127.012712709808,37.6514789495206,碍合备,3208,67.0,67.0,36
127.01287145541599,37.6509473588099,碍合备,3208,67.0,67.0,36
127.012902063312,37.6508048845971,碍合备,3208,67.0,67.0,36
127.012902413563,37.6507981272466,碍合备,3208,67.0,67.0,36
127.012901709538,37.650788558954,碍合备,3208,67.0,67.0,36
127.012899575355,37.65076349401961,碍合备,3208,67.0,67.0,36
127.01290506869101,37.6507468885099,碍合备,3208,67.0,67.0,36
127.01314051224199,37.650488393679204,碍合备,3208,67.0,67.0,36
127.013336325774,37.650433468778,碍合备,3283,177.5,179.5,102
127.013677882812,37.6504950968497,碍合备,3283,177.5,179.5,102
127.013699479282,37.6504849586468,碍合备,3283,177.5,179.5,102
127.01372213741699,37.6504520165923,碍合备,3283,177.5,179.5,102
127.013786934753,37.6504013299948,碍合备,3283,177.5,179.5,102
127.01381259826401,37.650385280948,碍合备,3283,177.5,179.5,102
127.013862000972,37.650365850756295,碍合备,3283,177.5,179.5,102
127.013891030788,37.6503548648232,碍合备,3283,177.5,179.5,102
127.01395265045,37.65034444306829,碍合备,3283,177.5,179.5,102
127.013964512549,37.650331765090606,碍合备,3283,177.5,179.5,102
127.013965574951,37.650315159997504,碍合备,3283,177.5,179.5,102
127.013995661323,37.650253205746296,碍合备,3283,177.5,179.5,102
127.01401301127301,37.65026168212521,碍合备,3283,177.5,179.5,102
127.014133208966,37.650280923187,碍合备,3283,177.5,179.5,102
127.01414343761299,37.65025844275071,碍合备,3283,177.5,179.5,102
127.014161636968,37.6502630628073,碍合备,3283,177.5,179.5,102
127.01423113676901,37.650280696443794,碍合备,3283,177.5,179.5,102
127.014298891457,37.6502978887502,碍合备,3283,177.5,179.5,102
127.014301597684,37.6502860406274,碍合备,3283,177.5,179.5,102
127.01453789144199,37.6498058307958,碍合备,3283,177.5,179.5,102
127.01461237485,37.6497478717964,碍合备,3283,177.5,179.5,102
127.014676416609,37.6495962034271,碍合备,3283,177.5,179.5,102
127.014704071718,37.649567260999,碍合备,3283,177.5,179.5,102
127.014766679438,37.649573623885395,碍合备,3283,177.5,179.5,102
127.01508681225599,37.6492883443761,碍合备,3283,177.5,179.5,102
127.01509340518,37.6492834184044,碍合备,3283,177.5,179.5,102
127.015112531061,37.6492769382768,碍合备,3283,177.5,179.5,102
127.015163689742,37.6492611652958,碍合备,3283,177.5,179.5,102
127.01523645620199,37.6492383531616,碍合备,3283,177.5,179.5,102
127.01565640862101,37.6491039951306,碍合备,3283,177.5,179.5,102
127.01576033375,37.649068222903104,碍合备,3283,177.5,179.5,102
127.015941092622,37.64900879961221,碍合备,3283,177.5,179.5,102
127.016038639044,37.64897893832,碍合备,3283,177.5,179.5,102
127.016398571921,37.6488735964342,碍合备,3283,177.5,179.5,102
127.016447430116,37.648859508010396,碍合备,3283,177.5,179.5,102
127.01646495878,37.6488544423071,碍合备,3283,177.5,179.5,102
127.016472924359,37.6488524681608,碍合备,3283,177.5,179.5,102
127.016506565703,37.6488445803539,碍合备,3283,177.5,179.5,102
127.016558268381,37.6488321853574,碍合备,3283,177.5,179.5,102
127.016573485709,37.648828525454995,碍合备,3283,177.5,179.5,102
127.01731105345101,37.648647954571096,碍合备,3283,177.5,179.5,102
127.01769825349399,37.6485763826488,碍合备,3283,177.5,179.5,102
127.017783601066,37.6486273301124,碍合备,3283,177.5,179.5,102
127.017800599222,37.6486324002624,碍合备,3283,177.5,179.5,102
127.018153470451,37.64863741452921,碍合备,3283,177.5,179.5,102
127.01818073403601,37.648638816205,碍合备,3283,177.5,179.5,102
127.01833069792801,37.6486590668917,碍合备,3283,177.5,179.5,102
127.018487925442,37.6486798839581,碍合备,3283,177.5,179.5,102
127.018503155258,37.648681854904105,碍合备,3283,177.5,179.5,102
127.01854671441099,37.6486877590281,碍合备,3283,177.5,179.5,102
127.018570080543,37.648691413616,碍合备,3283,177.5,179.5,102
127.01909861438601,37.648806498792894,碍合备,3283,177.5,179.5,102
127.019113312066,37.648810154564295,碍合备,3358,51.0,51.5,45
127.01956783087499,37.6489255189426,碍合备,3358,51.0,51.5,45
127.02017038410601,37.6490830960074,碍合备,3358,51.0,51.5,45
127.02020456056101,37.6490864692595,碍合备,3358,51.0,51.5,45
127.020598496562,37.6490810634319,碍合备,3358,51.0,51.5,45
127.02062753845301,37.6490788062928,碍合备,3358,51.0,51.5,45
127.02112999886499,37.648999888467294,碍合备,3358,51.0,51.5,45
127.02115477905501,37.6489936856324,碍合备,3358,51.0,51.5,45
127.02116699314101,37.64898917872,碍合备,3358,51.0,51.5,45
127.021411658393,37.6488936883447,碍合备,3358,51.0,51.5,45
127.021436617798,37.6488798901938,碍合备,3358,51.0,51.5,45
127.02144618007401,37.6488745367828,碍合备,3358,51.0,51.5,45
127.021739502754,37.6486579733697,碍合备,3358,51.0,51.5,45
127.021766577775,37.6486323449725,碍合备,3358,51.0,51.5,45
127.022119323697,37.6481826428697,碍合备,3358,51.0,51.5,45
127.022140915704,37.64816293475379,碍合备,3358,51.0,51.5,45
127.022160390851,37.6481508222315,碍合备,3358,51.0,51.5,45
127.022188714324,37.6481336356617,碍合备,3358,51.0,51.5,45
127.022208710619,37.648121252747394,碍合备,3358,51.0,51.5,45
127.022213672864,37.6481181525198,碍合备,3358,51.0,51.5,45
127.02250027129601,37.647943258507,碍合备,3358,51.0,51.5,45
127.02250823590299,37.647938743200704,碍合备,3358,51.0,51.5,45
127.022537442817,37.6479207184817,碍合备,3358,51.0,51.5,45
127.022635158108,37.64786129968721,碍合备,3358,51.0,51.5,45
127.02266489864701,37.64784721210611,碍合备,3358,51.0,51.5,45
127.022937710193,37.647769742030796,碍合备,3357,175.0,175.0,101
127.02318272764,37.6476990247404,碍合备,3357,175.0,175.0,101
127.02322876312901,37.6476877540789,碍合备,3357,175.0,175.0,101
127.02468223683901,37.6473431336609,碍合备,3357,175.0,175.0,101
127.02469161616301,37.64733384275579,碍合备,3357,175.0,175.0,101
127.024732671412,37.6472687932219,碍合备,3357,175.0,175.0,101
127.02473956866899,37.6472578089661,碍合备,3357,175.0,175.0,101
127.02478540303301,37.647184595628794,碍合备,3357,175.0,175.0,101
127.024872292138,37.647045774082606,碍合备,3357,175.0,175.0,101
127.024975466902,37.646881046168396,碍合备,3357,175.0,175.0,101
127.024983961243,37.646868376754796,碍合备,3357,175.0,175.0,101
127.02500731399999,37.6468303599242,碍合备,3432,89.0,89.5,57
127.02503261532499,37.6467912164802,碍合备,3432,89.0,89.5,57
127.02506677290701,37.6467374304006,碍合备,3432,89.0,89.5,57
127.025081994495,37.6467140560398,碍合备,3432,89.0,89.5,57
127.025085018372,37.646709244223,碍合备,3432,89.0,89.5,57
127.025093671763,37.6466980073214,碍合备,3432,89.0,89.5,57
127.025121636602,37.6466614040782,碍合备,3432,89.0,89.5,57
127.025147121159,37.6466287385907,碍合备,3432,89.0,89.5,57
127.025170838851,37.646598605194896,碍合备,3432,89.0,89.5,57
127.025214196611,37.6465434117034,碍合备,3432,89.0,89.5,57
127.025275076165,37.646465410961,碍合备,3432,89.0,89.5,57
127.025286040123,37.6464513264948,碍合备,3432,89.0,89.5,57
127.02529789905,37.646436683241895,碍合备,3432,89.0,89.5,57
127.025312940555,37.646417534464895,碍合备,3432,89.0,89.5,57
127.025329046721,37.6463969799482,碍合备,3432,89.0,89.5,57
127.02533241068701,37.6463927536908,碍合备,3432,89.0,89.5,57
127.025346568807,37.64637501962029,碍合备,3432,89.0,89.5,57
127.025483018838,37.6462043651054,碍合备,3432,89.0,89.5,57
127.02558000721399,37.6460835604891,碍合备,3432,89.0,89.5,57
127.02567025581399,37.6459703524006,碍合备,3432,89.0,89.5,57
127.025721577495,37.645912057728,碍合备,3432,89.0,89.5,57
127.02574317758,37.645887285456794,碍合备,3432,89.0,89.5,57
127.02575325837299,37.6458757328705,碍合备,3432,89.0,89.5,57
127.025761753381,37.6458658744446,碍合备,3432,89.0,89.5,57
127.025769716107,37.645856863045296,碍合备,3432,89.0,89.5,57
127.02588687907499,37.6457211338535,碍合备,3432,89.0,89.5,57
127.02741064975099,37.645033256230896,碍合备,3432,89.0,89.5,57
127.027544826931,37.6449614278993,碍合备,3432,89.0,89.5,57
127.028071594193,37.6446372383081,碍合备,3432,89.0,89.5,57
127.028077077078,37.6446338584123,碍合备,3432,89.0,89.5,57
127.028093718153,37.6446231600746,碍合备,3432,89.0,89.5,57
127.028099031071,37.6446197712062,碍合备,3432,89.0,89.5,57
127.028103630357,37.6446169591234,碍合备,3432,89.0,89.5,57
127.028108580793,37.644613858648796,碍合备,3432,89.0,89.5,57
127.028120803867,37.6446059723494,碍合备,3432,89.0,89.5,57
127.028133015608,37.644598086051204,碍合备,3432,89.0,89.5,57
127.028142576655,37.6445921734885,碍合备,3432,89.0,89.5,57
127.02815212626699,37.644585972615,碍合备,3432,89.0,89.5,57
127.028162570909,37.6445795012457,碍合备,3432,89.0,89.5,57
127.028176028822,37.6445710470465,碍合备,3432,89.0,89.5,57
127.028181692889,37.6445673878021,碍合备,3432,89.0,89.5,57
127.028192669869,37.644560348694704,碍合备,3432,89.0,89.5,57
127.028201166015,37.6445549949733,碍合备,3432,89.0,89.5,57
127.02821284529499,37.6445473880899,碍合备,3432,89.0,89.5,57
127.028225589462,37.6445392223589,碍合备,3432,89.0,89.5,57
127.02823072117901,37.6445361218381,碍合备,3432,89.0,89.5,57
127.028238152434,37.6445313359703,碍合备,3432,89.0,89.5,57
127.028243997787,37.6445276766819,碍合备,3432,89.0,89.5,57
127.028248948211,37.6445245762013,碍合备,3432,89.0,89.5,57
127.02825584701901,37.6445200697557,碍合备,3432,89.0,89.5,57
127.028266823985,37.6445130306413,碍合备,3432,89.0,89.5,57
127.02827213689,37.6445096507749,碍合备,3432,89.0,89.5,57
127.02827798223998,37.64450599148479,碍合备,3432,89.0,89.5,57
127.02835036915899,37.64446007930261,碍合备,3432,89.0,89.5,57
127.02839586303301,37.6444313458172,碍合备,3432,89.0,89.5,57
127.028409841904,37.644422332866895,碍合备,3432,89.0,89.5,57
127.02842135128401,37.644415014314,碍合备,3432,89.0,89.5,57
127.028433562963,37.6444071279845,碍合备,3432,89.0,89.5,57
127.02844666966101,37.644398953137,碍合备,3432,89.0,89.5,57
127.028452503663,37.6443952938407,碍合备,3432,89.0,89.5,57
127.02845816770399,37.644391634583,碍合备,3432,89.0,89.5,57
127.028462948149,37.64438853413221,碍合备,3432,89.0,89.5,57
