X좌표,Y좌표,자치구,번째,1인 가구 점수,2인 가구 점수,4인 가구 점수
126.874049671107,37.5469363009392,양천구,1458,227.0,228.0,127
126.874174850297,37.5469350304485,양천구,1458,227.0,228.0,127
126.874395334947,37.5469389260286,양천구,1458,227.0,228.0,127
126.874505476082,37.54694382880579,양천구,1458,227.0,228.0,127
126.874862082248,37.5469599791617,양천구,1458,227.0,228.0,127
126.874890370174,37.546961135737,양천구,1458,227.0,228.0,127
126.874897792938,37.5469614320133,양천구,1458,227.0,228.0,127
126.87491706255399,37.546962290595104,양천구,1458,227.0,228.0,127
126.874929622279,37.54696287168369,양천구,1458,227.0,228.0,127
126.87493880987199,37.546963440146605,양천구,1458,227.0,228.0,127
126.874947658444,37.54696373794809,양천구,1458,227.0,228.0,127
126.87495719683099,37.5469643067855,양천구,1458,227.0,228.0,127
126.874974169786,37.5469648835893,양천구,1458,227.0,228.0,127
126.874993088595,37.5469657507926,양천구,1458,227.0,228.0,127
126.875003339871,37.5469663294,양천구,1458,227.0,228.0,127
126.875028629079,37.5469674827295,양천구,1458,227.0,228.0,127
126.875041709354,37.5469680553539,양천구,1458,227.0,228.0,127
126.875050365572,37.5469683439318,양천구,1458,227.0,228.0,127
126.875062042656,37.546968924061105,양천구,1458,227.0,228.0,127
126.87507282626899,37.5469692149154,양천구,1458,227.0,228.0,127
126.875082726753,37.5469697931403,양천구,1458,227.0,228.0,127
126.875097221521,37.546970367273104,양천구,1458,227.0,228.0,127
126.875125339228,37.546971811927,양천구,1458,227.0,228.0,127
126.87515609405199,37.5469729620691,양천구,1458,227.0,228.0,127
126.875167759822,37.5469735421759,양천구,1458,227.0,228.0,127
126.875210191247,37.54697556073821,양천구,1458,227.0,228.0,127
126.875245913282,37.5469770044868,양천구,1458,227.0,228.0,127
126.87535004624,37.5469816207444,양천구,1458,227.0,228.0,127
126.87537196331002,37.5469827703975,양천구,1458,227.0,228.0,127
126.875388585478,37.546983346767,양천구,1458,227.0,228.0,127
126.87546655741899,37.5469870970551,양천구,1458,227.0,228.0,127
126.875504915608,37.5469888228465,양천구,1458,227.0,228.0,127
126.87552188855801,37.5469894085815,양천구,1458,227.0,228.0,127
126.875554419512,37.546990848832,양천구,1458,227.0,228.0,127
126.87556202335199,37.54699113624979,양천구,1458,227.0,228.0,127
126.875579878476,37.5469920022245,양천구,1458,227.0,228.0,127
126.875588546014,37.5469922907751,양천구,1458,227.0,228.0,127
126.875608697805,37.54699343850179,양천구,1458,227.0,228.0,127
126.87562921217501,37.546994307304296,양천구,1458,227.0,228.0,127
126.87563804945299,37.54699459603221,양천구,1458,227.0,228.0,127
126.875654309032,37.546995460294795,양천구,1458,227.0,228.0,127
126.87568437358601,37.5469966185736,양천구,1458,227.0,228.0,127
126.875693742244,37.5469971871707,양천구,1458,227.0,228.0,127
126.87570876885599,37.54699777080489,양천구,1458,227.0,228.0,127
126.87573033514201,37.54699892001779,양천구,1458,227.0,228.0,127
126.875749435508,37.5469994989762,양천구,1458,227.0,228.0,127
126.875759336001,37.547000077144396,양천구,1458,227.0,228.0,127
126.875776127431,37.5470009419567,양천구,1458,227.0,228.0,127
126.875804245648,37.5470020981324,양천구,1458,227.0,228.0,127
126.875902008286,37.5470064188044,양천구,1458,227.0,228.0,127
126.875918448925,37.547007283223294,양천구,1458,227.0,228.0,127
126.875975907007,37.5470098851162,양천구,1458,227.0,228.0,127
126.875991114694,37.5470104598971,양천구,1458,227.0,228.0,127
126.876037076737,37.547012481915296,양천구,1458,227.0,228.0,127
126.87609348246,37.5470150736228,양천구,1458,227.0,228.0,127
126.876173921828,37.547018537747505,양천구,1458,227.0,228.0,127
126.87635602694701,37.547026893878005,양천구,1458,227.0,228.0,127
126.87640093662701,37.5470289146392,양천구,1458,227.0,228.0,127
126.87649428658399,37.5470329508383,양천구,1458,227.0,228.0,127
126.876507717662,37.5470335326816,양천구,1458,227.0,228.0,127
126.87659206060499,37.547037279960996,양천구,1458,227.0,228.0,127
126.87663819242,37.5470393019248,양천구,1458,227.0,228.0,127
126.876653399637,37.547040164937,양천구,1458,227.0,228.0,127
126.876696713785,37.54704218389861,양천구,1458,227.0,228.0,127
126.876734020115,37.547043628871705,양천구,1458,227.0,228.0,127
126.876757000924,37.547044779391896,양천구,1458,227.0,228.0,127
126.876784236529,37.5470459344018,양천구,1458,227.0,228.0,127
126.876790595625,37.5470462204257,양천구,1458,227.0,228.0,127
126.876801910641,37.54704679099071,양천구,1458,227.0,228.0,127
126.87681393854601,37.5470473713173,양천구,1458,227.0,228.0,127
126.876819596054,37.5470476565987,양천구,1458,227.0,228.0,127
126.87683002889099,37.54704794692221,양천구,1458,227.0,228.0,127
126.87763145650601,37.547083992131,양천구,1533,35.0,35.0,25
126.877727816183,37.547088309819706,양천구,1533,35.0,35.0,25
126.87775184986602,37.547089181942795,양천구,1533,35.0,35.0,25
126.87776476043,37.5470897630976,양천구,1533,35.0,35.0,25
126.877806841199,37.5470917803595,양천구,1533,35.0,35.0,25
126.877823282357,37.54709235619671,양천구,1533,35.0,35.0,25
126.877854229168,37.54709379415429,양천구,1533,35.0,35.0,25
126.877914334858,37.547096677183795,양천구,1533,35.0,35.0,25
126.877955703206,37.5470984053299,양천구,1533,35.0,35.0,25
126.87796260408001,37.5470995387891,양천구,1533,35.0,35.0,25
126.877976211136,37.5471032110485,양천구,1533,35.0,35.0,25
126.877984162521,37.547105480854,양천구,1533,35.0,35.0,25
126.877998470709,37.5471094331515,양천구,1533,35.0,35.0,25
126.878007315609,37.547111974187295,양천구,1533,35.0,35.0,25
126.878050794175,37.5471241289723,양천구,1533,35.0,35.0,25
126.878067749368,37.5471286516532,양천구,1533,35.0,35.0,25
126.87807376666599,37.5471303518065,양천구,1533,35.0,35.0,25
126.87809126456699,37.5471351543586,양천구,1533,35.0,35.0,25
126.878152229753,37.5471521116438,양천구,1533,35.0,35.0,25
126.878160362219,37.5471543726167,양천구,1533,35.0,35.0,25
126.878166368219,37.5471560637436,양천구,1533,35.0,35.0,25
126.878212493838,37.5471687888583,양천구,1533,35.0,35.0,25
126.87825968226801,37.547182064668796,양천구,1533,35.0,35.0,25
126.878269047706,37.54718461523829,양천구,1533,35.0,35.0,25
126.87827789308399,37.5471868769471,양천구,1533,35.0,35.0,25
126.87829273269399,37.5471911090707,양천구,1533,35.0,35.0,25
126.878300865168,37.547193370033895,양천구,1533,35.0,35.0,25
126.87832914211799,37.54720128320621,양천구,1533,35.0,35.0,25
126.878335498906,37.547202983700295,양천구,1533,35.0,35.0,25
126.878341685969,37.5472046750071,양천구,1533,35.0,35.0,25
126.87835422982201,37.547208066806704,양천구,1533,35.0,35.0,25
126.87847565124201,37.5472419805436,양천구,1533,35.0,35.0,25
126.878486611789,37.547244812065,양천구,1533,35.0,35.0,25
126.878504991931,37.547249894782,양천구,1533,35.0,35.0,25
126.87851188011899,37.547251875127394,양천구,1533,35.0,35.0,25
126.87852513643601,37.547255546958105,양천구,1533,35.0,35.0,25
126.87853343866301,37.5472578080821,양천구,1533,35.0,35.0,25
126.87856648869699,37.5472671317142,양천구,1533,35.0,35.0,25
126.87857550336099,37.5472696818941,양천구,1533,35.0,35.0,25
126.88025588741002,37.5477357090114,양천구,1533,35.0,35.0,25
126.879976275082,37.5481003228415,양천구,1533,35.0,35.0,25
126.879969906287,37.548105947478795,양천구,1533,35.0,35.0,25
126.87994934857099,37.5481315504955,양천구,1533,35.0,35.0,25
126.880057711907,37.5481454561724,양천구,1533,35.0,35.0,25
126.88011941538,37.54815452953,양천구,1533,35.0,35.0,25
126.88026013109301,37.54816875659321,양천구,1533,35.0,35.0,25
126.880480047416,37.54819066004711,양천구,1533,35.0,35.0,25
126.88064721127199,37.548147466581504,양천구,1533,35.0,35.0,25
126.88079193834,37.5480882032965,양천구,1533,35.0,35.0,25
126.880811239129,37.5480769696515,양천구,1533,35.0,35.0,25
126.88088454875401,37.548004397674,양천구,1533,35.0,35.0,25
126.88102038422501,37.547872766448606,양천구,1533,35.0,35.0,25
126.88111972311701,37.5477774168009,양천구,1533,35.0,35.0,25
126.881215174459,37.5476857301404,양천구,1533,35.0,35.0,25
126.881252540459,37.5476502871801,양천구,1533,35.0,35.0,25
126.881278577264,37.5476230046601,양천구,1533,35.0,35.0,25
126.88132675720699,37.547568994254,양천구,1533,35.0,35.0,25
126.881368022104,37.5475225811554,양천구,1533,35.0,35.0,25
126.881398143431,37.5474885453323,양천구,1533,35.0,35.0,25
126.88141461542101,37.547469974643896,양천구,1533,35.0,35.0,25
126.881438525157,37.5474424016073,양천구,1533,35.0,35.0,25
126.881455882015,37.5474224352768,양천구,1533,35.0,35.0,25
126.88150229640499,37.5473684230019,양천구,1533,35.0,35.0,25
126.88158857171801,37.54726827541121,양천구,1533,35.0,35.0,25
126.88163055370899,37.547219042844795,양천구,1533,35.0,35.0,25
126.881666684879,37.5471771293816,양천구,1533,35.0,35.0,25
126.881701763624,37.5471352148391,양천구,1533,35.0,35.0,25
126.88175737117099,37.547078112379396,양천구,1533,35.0,35.0,25
126.881791902666,37.54704576577871,양천구,1533,35.0,35.0,25
126.88183811887501,37.547002168623,양천구,1533,35.0,35.0,25
126.881884346345,37.54695857146029,양천구,1533,35.0,35.0,25
126.881951810375,37.5468958587341,양천구,1533,35.0,35.0,25
126.881975892238,37.546873637646605,양천구,1533,35.0,35.0,25
126.881981558285,37.5468685798127,양천구,1533,35.0,35.0,25
126.881996607865,37.546854791863396,양천구,1533,35.0,35.0,25
126.882006343069,37.5468455124989,양천구,1533,35.0,35.0,25
126.882019443154,37.5468336957439,양천구,1533,35.0,35.0,25
126.88205097165199,37.54680388682179,양천구,1533,35.0,35.0,25
126.882072572125,37.5467836363742,양천구,1533,35.0,35.0,25
126.882084789993,37.5467715394123,양천구,1533,35.0,35.0,25
126.882089744027,37.546765913228604,양천구,1533,35.0,35.0,25
126.882111179223,37.5467428515146,양천구,1533,35.0,35.0,25
126.882128001219,37.5467245603852,양천구,1533,35.0,35.0,25
126.88216769035101,37.5466722349054,양천구,1533,35.0,35.0,25
126.88230183478301,37.546491045954596,양천구,1533,35.0,35.0,25
126.882305727774,37.54648373383711,양천구,1533,35.0,35.0,25
126.882341835945,37.5463491802343,양천구,1533,35.0,35.0,25
126.882362239979,37.5463055568153,양천구,1533,35.0,35.0,25
126.88238279804101,37.5462717903906,양천구,1533,35.0,35.0,25
126.88245229423401,37.5461544523287,양천구,1533,35.0,35.0,25
126.88248118768499,37.546109152593395,양천구,1533,35.0,35.0,25
126.882524457484,37.5460320443306,양천구,1533,35.0,35.0,25
126.88255581691799,37.545994351426295,양천구,1533,35.0,35.0,25
126.882667598313,37.5458564952029,양천구,1533,35.0,35.0,25
126.882746087756,37.5457546540485,양천구,1533,35.0,35.0,25
126.882843102675,37.5456730947509,양천구,1533,35.0,35.0,25
126.88291995129299,37.5456067238528,양천구,1533,35.0,35.0,25
126.883001569042,37.5455369789732,양천구,1533,35.0,35.0,25
126.883184069379,37.5454008870652,양천구,1533,35.0,35.0,25
126.883325327523,37.54529798215921,양천구,1532,29.0,30.5,27
126.88352889357701,37.5451421971043,양천구,1607,7.0,7.0,8
126.88361511616199,37.545072177087796,양천구,1607,7.0,7.0,8
126.883720990483,37.5449827422291,양천구,1607,7.0,7.0,8
126.88390973485599,37.544810336451995,양천구,1607,7.0,7.0,8
126.884021809734,37.5447062753943,양천구,1607,7.0,7.0,8
126.88409212076701,37.5446367978059,양천구,1607,7.0,7.0,8
126.884131810073,37.5445827777819,양천구,1607,7.0,7.0,8
126.88417362062799,37.5445253811341,양천구,1607,7.0,7.0,8
126.88419649987699,37.5444826067749,양천구,1607,7.0,7.0,8
126.884224918456,37.5443998609241,양천구,1607,7.0,7.0,8
126.88424007165001,37.544319345360606,양천구,1607,7.0,7.0,8
126.884250622762,37.544243897806,양천구,1607,7.0,7.0,8
126.884250913335,37.544166746197206,양천구,1607,7.0,7.0,8
126.884250579946,37.544040048447,양천구,1607,7.0,7.0,8
126.884248978343,37.54393558590471,양천구,1607,7.0,7.0,8
126.884265716299,37.5438618383513,양천구,1607,7.0,7.0,8
126.88426586398,37.5438542431396,양천구,1607,7.0,7.0,8
126.884267831875,37.5437537214711,양천구,1607,7.0,7.0,8
126.884245496453,37.5435650496868,양천구,1607,7.0,7.0,8
126.884343028134,37.543490256083004,양천구,1607,7.0,7.0,8
126.884347814701,37.543482935770996,양천구,1607,7.0,7.0,8
126.88442665807399,37.5433760212235,양천구,1607,7.0,7.0,8
126.884671410599,37.5433396653682,양천구,1607,7.0,7.0,8
126.884697947929,37.5433306817066,양천구,1607,7.0,7.0,8
126.884705378287,37.543325904791295,양천구,1607,7.0,7.0,8
126.884729838729,37.5432918534822,양천구,1607,7.0,7.0,8
126.885086760497,37.5433136044703,양천구,1607,7.0,7.0,8
126.88513418492902,37.5431742768272,양천구,1607,7.0,7.0,8
126.885286382948,37.5427402658799,양천구,1607,7.0,7.0,8
126.88543517758801,37.5423253884224,양천구,1607,7.0,7.0,8
126.88543644365,37.54231159548321,양천구,1607,7.0,7.0,8
126.885436801839,37.54230681156921,양천구,1607,7.0,7.0,8
126.88543890136101,37.5422298238876,양천구,1607,7.0,7.0,8
126.88544560785499,37.5419838687343,양천구,1607,7.0,7.0,8
126.88544881846799,37.5418689503852,양천구,1607,7.0,7.0,8
126.885449357692,37.5418495705812,양천구,1607,7.0,7.0,8
126.885450787799,37.5418394358288,양천구,1607,7.0,7.0,8
126.885474177649,37.541729033256395,양천구,1607,7.0,7.0,8
126.885491219793,37.5416477354876,양천구,1607,7.0,7.0,8
126.88549416016501,37.5416341424095,양천구,1607,7.0,7.0,8
126.88550569355101,37.541580923141204,양천구,1607,7.0,7.0,8
126.88550670787,37.54157622997009,양천구,1607,7.0,7.0,8
126.885513644545,37.541554000305,양천구,1607,7.0,7.0,8
126.885539014112,37.5414948931264,양천구,1607,7.0,7.0,8
126.88556758843599,37.5414267881795,양천구,1607,7.0,7.0,8
126.88561809312999,37.54130638415,양천구,1607,7.0,7.0,8
126.885660397864,37.541205568626296,양천구,1607,7.0,7.0,8
126.885711933517,37.541084138432495,양천구,1606,33.0,33.5,21
126.88572037218599,37.54106372122,양천구,1606,33.0,33.5,21
126.88579175941004,37.5409023334385,양천구,1606,33.0,33.5,21
126.88595137068998,37.5405422190804,양천구,1606,33.0,33.5,21
126.885954935784,37.540534320869,양천구,1606,33.0,33.5,21
126.886088671777,37.5402379802275,양천구,1606,33.0,33.5,21
126.886145893962,37.54011148279579,양천구,1606,33.0,33.5,21
126.886150855468,37.540100522569,양천구,1606,33.0,33.5,21
126.88622527805599,37.5399360020102,양천구,1606,33.0,33.5,21
126.886260197895,37.5398684887162,양천구,1606,33.0,33.5,21
126.886282191562,37.5398259743406,양천구,1606,33.0,33.5,21
126.886340194568,37.5397210653393,양천구,1606,33.0,33.5,21
126.88639140096399,37.539628421195395,양천구,1606,33.0,33.5,21
126.886416035797,37.5395826838157,양천구,1606,33.0,33.5,21
126.886433204141,37.5395508054243,양천구,1606,33.0,33.5,21
126.886454627667,37.5395110294747,양천구,1606,33.0,33.5,21
126.886477038367,37.5394694254684,양천구,1606,33.0,33.5,21
126.886525930409,37.5393731840486,양천구,1606,33.0,33.5,21
126.886528654191,37.5393678257971,양천구,1606,33.0,33.5,21
126.886531661686,37.5393619182165,양천구,1606,33.0,33.5,21
126.886611417291,37.539230793357,양천구,1606,33.0,33.5,21
126.886851053576,37.53883149026621,양천구,1606,33.0,33.5,21
126.88690010035101,37.5387814156763,양천구,1606,33.0,33.5,21
126.88696127918199,37.5387369389867,양천구,1606,33.0,33.5,21
126.88699833080099,37.53870999921161,양천구,1606,33.0,33.5,21
126.88703833592,37.53867540385311,양천구,1606,33.0,33.5,21
126.88706584494,37.538643841725204,양천구,1606,33.0,33.5,21
126.887078539674,37.5386292669616,양천구,1606,33.0,33.5,21
126.887106709853,37.5385870647451,양천구,1606,33.0,33.5,21
126.88729886366,37.538255568425996,양천구,1606,33.0,33.5,21
126.887363405226,37.5381423490559,양천구,1606,33.0,33.5,21
126.88747771675399,37.5379417994725,양천구,1606,33.0,33.5,21
126.88766870287,37.537564981463106,양천구,1606,33.0,33.5,21
126.8880783376,37.53697269374,양천구,1605,40.0,41.0,33
126.888244858354,37.5367367844986,양천구,1605,40.0,41.0,33
126.88826046042401,37.536714671083004,양천구,1605,40.0,41.0,33
126.888585662421,37.536307283321,양천구,1605,40.0,41.0,33
126.888701915275,37.5362185024887,양천구,1605,40.0,41.0,33
126.888818756862,37.536129280615796,양천구,1605,40.0,41.0,33
126.88910380808399,37.535859047232,양천구,1605,40.0,41.0,33
126.88943067308901,37.5355369466419,양천구,1680,137.0,138.0,81
126.88963670029301,37.5352978563184,양천구,1680,137.0,138.0,81
126.889705493487,37.5351973886838,양천구,1680,137.0,138.0,81
126.889719349626,37.5351771474813,양천구,1680,137.0,138.0,81
126.88974234488,37.5351435712224,양천구,1680,137.0,138.0,81
126.889921134556,37.534860486149,양천구,1680,137.0,138.0,81
126.889968980147,37.5347629718341,양천구,1680,137.0,138.0,81
126.889987705278,37.534724796427604,양천구,1680,137.0,138.0,81
126.889995967023,37.5347079556611,양천구,1680,137.0,138.0,81
126.890128338558,37.5343755601137,양천구,1680,137.0,138.0,81
126.890138258835,37.5343009221987,양천구,1680,137.0,138.0,81
126.890143213236,37.5342636527897,양천구,1680,137.0,138.0,81
126.89014460926201,37.53425308545809,양천구,1680,137.0,138.0,81
126.89014782448601,37.5342288878173,양천구,1680,137.0,138.0,81
126.890152314256,37.534138855817105,양천구,1680,137.0,138.0,81
126.89015331734899,37.534118620459296,양천구,1680,137.0,138.0,81
126.89015365565001,37.5341117642212,양천구,1680,137.0,138.0,81
126.890152963037,37.534105808004,양천구,1680,137.0,138.0,81
126.89015201319,37.5340978423299,양천구,1680,137.0,138.0,81
126.890150169651,37.53408219034221,양천구,1680,137.0,138.0,81
126.890130353567,37.5340172551051,양천구,1680,137.0,138.0,81
126.890111730914,37.5339562763492,양천구,1680,137.0,138.0,81
126.890079237131,37.533849820391396,양천구,1680,137.0,138.0,81
126.89003652022801,37.5337098648597,양천구,1680,137.0,138.0,81
126.890021458037,37.5336816946065,양천구,1680,137.0,138.0,81
126.8900074338,37.5336554985061,양천구,1680,137.0,138.0,81
126.88996863532,37.5336043124881,양천구,1680,137.0,138.0,81
126.889936510275,37.5335619534846,양천구,1680,137.0,138.0,81
126.889889286973,37.5335005241978,양천구,1680,137.0,138.0,81
126.889831878337,37.5334258586807,양천구,1680,137.0,138.0,81
126.889823121772,37.5334180027494,양천구,1680,137.0,138.0,81
126.889814704196,37.5334104354558,양천구,1680,137.0,138.0,81
126.889802885495,37.53339994572671,양천구,1680,137.0,138.0,81
126.889797189732,37.5333956245817,양천구,1680,137.0,138.0,81
126.889781183795,37.5333858697038,양천구,1680,137.0,138.0,81
126.889768670304,37.533378496750295,양천구,1680,137.0,138.0,81
126.889733989435,37.53335827267379,양천구,1680,137.0,138.0,81
126.889669805016,37.5333208387105,양천구,1680,137.0,138.0,81
126.889648734263,37.5333085562371,양천구,1680,137.0,138.0,81
126.889546723204,37.5332513636305,양천구,1680,137.0,138.0,81
126.88946167142001,37.533209548961,양천구,1680,137.0,138.0,81
126.889359213524,37.5331638344209,양천구,1680,137.0,138.0,81
126.889222647192,37.5331012027534,양천구,1605,40.0,41.0,33
126.889180468888,37.5330787279117,양천구,1605,40.0,41.0,33
126.888982250348,37.5329731500311,양천구,1604,4.0,4.5,7
126.888752800595,37.5328487562925,양천구,1604,4.0,4.5,7
126.888737747171,37.5328377407914,양천구,1604,4.0,4.5,7
126.888707990695,37.53281595338621,양천구,1604,4.0,4.5,7
126.88869311812799,37.5328050551813,양천구,1604,4.0,4.5,7
126.888657954253,37.532760359349496,양천구,1604,4.0,4.5,7
126.88863171122802,37.532727006528894,양천구,1604,4.0,4.5,7
126.88861714504299,37.5327080176877,양천구,1604,4.0,4.5,7
126.888564492305,37.532639374727005,양천구,1604,4.0,4.5,7
126.888558180234,37.5326236914074,양천구,1604,4.0,4.5,7
126.888547291966,37.5325966061454,양천구,1604,4.0,4.5,7
126.888539097556,37.532576244869105,양천구,1604,4.0,4.5,7
126.888530508692,37.532554874102296,양천구,1604,4.0,4.5,7
126.88853451563,37.5324636343462,양천구,1604,4.0,4.5,7
126.888537643817,37.532392422829,양천구,1604,4.0,4.5,7
126.888544657737,37.53232531454729,양천구,1604,4.0,4.5,7
126.88854912316002,37.5322826297556,양천구,1604,4.0,4.5,7
126.888559176049,37.5322559519488,양천구,1604,4.0,4.5,7
126.88856209537201,37.532248197188395,양천구,1604,4.0,4.5,7
126.888567047961,37.53223506544229,양천구,1604,4.0,4.5,7
126.88862661193998,37.532124327241895,양천구,1604,4.0,4.5,7
126.88873903131201,37.5320449850512,양천구,1604,4.0,4.5,7
126.888834828608,37.5319820339837,양천구,1604,4.0,4.5,7
