No,인허가일자,상세영업상태명,폐업일자,지번주소,도로명주소,사업장명,업태구분명
18,20120716,영업,0,0,서울특별시 관악구 남부순환로 1614 (신림동 2호선 신림역사내),(주)보성커머스 몰빵 신림역점,제과제빵
